zone;fichier;code;date;titre;traduction;paragraphes;mots;remarque
ZONE_3;04_57-0901E_a_57-1212_14x.txt;57-0901M;1 sept. 1957, matin;Hébreux, chapitre trois;VGR;215;15751;
ZONE_3;04_57-0901E_a_57-1212_14x.txt;57-0908E;8 sept. 1957, soir;Hébreux Chapitre Six #2;Shekinah;288;19418;
ZONE_3;04_57-0901E_a_57-1212_14x.txt;57-0908E;8 sept. 1957, soir;Hébreux, chapitre six #2;VGR;287;19697;
ZONE_3;04_57-0901E_a_57-1212_14x.txt;57-0908M;8 sept. 1957, matin;Hébreux Chapitres Cinq et Six #1;Shekinah;216;16499;
ZONE_3;04_57-0901E_a_57-1212_14x.txt;57-0908M;8 sept. 1957, matin;Hébreux, chapitres cinq et six #1;VGR;215;16790;
ZONE_3;04_57-0901E_a_57-1212_14x.txt;57-0915E;15 sept. 1957, soir;Hébreux Chapitre Sept #1;Shekinah;237;20047;
ZONE_3;04_57-0901E_a_57-1212_14x.txt;57-0915E;15 sept. 1957, soir;Hébreux, chapitre sept #1;VGR;237;20081;
ZONE_3;04_57-0901E_a_57-1212_14x.txt;57-0915M;15 sept. 1957, matin;Hébreux Chapitre Six #3 et Hébreux chapitre Sept #1;Shekinah;207;15632;
ZONE_3;04_57-0901E_a_57-1212_14x.txt;57-0915M;15 sept. 1957, matin;Hébreux, chapitre six #3;VGR;206;15923;
ZONE_3;04_57-0901E_a_57-1212_14x.txt;57-0922E;22 sept. 1957, soir;Hébreux Chapitre Sept #2;Shekinah;222;16890;
ZONE_3;04_57-0901E_a_57-1212_14x.txt;57-0922E;22 sept. 1957, soir;Hébreux, chapitre sept #2;VGR;222;16455;
ZONE_3;04_57-0901E_a_57-1212_14x.txt;57-0922M;22 sept. 1957, matin;Jésus-Christ Est Le Même Hier, Aujourd’hui Et Éternellement;Shekinah;40;9841;
ZONE_3;04_57-0901E_a_57-1212_14x.txt;57-0925;25 sept. 1957;Questions Et Réponses Sur Les Hébreux, 1ère Partie;Shekinah;302;20094;
ZONE_3;04_57-0901E_a_57-1212_14x.txt;57-0925;25 sept. 1957;Questions et réponses sur Hébreux, 1re partie;VGR;302;20871;
ZONE_3;04_57-0901E_a_57-1212_14x.txt;57-1002;2 oct. 1957;Questions Et Réponses Sur Les Hébreux, IIè Partie;Shekinah;249;17803;
ZONE_3;04_57-0901E_a_57-1212_14x.txt;57-1002;2 oct. 1957;Questions et réponses sur Hébreux, 2e partie;VGR;250;18208;
ZONE_3;04_57-0901E_a_57-1212_14x.txt;57-1006;6 oct. 1957;Questions Et Réponses Sur Les Hébreux, IIIè Partie;Shekinah;364;23936;
ZONE_3;04_57-0901E_a_57-1212_14x.txt;57-1006;6 oct. 1957;Questions et réponses sur Hébreux, 3e partie;VGR;380;24968;
ZONE_3;04_57-0901E_a_57-1212_14x.txt;57-1208;8 déc. 1957;Je Me Tiens A La Porte, Et Je Frappe;Shekinah;76;13908;
ZONE_3;04_57-0901E_a_57-1212_14x.txt;57-1208;8 déc. 1957;Je me tiens à la porte, et Je frappe;VGR;197;14778;
ZONE_3;04_57-0901E_a_57-1212_14x.txt;57-1211;11 déc. 1957;Messieurs, Nous Voudrions Voir Jésus;Shekinah;104;17611;
ZONE_3;04_57-0901E_a_57-1212_14x.txt;57-1212;12 déc. 1957;La Porte De La Porte;Shekinah;85;14608;
ZONE_3;05_57-1213_a_58-0309M_30x.txt;57-1213;13 déc. 1957;ET PUIS JESUS VINT;Shekinah;93;16262;
ZONE_3;05_57-1213_a_58-0309M_30x.txt;57-1215;15 déc. 1957;PARLE A CETTE MONTAGNE;Shekinah;47;9610;
ZONE_3;05_57-1213_a_58-0309M_30x.txt;57-1222;22 déc. 1957;LA GRANDE LUMIERE BRILLANTE;Shekinah;10;11925;
ZONE_3;05_57-1213_a_58-0309M_30x.txt;57-1229;29 déc. 1957;La Foi;Shekinah;70;12135;
ZONE_3;05_57-1213_a_58-0309M_30x.txt;57-1229;29 déc. 1957;La foi;VGR;186;12655;
ZONE_3;05_57-1213_a_58-0309M_30x.txt;58-0105;5 janv. 1958;Ayez Foi En Dieu;Shekinah;51;9889;
ZONE_3;05_57-1213_a_58-0309M_30x.txt;58-0107;7 janv. 1958;La Reine de Séba;Shekinah;81;14273;
ZONE_3;05_57-1213_a_58-0309M_30x.txt;58-0108;8 janv. 1958;L'Ecriture sur la muraille;Shekinah;153;9763;
ZONE_3;05_57-1213_a_58-0309M_30x.txt;58-0108;8 janv. 1958;L’écriture sur la muraille;VGR;153;10010;
ZONE_3;05_57-1213_a_58-0309M_30x.txt;58-0109;9 janv. 1958;Les Appelés À Sortir;Shekinah;59;10839;
ZONE_3;05_57-1213_a_58-0309M_30x.txt;58-0110;10 janv. 1958;Le Puissant Conquérant;Shekinah;63;11378;
ZONE_3;05_57-1213_a_58-0309M_30x.txt;58-0112A;12 janv. 1958, après-midi;Pour Accomplir Ses Prodiges;Shekinah;47;8811;
ZONE_3;05_57-1213_a_58-0309M_30x.txt;58-0112E;12 janv. 1958, soir;La Porte Du Coeur;Shekinah;59;10489;
ZONE_3;05_57-1213_a_58-0309M_30x.txt;58-0125;25 janv. 1958;La Reine Du Midi;Shekinah;71;12179;
ZONE_3;05_57-1213_a_58-0309M_30x.txt;58-0126;26 janv. 1958;Ecoutez-Le;Shekinah;73;14185;
ZONE_3;05_57-1213_a_58-0309M_30x.txt;58-0127;27 janv. 1958;Jéhovah-Jiré;Shekinah;69;13106;
ZONE_3;05_57-1213_a_58-0309M_30x.txt;58-0128;28 janv. 1958;L'Harmonie De L'Unité (La Tour De Babel);Shekinah;135;13541;
ZONE_3;05_57-1213_a_58-0309M_30x.txt;58-0130;30 janv. 1958;Écriture Sur La Muraille;Shekinah;64;13530;
ZONE_3;05_57-1213_a_58-0309M_30x.txt;58-0202;2 févr. 1958;Hâte-toi de te sauver là;Shekinah;107;10012;
ZONE_3;05_57-1213_a_58-0309M_30x.txt;58-0202;2 févr. 1958;Hâte-toi de te réfugier ici;VGR;144;9683;
ZONE_3;05_57-1213_a_58-0309M_30x.txt;58-0207;7 févr. 1958;Jésus-Christ Est Le Même Hier, Aujourd’hui Et Eternellement;Shekinah;86;16930;
ZONE_3;05_57-1213_a_58-0309M_30x.txt;58-0208;8 févr. 1958;La Reine de Séba;Shekinah;104;16018;
ZONE_3;05_57-1213_a_58-0309M_30x.txt;58-0209A;9 févr. 1958, après-midi;Ecoutez-Le;Shekinah;61;13282;
ZONE_3;05_57-1213_a_58-0309M_30x.txt;58-0209E;9 févr. 1958, soir;La Porte À L’Intérieur De La Porte;Shekinah;107;15898;
ZONE_3;05_57-1213_a_58-0309M_30x.txt;58-0214;14 févr. 1958;Jésus-Christ Est Le Même Hier, Aujourd’hui Et Eternellement;Shekinah;72;12597;
ZONE_3;05_57-1213_a_58-0309M_30x.txt;58-0223;23 févr. 1958;Jésus-Christ Est Le Même Hier, Aujourd’hui Et Éternellement;Shekinah;81;14843;
ZONE_3;05_57-1213_a_58-0309M_30x.txt;58-0225;25 févr. 1958;L'Oeil De Dieu;Shekinah;37;7132;
ZONE_3;05_57-1213_a_58-0309M_30x.txt;58-0225;25 févr. 1958;L’œil de Dieu;VGR;117;7062;
ZONE_3;05_57-1213_a_58-0309M_30x.txt;58-0228;28 févr. 1958;Ta Bonté;Shekinah;80;13386;
ZONE_3;05_57-1213_a_58-0309M_30x.txt;58-0301B;1 mars 1958, B;La Grande commission - La Révélation spirituelle (l'atmosphère spirituelle);Shekinah;71;13741;
ZONE_3;05_57-1213_a_58-0309M_30x.txt;58-0301E;1 mars 1958, soir;Ecoutez-Le;Shekinah;64;14912;
ZONE_3;05_57-1213_a_58-0309M_30x.txt;58-0302;2 mars 1958;La Porte Du Coeur;Shekinah;76;14723;
ZONE_3;05_57-1213_a_58-0309M_30x.txt;58-0309E;9 mars 1958, soir;L'église S'en Ira-T-Elle Avant La Tribulation? (Hâte-Toi Et Viens Ici, Car Je Ne Puis Rien Faire, jusqu’à Ce Que Tu Y Sois Arrivé);Shekinah;164;12563;
ZONE_3;05_57-1213_a_58-0309M_30x.txt;58-0309M;9 mars 1958, matin;Ecriture Sur La Muraille;Shekinah;70;11650;
ZONE_3;05_57-1213_a_58-0309M_30x.txt;58-0309M;9 mars 1958, matin;L’écriture sur la muraille;VGR;183;12074;
ZONE_3;06_58-0312_a_58-0529_33x.txt;58-0312;12 mars 1958;Jésus-Christ Est Le Même Hier, Aujourd’hui Et Eternellement;Shekinah;86;15731;
ZONE_3;06_58-0312_a_58-0529_33x.txt;58-0313;13 mars 1958;La Reine De Séba;Shekinah;79;13971;
ZONE_3;06_58-0312_a_58-0529_33x.txt;58-0314;14 mars 1958;L'Amour;Shekinah;81;12939;
ZONE_3;06_58-0312_a_58-0529_33x.txt;58-0315;15 mars 1958;La Foi;Shekinah;145;12006;
ZONE_3;06_58-0312_a_58-0529_33x.txt;58-0316A;16 mars 1958, après-midi;Pareil À L’aigle Qui Éveille Sa Couvée;Shekinah;80;14663;
ZONE_3;06_58-0312_a_58-0529_33x.txt;58-0316E;16 mars 1958, soir;La Porte Du Coeur;Shekinah;127;19261;
ZONE_3;06_58-0312_a_58-0529_33x.txt;58-0323;23 mars 1958;Jésus-Christ Est Le Même Hier, Aujourd’hui Et Éternellement;Shekinah;80;13769;
ZONE_3;06_58-0312_a_58-0529_33x.txt;58-0324;24 mars 1958;Ecoutez-Le;Shekinah;82;14605;
ZONE_3;06_58-0312_a_58-0529_33x.txt;58-0325;25 mars 1958;La Foi Par L’Expérience;Shekinah;67;12484;
ZONE_3;06_58-0312_a_58-0529_33x.txt;58-0326;26 mars 1958;Unis sous une seule tête;Shekinah;17;12472;
ZONE_3;06_58-0312_a_58-0529_33x.txt;58-0328;28 mars 1958;Dieu Tient Sa Parole;Shekinah;134;6773;
ZONE_3;06_58-0312_a_58-0529_33x.txt;58-0329;29 mars 1958;Le Puissant conquérant;Shekinah;47;10249;
ZONE_3;06_58-0312_a_58-0529_33x.txt;58-0330A;30 mars 1958, après-midi;Entretien Sur L'Oeuvre Missionnaire;Shekinah;173;14526;
ZONE_3;06_58-0312_a_58-0529_33x.txt;58-0330E;30 mars 1958, soir;Christ Frappe À La Porte;Shekinah;70;12868;
ZONE_3;06_58-0312_a_58-0529_33x.txt;58-0406E;6 avr. 1958, soir;Évidence De La Résurrection;Shekinah;44;12549;
ZONE_3;06_58-0312_a_58-0529_33x.txt;58-0406S;6 avr. 1958, aube;Je Sais Que Mon Rédempteur Est Vivant;Shekinah;68;9904;
ZONE_3;06_58-0312_a_58-0529_33x.txt;58-0406S;6 avr. 1958, aube;Je sais que mon Rédempteur est vivant;VGR;134;10294;
ZONE_3;06_58-0312_a_58-0529_33x.txt;58-0500;mai 1958;L’Aigle Qui Éveille Sa Couvée;Shekinah;61;10710;
ZONE_3;06_58-0312_a_58-0529_33x.txt;58-0501;1 mai 1958;Nous Voudrions Voir Jésus;Shekinah;62;12174;
ZONE_3;06_58-0312_a_58-0529_33x.txt;58-0503;3 mai 1958;La Reine De Séba;Shekinah;89;14476;
ZONE_3;06_58-0312_a_58-0529_33x.txt;58-0508;8 mai 1958;Expectative;Shekinah;74;11814;
ZONE_3;06_58-0312_a_58-0529_33x.txt;58-0510;10 mai 1958;Ayez foi en Dieu;Shekinah;87;15099;
ZONE_3;06_58-0312_a_58-0529_33x.txt;58-0512;12 mai 1958;LA VIE (Avoir soif de la Vie);Shekinah;85;16661;
ZONE_3;06_58-0312_a_58-0529_33x.txt;58-0515;15 mai 1958;Jésus-Christ Est Le Même Hier, Aujourd’hui Et Éternellement;Shekinah;70;13568;
ZONE_3;06_58-0312_a_58-0529_33x.txt;58-0517;17 mai 1958;ZACHEE;Shekinah;51;9712;
ZONE_3;06_58-0312_a_58-0529_33x.txt;58-0517E;17 mai 1958, soir;Le Péché D'Incrédulité;Shekinah;52;12270;
ZONE_3;06_58-0312_a_58-0529_33x.txt;58-0518;18 mai 1958;UNE FOI EPROUVEE PRODUIT DES RESULTATS;Shekinah;70;15810;
ZONE_3;06_58-0312_a_58-0529_33x.txt;58-0519;19 mai 1958;LA VIE;Shekinah;86;15496;
ZONE_3;06_58-0312_a_58-0529_33x.txt;58-0520;20 mai 1958;LE SIGNE DU TEMPS;Shekinah;152;13476;
ZONE_3;06_58-0312_a_58-0529_33x.txt;58-0521;21 mai 1958;Voici, Je Me Tiens À La Porte Et Je Frappe;Shekinah;76;16661;
ZONE_3;06_58-0312_a_58-0529_33x.txt;58-0523;23 mai 1958;Nous Voudrions Voir Jésus;Shekinah;79;13054;
ZONE_3;06_58-0312_a_58-0529_33x.txt;58-0524;24 mai 1958;Jésus De Nazareth Passe;Shekinah;86;14209;
ZONE_3;06_58-0312_a_58-0529_33x.txt;58-0528;28 mai 1958;Le Signe Du Messie;Shekinah;102;6130;
ZONE_3;06_58-0312_a_58-0529_33x.txt;58-0529;29 mai 1958;Jésus À La Porte;Shekinah;75;12621;
ZONE_3;07_58-0530_a_58-1005E_22x.txt;58-0530;30 mai 1958;LA FOI EPROUVEE AU FIL DU TEMPS;Shekinah;79;15713;
ZONE_3;07_58-0530_a_58-1005E_22x.txt;58-0609;9 juin 1958;MESSAGE A L’EGLISE DE LAODICEE;Shekinah;47;9382;
ZONE_3;07_58-0530_a_58-1005E_22x.txt;58-0610;10 juin 1958;LE PUISSANT CONQUERANT;Shekinah;51;9562;
ZONE_3;07_58-0530_a_58-1005E_22x.txt;58-0611;11 juin 1958;AVOIR SOIF DE LA VIE;Shekinah;87;16401;
ZONE_3;07_58-0530_a_58-1005E_22x.txt;58-0612;12 juin 1958;Nous Voudrions Voir Jésus;Shekinah;85;17304;
ZONE_3;07_58-0530_a_58-1005E_22x.txt;58-0613;13 juin 1958;La Reine Du Midi;Shekinah;84;17953;
ZONE_3;07_58-0530_a_58-1005E_22x.txt;58-0617;17 juin 1958;Voici, Je Me Tiens À La Porte Et Je Frappe;Shekinah;73;11380;
ZONE_3;07_58-0530_a_58-1005E_22x.txt;58-0618;18 juin 1958;Écriture Sur La Muraille;Shekinah;64;10722;
ZONE_3;07_58-0530_a_58-1005E_22x.txt;58-0619B;19 juin 1958, B;Vous devez naitre de nouveau;Shekinah;116;10140;
ZONE_3;07_58-0530_a_58-1005E_22x.txt;58-0619E;19 juin 1958, soir;Pouvons-Nous Voir Jésus?;Shekinah;73;15857;
ZONE_3;07_58-0530_a_58-1005E_22x.txt;58-0620;20 juin 1958;La Reine Du Midi;Shekinah;76;15785;
ZONE_3;07_58-0530_a_58-1005E_22x.txt;58-0625;25 juin 1958;Il Y A Ici Plus Que Salomon;Shekinah;90;20453;
ZONE_3;07_58-0530_a_58-1005E_22x.txt;58-0720E;20 juil. 1958, soir;L'Ordination des diacres;Shekinah;43;3192;
ZONE_3;07_58-0530_a_58-1005E_22x.txt;58-0720E;20 juil. 1958, soir;Mise en place des diacres;VGR;43;3399;
ZONE_3;07_58-0530_a_58-1005E_22x.txt;58-0720M;20 juil. 1958, matin;C’est Par La Foi Que Moïse;Shekinah;54;9856;
ZONE_3;07_58-0530_a_58-1005E_22x.txt;58-0720M;20 juil. 1958, matin;Par la foi, Moïse;VGR;147;10162;
ZONE_3;07_58-0530_a_58-1005E_22x.txt;58-0927;27 sept. 1958;POURQUOI NOUS NE SOMMES PAS UNE DENOMINATION?;Shekinah;292;30144;
ZONE_3;07_58-0530_a_58-1005E_22x.txt;58-0927;27 sept. 1958;Pourquoi ne sommes-nous pas une dénomination?;VGR;292;31042;
ZONE_3;07_58-0530_a_58-1005E_22x.txt;58-0928E;28 sept. 1958, soir;La Semence Du Serpent;Shekinah;341;21566;
ZONE_3;07_58-0530_a_58-1005E_22x.txt;58-0928E;28 sept. 1958, soir;La semence du serpent;VGR;341;22013;
ZONE_3;07_58-0530_a_58-1005E_22x.txt;58-0928M;28 sept. 1958, matin;Le Baptême Du Saint-Esprit - Le Saint-Esprit Expliqué Ou Le Nom De Jésus;Shekinah;215;22016;
ZONE_3;07_58-0530_a_58-1005E_22x.txt;58-1001;1 oct. 1958;Le Faire Sortir De L’Histoire;Shekinah;52;10189;
ZONE_3;07_58-0530_a_58-1005E_22x.txt;58-1001;1 oct. 1958;Le faire sortir de l’histoire;VGR;121;10231;
ZONE_3;07_58-0530_a_58-1005E_22x.txt;58-1002;2 oct. 1958;Mais Au Commencement, Il N’En Était Pas Ainsi;Shekinah;72;11245;
ZONE_3;07_58-0530_a_58-1005E_22x.txt;58-1003;3 oct. 1958;Regarder À L’Invisible;Shekinah;86;14697;
ZONE_3;07_58-0530_a_58-1005E_22x.txt;58-1003;3 oct. 1958;Regarder à l’Invisible;VGR;220;15293;
ZONE_3;07_58-0530_a_58-1005E_22x.txt;58-1004;4 oct. 1958;La Foi, C'est Notre Victoire;Shekinah;150;14547;
ZONE_3;07_58-0530_a_58-1005E_22x.txt;58-1005E;5 oct. 1958, soir;Un Homme Appelé De Dieu;Shekinah;266;18068;
ZONE_3;07_58-0530_a_58-1005E_22x.txt;58-1005E;5 oct. 1958, soir;Un homme appelé de Dieu;VGR;266;18906;
ZONE_3;08_58-1005M_a_59-0412E_28x.txt;58-1005M;5 oct. 1958, matin;Ecouter sa voix;Shekinah;104;15975;
ZONE_3;08_58-1005M_a_59-0412E_28x.txt;58-1005M;5 oct. 1958, matin;Écoutez Sa Voix;VGR;221;16703;
ZONE_3;08_58-1005M_a_59-0412E_28x.txt;58-1007;7 oct. 1958;L'Ordre de l'Eglise;Shekinah;67;4896;
ZONE_3;08_58-1005M_a_59-0412E_28x.txt;58-1007;7 oct. 1958;L’ordre de l’Église;VGR;67;5161;
ZONE_3;08_58-1005M_a_59-0412E_28x.txt;58-1012;12 oct. 1958;Le Départ Secret Et Soudain de l'Eglise;Shekinah;173;11090;
ZONE_3;08_58-1005M_a_59-0412E_28x.txt;58-1130;30 nov. 1958;Sentinelle, qu'en est-il de la nuit ?;Shekinah;212;14207;
ZONE_3;08_58-1005M_a_59-0412E_28x.txt;58-1130;30 nov. 1958;Sentinelle, que dis-tu de la nuit?;VGR;212;14381;
ZONE_3;08_58-1005M_a_59-0412E_28x.txt;58-1221E;21 déc. 1958, soir;L'Unité d'un seul Dieu dans une seule Eglise;Shekinah;169;13369;
ZONE_3;08_58-1005M_a_59-0412E_28x.txt;58-1221E;21 déc. 1958, soir;L’unité d’un seul Dieu dans la seule Église;VGR;169;13601;
ZONE_3;08_58-1005M_a_59-0412E_28x.txt;58-1221M;21 déc. 1958, matin;Où Est-Il, Le Roi Des Juifs?;Shekinah;105;16012;
ZONE_3;08_58-1005M_a_59-0412E_28x.txt;58-1228;28 déc. 1958;Pourquoi La Petite Bethléhem?;Shekinah;151;12328;
ZONE_3;08_58-1005M_a_59-0412E_28x.txt;58-1228;28 déc. 1958;Pourquoi la petite Bethléhem?;VGR;151;12399;
ZONE_3;08_58-1005M_a_59-0412E_28x.txt;59-0125;25 janv. 1959;Soyez Certain De Dieu;Shekinah;142;9647;
ZONE_3;08_58-1005M_a_59-0412E_28x.txt;59-0125;25 janv. 1959;Soyez certains de Dieu;VGR;142;9822;
ZONE_3;08_58-1005M_a_59-0412E_28x.txt;59-0208;8 févr. 1959;L’Aveugle Bartimée;Shekinah;34;5140;
ZONE_3;08_58-1005M_a_59-0412E_28x.txt;59-0211;11 févr. 1959;Siméon et Anne;Shekinah;36;5290;
ZONE_3;08_58-1005M_a_59-0412E_28x.txt;59-0301E;1 mars 1959, soir;Que Fais-Tu Ici?;Shekinah;141;10288;
ZONE_3;08_58-1005M_a_59-0412E_28x.txt;59-0301E;1 mars 1959, soir;Que fais-tu ici?;VGR;163;10729;
ZONE_3;08_58-1005M_a_59-0412E_28x.txt;59-0301M;1 mars 1959, matin;Étroite Est La Porte;Shekinah;216;17248;
ZONE_3;08_58-1005M_a_59-0412E_28x.txt;59-0301M;1 mars 1959, matin;Étroite est la porte;VGR;216;17373;
ZONE_3;08_58-1005M_a_59-0412E_28x.txt;59-0329E;29 mars 1959, soir;Le Signe Du Messie;Shekinah;125;8374;
ZONE_3;08_58-1005M_a_59-0412E_28x.txt;59-0329E;29 mars 1959, soir;Le signe du Messie;VGR;126;8356;
ZONE_3;08_58-1005M_a_59-0412E_28x.txt;59-0329M;29 mars 1959, matin;Le Baptême D'Eau (Service De Baptême À Pâques);Shekinah;57;15436;
ZONE_3;08_58-1005M_a_59-0412E_28x.txt;59-0329M;29 mars 1959, matin;Le baptême d’eau;VGR;174;14574;
ZONE_3;08_58-1005M_a_59-0412E_28x.txt;59-0329S;29 mars 1959, aube;Vivant, Mourant, Enseveli, Ressuscitant, Revenant;Shekinah;66;6396;
ZONE_3;08_58-1005M_a_59-0412E_28x.txt;59-0329S;29 mars 1959, aube;Vivant, mourant, enseveli, ressuscitant, revenant;VGR;72;7297;
ZONE_3;08_58-1005M_a_59-0412E_28x.txt;59-0403;3 avr. 1959;Vivant, Mourant, Enseveli, Ressuscitant, Revenant;Shekinah;53;10967;
ZONE_3;08_58-1005M_a_59-0412E_28x.txt;59-0404;4 avr. 1959;Quelles sont les œuvres de Dieu ?;Shekinah;51;9292;
ZONE_3;08_58-1005M_a_59-0412E_28x.txt;59-0404;4 avr. 1959;Quelles sont les œuvres de Dieu?;VGR;129;9241;
ZONE_3;08_58-1005M_a_59-0412E_28x.txt;59-0405A;5 avr. 1959, après-midi;Au commencement, il n'en était pas ainsi;Shekinah;31;5306;
ZONE_3;08_58-1005M_a_59-0412E_28x.txt;59-0405E;5 avr. 1959, soir;La Reine De Séba;Shekinah;71;11576;
ZONE_3;08_58-1005M_a_59-0412E_28x.txt;59-0406;6 avr. 1959;Le Nouveau ministère de William;Shekinah;125;11109;
ZONE_3;08_58-1005M_a_59-0412E_28x.txt;59-0407;7 avr. 1959;Conduit Par L'Esprit;Shekinah;75;14870;
ZONE_3;08_58-1005M_a_59-0412E_28x.txt;59-0408;8 avr. 1959;L’Aveugle Bartimée;Shekinah;55;11087;
ZONE_3;08_58-1005M_a_59-0412E_28x.txt;59-0409;9 avr. 1959;La Foi De Marie;Shekinah;72;10086;
ZONE_3;08_58-1005M_a_59-0412E_28x.txt;59-0410;10 avr. 1959;Regarder À L’Invisible;Shekinah;67;12175;
ZONE_3;08_58-1005M_a_59-0412E_28x.txt;59-0411B;11 avr. 1959, B;Témoignage;Shekinah;16;3026;
ZONE_3;08_58-1005M_a_59-0412E_28x.txt;59-0411E;11 avr. 1959, soir;Observant Son Étoile;Shekinah;39;7478;
ZONE_3;08_58-1005M_a_59-0412E_28x.txt;59-0412A;12 avr. 1959, après-midi;Soyez Certain De Dieu;Shekinah;41;7388;
ZONE_3;08_58-1005M_a_59-0412E_28x.txt;59-0412E;12 avr. 1959, soir;Qu’Entends-Tu, Élie?;Shekinah;86;15109;
ZONE_3;09_59-0414_a_59-0702_24x.txt;59-0414;14 avr. 1959;Avoir Soif De La Vie;Shekinah;60;10138;
ZONE_3;09_59-0414_a_59-0702_24x.txt;59-0415A;15 avr. 1959, après-midi;La Voie À Laquelle Dieu A Pourvue;Shekinah;71;12971;
ZONE_3;09_59-0414_a_59-0702_24x.txt;59-0415E;15 avr. 1959, soir;La Foi D’Abraham;Shekinah;102;14323;
ZONE_3;09_59-0414_a_59-0702_24x.txt;59-0416;16 avr. 1959;El-shaddaï;Shekinah;86;13830;
ZONE_3;09_59-0414_a_59-0702_24x.txt;59-0417;17 avr. 1959;Jéhovah-Jiré;Shekinah;85;14822;
ZONE_3;09_59-0414_a_59-0702_24x.txt;59-0418;18 avr. 1959;Un Temps De Décision;Shekinah;95;17298;
ZONE_3;09_59-0414_a_59-0702_24x.txt;59-0418;18 avr. 1959;Un temps de décision;VGR;233;18293;
ZONE_3;09_59-0414_a_59-0702_24x.txt;59-0419A;19 avr. 1959, après-midi;Histoire De Ma Vie;Shekinah;306;22616;
ZONE_3;09_59-0414_a_59-0702_24x.txt;59-0419A;19 avr. 1959, après-midi;L’histoire de ma vie;VGR;47;23088;
ZONE_3;09_59-0414_a_59-0702_24x.txt;59-0419E;19 avr. 1959, soir;Montre-Nous Le Père Et Cela Nous Suffit;Shekinah;91;18054;
ZONE_3;09_59-0414_a_59-0702_24x.txt;59-0422;22 avr. 1959;Nous Voudrions Voir Jésus;Shekinah;85;16930;
ZONE_3;09_59-0414_a_59-0702_24x.txt;59-0423;23 avr. 1959;La Postérité D'Abraham;Shekinah;60;11124;
ZONE_3;09_59-0414_a_59-0702_24x.txt;59-0424A;24 avr. 1959, après-midi;Le Fidèle Abraham;Shekinah;158;11087;
ZONE_3;09_59-0414_a_59-0702_24x.txt;59-0424E;24 avr. 1959, soir;Ecoutez-Le;Shekinah;92;16772;
ZONE_3;09_59-0414_a_59-0702_24x.txt;59-0510E;10 mai 1959, soir;Qui Est Celui-Ci?;Shekinah;51;8908;
ZONE_3;09_59-0414_a_59-0702_24x.txt;59-0510E;10 mai 1959, soir;Qui est Celui-ci?;VGR;139;9367;
ZONE_3;09_59-0414_a_59-0702_24x.txt;59-0510M;10 mai 1959, matin;La Fête Des Mères;Shekinah;105;7339;
ZONE_3;09_59-0414_a_59-0702_24x.txt;59-0510M;10 mai 1959, matin;La fête des Mères;VGR;105;7763;
ZONE_3;09_59-0414_a_59-0702_24x.txt;59-0525;25 mai 1959;Les Images de Christ;Shekinah;66;13555;
ZONE_3;09_59-0414_a_59-0702_24x.txt;59-0525;25 mai 1959;Des images de Christ;VGR;191;13443;
ZONE_3;09_59-0414_a_59-0702_24x.txt;59-0609;9 juin 1959;Qu’Entends-Tu, Élie?;Shekinah;174;12929;
ZONE_3;09_59-0414_a_59-0702_24x.txt;59-0609;9 juin 1959;Qu’entends-tu, Élie?;VGR;170;13093;
ZONE_3;09_59-0414_a_59-0702_24x.txt;59-0610;10 juin 1959;Quand j'ai réfléchi à mes voies;Shekinah;109;8366;
ZONE_3;09_59-0414_a_59-0702_24x.txt;59-0611;11 juin 1959;Le Temps De Décision;Shekinah;111;7508;
ZONE_3;09_59-0414_a_59-0702_24x.txt;59-0612;12 juin 1959;Tous Les Jours De Notre Vie;Shekinah;87;16605;
ZONE_3;09_59-0414_a_59-0702_24x.txt;59-0613;13 juin 1959;Avoir Soif De La Vie;Shekinah;48;9528;
ZONE_3;09_59-0414_a_59-0702_24x.txt;59-0614;14 juin 1959;Du Baume En Galaad;Shekinah;81;14626;
ZONE_3;09_59-0414_a_59-0702_24x.txt;59-0628E;28 juin 1959, soir;Questions Et Réponses;Shekinah;200;19876;
ZONE_3;09_59-0414_a_59-0702_24x.txt;59-0628E;28 juin 1959, soir;Questions et réponses;VGR;199;22273;
ZONE_3;09_59-0414_a_59-0702_24x.txt;59-0628M;28 juin 1959, matin;Une Église Séduite Par Le Monde;Shekinah;114;10623;
ZONE_3;09_59-0414_a_59-0702_24x.txt;59-0628M;28 juin 1959, matin;Une Église séduite par le monde;VGR;115;10796;
ZONE_3;09_59-0414_a_59-0702_24x.txt;59-0702;2 juil. 1959;Où est partie ta force, Samson?;Shekinah;36;8976;
ZONE_3;10_59-0706_a_59-1127_27x.txt;59-0706;6 juil. 1959;Réfléchissons À Nos Voies;Shekinah;46;9253;
ZONE_3;10_59-0706_a_59-1127_27x.txt;59-0707;7 juil. 1959;Du baume en Galaad;Shekinah;68;15128;
ZONE_3;10_59-0706_a_59-1127_27x.txt;59-0708E;8 juil. 1959, soir;Soyez Certain De Dieu;Shekinah;85;16479;
ZONE_3;10_59-0706_a_59-1127_27x.txt;59-0708M;8 juil. 1959, matin;La Dédicace D'Une Eglise;Shekinah;117;9272;
ZONE_3;10_59-0706_a_59-1127_27x.txt;59-0712;12 juil. 1959;Une Délivrance totale;Shekinah;105;10756;
