livre;chapitre;verset_de;verset_a;traduction;code;paragraphe
Genese;1;1;1;SKN;63-0623M;60
Genese;1;1;1;SKN;64-0802;76
Genese;1;1;1;VGR;62-0318M;221
Genese;1;1;1;VGR;63-0321;94
Genese;1;1;1;VGR;63-0623M;60
Genese;1;1;1;VGR;64-0802;76
Genese;1;3;3;SKN;63-1229M;58
Genese;1;3;3;SKN;63-1229M;89
Genese;1;3;3;SKN;64-0121;4
Genese;1;3;3;VGR;63-1229M;58
Genese;1;3;3;VGR;63-1229M;89
Genese;1;11;11;SKN;60-1113;55
Genese;1;11;11;SKN;62-0318E;1
Genese;1;11;11;SKN;62-0318M;28
Genese;1;11;11;SKN;62-0319;4
Genese;1;11;11;SKN;62-0401;232
Genese;1;11;11;SKN;62-0407;36
Genese;1;11;11;VGR;60-1113;74
Genese;1;11;11;VGR;62-0318M;105
Genese;1;11;11;VGR;62-0318M;414
Genese;1;21;21;SKN;62-0527;58
Genese;1;26;26;SKN;53-0729;9
Genese;1;26;26;SKN;53-0729;10
Genese;1;26;26;SKN;53-0729;12
Genese;1;26;26;SKN;53-0729;14
Genese;1;26;26;SKN;53-0729;15
Genese;1;26;26;SKN;53-0729;48
Genese;1;26;26;SKN;53-0729;54
Genese;1;26;26;SKN;53-0729;78
Genese;1;26;26;SKN;54-0512;105
Genese;1;26;26;SKN;60-0515E;99
Genese;1;26;26;SKN;60-0626;116
Genese;1;26;26;SKN;61-0117;16
Genese;1;26;26;SKN;61-0128;79
Genese;1;26;26;SKN;61-0205E;19
Genese;1;26;26;SKN;61-0210;105
Genese;1;26;26;SKN;61-0312;70
Genese;1;26;26;SKN;61-0429E;63
Genese;1;26;26;SKN;62-0211;6
Genese;1;26;26;SKN;62-0527;51
Genese;1;26;26;SKN;62-0527;54
Genese;1;26;26;SKN;62-0527;56
Genese;1;26;26;SKN;64-0403;156
Genese;1;26;26;VGR;53-0729;9
Genese;1;26;26;VGR;53-0729;10
Genese;1;26;26;VGR;53-0729;12
Genese;1;26;26;VGR;53-0729;14
Genese;1;26;26;VGR;53-0729;15
Genese;1;26;26;VGR;53-0729;48
Genese;1;26;26;VGR;53-0729;54
Genese;1;26;26;VGR;53-0729;78
Genese;1;26;26;VGR;54-0512;105
Genese;1;26;26;VGR;60-0515E;99
Genese;1;26;26;VGR;60-0626;111
Genese;1;26;26;VGR;62-0527;51
Genese;1;26;26;VGR;62-0527;54
Genese;1;26;26;VGR;62-0527;56
Genese;1;26;26;VGR;64-0403;199
Genese;1;27;27;SKN;62-0211;19
Genese;1;28;28;SKN;53-0611;76
Genese;1;28;28;SKN;57-1006;824
Genese;1;28;28;VGR;57-1006;824
Genese;2;0;0;SKN;53-0509;17
Genese;2;0;0;SKN;53-0729;46
Genese;2;0;0;SKN;53-0729;93
Genese;2;0;0;SKN;54-0512;106
Genese;2;0;0;SKN;54-0515;281
Genese;2;0;0;SKN;57-0828;279
Genese;2;0;0;SKN;57-1006;601
Genese;2;0;0;SKN;57-1006;824
Genese;2;0;0;SKN;60-0515E;100
Genese;2;0;0;SKN;60-0518;54
Genese;2;0;0;SKN;60-0522E;76
Genese;2;0;0;SKN;63-0119;57
Genese;2;0;0;SKN;65-0429B;48
Genese;2;0;0;SKN;65-1126;136
Genese;2;0;0;VGR;53-0729;46
Genese;2;0;0;VGR;53-0729;93
Genese;2;0;0;VGR;54-0512;106
Genese;2;0;0;VGR;54-0515;281
Genese;2;0;0;VGR;57-0828;279
Genese;2;0;0;VGR;57-1006;601
Genese;2;0;0;VGR;57-1006;824
Genese;2;0;0;VGR;60-0515E;100
Genese;2;0;0;VGR;60-0518;54
Genese;2;0;0;VGR;60-0522E;76
Genese;2;0;0;VGR;65-0429B;51
Genese;2;0;0;VGR;65-1126;136
Genese;2;7;7;SKN;53-0729;9
Genese;2;7;7;SKN;53-0729;10
Genese;2;7;7;SKN;53-0729;13
Genese;2;7;7;SKN;53-0729;14
Genese;2;7;7;SKN;53-0729;46
Genese;2;7;7;SKN;53-0729;78
Genese;2;7;7;SKN;62-0527;53
Genese;2;7;7;VGR;53-0729;9
Genese;2;7;7;VGR;53-0729;10
Genese;2;7;7;VGR;53-0729;13
Genese;2;7;7;VGR;53-0729;14
Genese;2;7;7;VGR;53-0729;46
Genese;2;7;7;VGR;53-0729;78
Genese;2;7;7;VGR;62-0527;53
Genese;2;18;21;SKN;53-0729;93
Genese;2;18;21;SKN;53-0729;94
Genese;2;18;21;VGR;53-0729;93
Genese;2;18;21;VGR;53-0729;94
Genese;3;0;0;SKN;54-1024;124
Genese;3;0;0;SKN;59-0416;39
Genese;3;0;0;SKN;63-1229M;64
Genese;3;0;0;SKN;65-0221M;70
Genese;3;0;0;SKN;65-0221M;141
Genese;3;0;0;VGR;53-0729;13
Genese;3;0;0;VGR;54-1024;124
Genese;3;0;0;VGR;63-1229M;64
Genese;3;0;0;VGR;65-0221M;96
Genese;3;0;0;VGR;65-0221M;195
Genese;3;1;1;SKN;61-0216;18
Genese;3;1;1;SKN;62-0311;97
Genese;3;1;1;SKN;62-0401;79
Genese;3;1;1;VGR;62-0311;112
Genese;3;1;17;SKN;62-0401;97
Genese;3;4;4;SKN;62-0311;171
Genese;3;4;4;SKN;62-0311;173
Genese;3;4;4;VGR;62-0311;210
Genese;3;8;8;SKN;57-0925;178
Genese;3;8;8;SKN;57-0925;217
Genese;3;8;8;SKN;59-0628E;174
Genese;3;8;8;VGR;57-0925;178
Genese;3;8;8;VGR;57-0925;217
Genese;3;8;8;VGR;59-0628E;173
Genese;3;14;14;SKN;53-0329;46
Genese;3;15;15;SKN;61-0117;14
Genese;3;16;16;SKN;58-0927;150
Genese;3;16;16;SKN;58-0927;152
Genese;3;16;16;SKN;65-0221M;71
Genese;3;16;16;SKN;65-0221M;143
Genese;3;16;16;VGR;58-0927;150
Genese;3;16;16;VGR;58-0927;152
Genese;3;16;16;VGR;65-0221M;97
Genese;3;16;16;VGR;65-0221M;199
Genese;3;24;24;SKN;61-0108;286
Genese;3;24;24;VGR;61-0108;280
Genese;4;0;0;SKN;59-0628E;173
Genese;4;0;0;SKN;65-0911;52
Genese;4;0;0;SKN;65-1031M;122
Genese;4;0;0;SKN;65-1031M;144
Genese;4;0;0;SKN;65-1204;53
Genese;4;0;0;SKN;65-1205;55
Genese;4;0;0;VGR;65-0911;81
Genese;4;0;0;VGR;65-1031M;122
Genese;4;0;0;VGR;65-1031M;144
Genese;4;0;0;VGR;65-1204;53
Genese;4;0;0;VGR;65-1205;55
Genese;4;1;1;SKN;63-0324M;129
Genese;4;1;1;SKN;63-1128E;166
Genese;4;1;1;VGR;59-0628E;172
Genese;4;1;1;VGR;63-0324M;129
Genese;4;6;6;SKN;65-0911;125
Genese;4;6;6;SKN;65-1031M;252
Genese;4;6;6;VGR;65-0911;183
Genese;4;6;6;VGR;65-1031M;252
Genese;4;10;10;SKN;63-0901M;355
Genese;4;10;10;SKN;63-0901M;357
Genese;4;10;10;SKN;64-0208;127
Genese;4;10;10;SKN;64-0308;134
Genese;4;10;10;VGR;63-0901M;355
Genese;4;10;10;VGR;63-0901M;357
Genese;4;10;10;VGR;64-0208;127
Genese;4;10;10;VGR;64-0308;134
Genese;4;15;15;SKN;61-0216;18
Genese;4;15;15;SKN;61-0217;15
Genese;4;16;16;SKN;61-0108;299
Genese;4;16;16;SKN;65-1125;107
Genese;4;16;16;VGR;61-0108;294
Genese;4;16;16;VGR;65-1125;143
Genese;5;0;0;VGR;53-0729;26
Genese;5;16;16;SKN;57-1006;600
Genese;5;16;16;VGR;57-1006;600
Genese;6;0;0;SKN;50-0822;22
Genese;6;0;0;SKN;62-0603;30
Genese;6;0;0;SKN;62-0607;36
Genese;6;0;0;SKN;62-0607;44
Genese;6;0;0;SKN;63-0623E;52
Genese;6;0;0;SKN;63-0623E;142
Genese;6;0;0;SKN;63-0731;159
Genese;6;0;0;SKN;63-1113;9
Genese;6;0;0;SKN;64-0304;55
Genese;6;0;0;SKN;64-0823E;142
Genese;6;0;0;VGR;63-0623E;52
Genese;6;0;0;VGR;63-0623E;143
Genese;6;0;0;VGR;64-0304;55
Genese;6;0;0;VGR;64-0823E;142
Genese;6;3;3;SKN;64-0830E;156
Genese;6;3;3;VGR;64-0830E;156
Genese;6;4;4;SKN;63-0721;122
Genese;6;4;4;SKN;64-0823M;102
Genese;6;4;4;VGR;64-0823M;102
Genese;6;12;12;SKN;63-0623E;140
Genese;6;12;12;VGR;63-0623E;140
Genese;7;0;0;VGR;53-0729;37
Genese;8;8;8;SKN;65-1128E;97
Genese;8;8;8;VGR;65-1128E;97
Genese;8;20;20;VGR;61-0101;173
Genese;8;20;22;SKN;61-0101;178
Genese;9;0;0;SKN;61-0101;173
Genese;9;0;0;SKN;63-0901M;322
Genese;9;0;0;VGR;53-0729;49
Genese;9;0;0;VGR;61-0101;167
Genese;9;0;0;VGR;63-0901M;322
Genese;9;13;13;SKN;61-0101;173
Genese;9;13;13;VGR;61-0101;167
Genese;11;0;0;VGR;53-0729;62
Genese;12;0;0;SKN;55-1116;9
Genese;12;0;0;SKN;55-1116;10
Genese;12;0;0;SKN;58-0127;21
Genese;12;0;0;SKN;61-0209;16
Genese;12;0;0;SKN;61-0226;25
Genese;12;0;0;SKN;61-0312;37
Genese;12;0;0;SKN;61-0312;60
Genese;12;0;0;SKN;61-0312;63
Genese;12;0;0;SKN;61-0317;49
Genese;12;0;0;SKN;61-0317;50
Genese;12;0;0;SKN;61-0416;24
Genese;12;0;0;SKN;61-0416;30
Genese;12;0;0;SKN;61-0416;43
Genese;12;0;0;SKN;61-0423;16
Genese;12;0;0;SKN;61-0423;27
Genese;12;0;0;SKN;62-0705;64
Genese;12;0;0;SKN;62-0705;87
Genese;12;0;0;SKN;62-0705;90
Genese;12;3;3;SKN;61-0806;195
Genese;12;3;3;VGR;61-0806;195
Genese;12;15;15;SKN;61-0226;21
Genese;13;0;0;SKN;56-0427;51
Genese;13;0;0;SKN;62-0705;97
Genese;13;0;0;SKN;62-0705;119
Genese;13;0;0;VGR;53-0729;74
Genese;13;14;14;SKN;61-0210;201
Genese;13;16;16;SKN;61-0210;57
Genese;14;0;0;SKN;60-0301;141
Genese;14;0;0;SKN;60-0522E;44
Genese;14;0;0;SKN;61-0217;15
Genese;14;0;0;VGR;60-0522E;44
Genese;14;18;18;SKN;60-0522E;44
Genese;14;18;18;VGR;60-0522E;44
Genese;14;18;18;VGR;62-0506;36
Genese;14;18;19;SKN;62-0506;36
Genese;14;22;22;SKN;61-0416;18
Genese;15;0;0;SKN;61-0210;201
Genese;15;0;0;SKN;61-0226;42
Genese;15;0;0;SKN;61-0312;60
Genese;15;0;0;SKN;61-0317;50
Genese;15;0;0;SKN;61-0416;43
Genese;15;0;0;SKN;61-0416;50
Genese;15;0;0;SKN;62-0705;149
Genese;15;0;0;SKN;64-0404;138
Genese;15;0;0;VGR;53-0729;87
Genese;15;0;0;VGR;64-0404;206
Genese;15;5;5;SKN;61-0210;58
Genese;15;7;7;SKN;53-0325;31
Genese;15;9;9;SKN;65-1128E;67
Genese;15;9;9;VGR;65-1128E;67
Genese;15;16;16;SKN;63-1110M;308
Genese;15;16;16;SKN;64-0321E;93
Genese;15;16;16;VGR;63-1110M;308
Genese;15;16;16;VGR;64-0321E;93
Genese;17;0;0;SKN;56-0427;56
Genese;17;0;0;SKN;61-0226;53
Genese;17;0;0;SKN;61-0312;60
Genese;17;0;0;SKN;62-0318M;28
Genese;17;0;0;SKN;65-0123;187
Genese;17;0;0;SKN;65-1127E;72
Genese;17;0;0;VGR;53-0729;96
Genese;17;0;0;VGR;62-0318M;236
Genese;17;0;0;VGR;65-0123;189
Genese;17;0;0;VGR;65-1127E;72
Genese;17;1;1;SKN;61-0210;201
Genese;18;0;0;SKN;61-0312;63
Genese;18;0;0;SKN;61-0312;76
Genese;18;0;0;SKN;61-0312;79
Genese;18;0;0;SKN;61-0317;57
Genese;18;0;0;SKN;61-0416;82
Genese;18;0;0;SKN;62-0718;73
Genese;18;0;0;SKN;64-0629;146
Genese;18;0;0;SKN;65-0221E;102
Genese;18;0;0;SKN;65-0221E;103
Genese;18;0;0;VGR;64-0629;146
Genese;18;0;0;VGR;65-0221E;102
Genese;18;0;0;VGR;65-0221E;103
Genese;19;0;0;VGR;53-0729;109
Genese;20;0;0;VGR;62-0422;79
Genese;20;7;7;SKN;62-0422;39
Genese;20;7;7;VGR;62-0422;69
Genese;21;0;0;VGR;53-0729;121
Genese;22;0;0;SKN;50-0822;22
Genese;22;0;0;SKN;52-0224;10
Genese;22;0;0;SKN;52-0224;56
Genese;22;0;0;SKN;53-0606;12
Genese;22;0;0;SKN;55-0120;17
Genese;22;0;0;SKN;55-0120;19
Genese;22;0;0;SKN;55-0222;16
Genese;22;0;0;SKN;55-0410S;91
Genese;22;0;0;SKN;55-0624;5
Genese;22;0;0;SKN;55-1117;19
Genese;22;0;0;SKN;56-0223;68
Genese;22;0;0;SKN;56-0224;15
Genese;22;0;0;SKN;56-0614;39
Genese;22;0;0;SKN;57-0326;70
Genese;22;0;0;SKN;58-0127;42
Genese;22;0;0;SKN;59-1108;7
Genese;22;0;0;SKN;59-1121;9
Genese;22;0;0;SKN;59-1123;146
Genese;22;0;0;SKN;60-0803;1
Genese;22;0;0;SKN;60-1218;330
Genese;22;0;0;SKN;61-0212M;30
Genese;22;0;0;SKN;61-0226;18
Genese;22;0;0;SKN;61-0226;81
Genese;22;0;0;SKN;61-0312;95
Genese;22;0;0;SKN;62-0121M;23
Genese;22;0;0;SKN;62-0612;42
Genese;22;0;0;SKN;63-0115;54
Genese;22;0;0;SKN;63-0421;106
Genese;22;0;0;SKN;64-0206B;118
Genese;22;0;0;SKN;64-0207;1
Genese;22;0;0;SKN;64-0322;18
Genese;22;0;0;SKN;64-0322;47
Genese;22;0;0;SKN;64-0409;109
Genese;22;0;0;SKN;64-1205;38
Genese;22;0;0;SKN;65-0801E;122
Genese;22;0;0;SKN;65-1206;283
Genese;22;0;0;VGR;52-0224;10
Genese;22;0;0;VGR;52-0224;56
Genese;22;0;0;VGR;59-1108;7
Genese;22;0;0;VGR;60-1218;330
Genese;22;0;0;VGR;62-0121M;52
Genese;22;0;0;VGR;63-0115;54
Genese;22;0;0;VGR;63-0421;186
Genese;22;0;0;VGR;64-0207;1
Genese;22;0;0;VGR;64-0322;18
Genese;22;0;0;VGR;64-0322;47
Genese;22;0;0;VGR;64-0409;176
Genese;22;0;0;VGR;64-1205;74
Genese;22;0;0;VGR;65-0801E;122
Genese;22;0;0;VGR;65-1206;283
Genese;22;1;1;SKN;65-1126;79
Genese;22;1;9;VGR;65-1126;79
Genese;22;7;7;SKN;55-0608;10
Genese;22;14;14;SKN;55-0817;5
Genese;22;14;14;SKN;56-0428;17
Genese;22;14;14;SKN;56-0429;17
Genese;22;14;14;SKN;61-0210;200
Genese;22;14;14;SKN;61-0226;20
Genese;22;14;14;SKN;61-0226;25
Genese;22;14;14;SKN;61-0317;16
Genese;22;14;14;SKN;61-0416;18
Genese;22;14;14;SKN;61-0416;22
Genese;22;15;15;SKN;59-1121;9
Genese;22;16;16;SKN;61-0430;88
Genese;22;16;16;SKN;62-0624;42
Genese;22;16;16;SKN;63-1129;60
Genese;22;16;16;VGR;63-1129;118
Genese;23;0;0;SKN;65-0219;189
Genese;23;0;0;VGR;53-0729;131
Genese;23;0;0;VGR;65-0219;189
Genese;24;0;0;SKN;59-0611;35
Genese;24;7;7;SKN;65-0711;50
Genese;24;7;7;VGR;65-0711;92
Genese;24;56;56;SKN;59-1121;9
Genese;24;58;58;SKN;59-0611;22
Genese;25;0;0;VGR;53-0729;144
Genese;27;0;0;VGR;53-0729;156
Genese;29;0;0;VGR;53-0729;165
Genese;31;0;0;VGR;53-0729;179
Genese;33;0;0;VGR;53-0729;199
Genese;35;0;0;SKN;56-1230;17
Genese;35;0;0;VGR;53-0729;217
Genese;35;0;0;VGR;56-1230;47
Genese;37;0;0;SKN;56-1230;21
Genese;37;0;0;VGR;53-0729;228
Genese;37;0;0;VGR;56-1230;59
Genese;38;0;0;SKN;57-1002;354
Genese;38;0;0;SKN;57-1002;548
Genese;38;0;0;SKN;57-1006;693
Genese;38;0;0;SKN;57-1006;706
Genese;38;0;0;VGR;57-1002;354
Genese;38;0;0;VGR;57-1002;548
Genese;38;0;0;VGR;57-1006;693
Genese;38;0;0;VGR;57-1006;706
Genese;39;0;0;VGR;53-0729;240
Genese;41;0;0;VGR;53-0729;254
Genese;43;0;0;VGR;53-0729;271
Genese;44;0;0;SKN;61-0730M;138
Genese;44;0;0;VGR;61-0730M;138
Genese;44;49;49;SKN;54-0103E;165
Genese;44;49;49;VGR;54-0103E;165
Genese;45;0;0;SKN;53-0325;31
Genese;45;0;0;SKN;60-1204M;319
Genese;45;0;0;SKN;61-0730E;59
Genese;45;0;0;VGR;53-0729;281
Genese;45;0;0;VGR;60-1204M;307
Genese;45;0;0;VGR;61-0730E;59
Genese;48;0;0;SKN;61-0101;138
Genese;48;0;0;VGR;61-0101;132
Genese;49;0;0;SKN;55-0522;84
Genese;49;0;0;SKN;61-0108;321
Genese;49;0;0;VGR;55-0522;69
Genese;49;0;0;VGR;61-0108;316
Habacuc;2;0;0;SKN;64-0830M;195
Habacuc;2;1;1;SKN;64-0830M;194
Habacuc;2;1;1;SKN;64-0830M;195
Habacuc;2;14;14;SKN;64-0830M;193
Hebreux;1;0;0;SKN;56-0122;69
Hebreux;1;0;0;SKN;56-0815;30
Hebreux;1;0;0;SKN;59-0712;87
Hebreux;1;0;0;SKN;61-0424;127
Hebreux;1;0;0;SKN;62-0319;87
Hebreux;1;0;0;SKN;62-0408;7
Hebreux;1;0;0;SKN;62-0627;35
Hebreux;1;0;0;SKN;62-0718;45
Hebreux;1;0;0;SKN;63-0116;142
Hebreux;1;0;0;SKN;63-0122;47
Hebreux;1;0;0;SKN;63-1103;234
Hebreux;1;0;0;SKN;63-1112;99
Hebreux;1;0;0;SKN;64-0112;116
Hebreux;1;0;0;SKN;64-0208;111
Hebreux;1;0;0;SKN;64-0214;87
Hebreux;1;0;0;SKN;64-0304;28
Hebreux;1;0;0;SKN;64-0415;46
Hebreux;1;0;0;SKN;64-0614M;286
Hebreux;1;0;0;SKN;64-0629;57
Hebreux;1;0;0;SKN;64-0629;145
Hebreux;1;0;0;SKN;64-0719M;64
Hebreux;1;0;0;VGR;56-0122;169
Hebreux;1;0;0;VGR;59-0712;87
Hebreux;1;0;0;VGR;63-0116;144
Hebreux;1;0;0;VGR;63-0122;127
Hebreux;1;0;0;VGR;63-1103;234
Hebreux;1;0;0;VGR;64-0112;116
Hebreux;1;0;0;VGR;64-0208;111
Hebreux;1;0;0;VGR;64-0304;28
Hebreux;1;0;0;VGR;64-0415;46
Hebreux;1;0;0;VGR;64-0614M;286
Hebreux;1;0;0;VGR;64-0629;57
Hebreux;1;0;0;VGR;64-0629;145
Hebreux;1;0;0;VGR;64-0719M;82
Hebreux;1;1;1;SKN;61-0424;127
Hebreux;1;1;1;SKN;64-0311;64
Hebreux;1;1;1;SKN;64-0311;72
Hebreux;1;1;1;SKN;64-0313;44
Hebreux;1;1;1;SKN;64-0320;3
Hebreux;1;1;1;SKN;64-0320;84
Hebreux;1;1;1;SKN;64-0321E;121
Hebreux;1;1;1;SKN;65-0801E;49
Hebreux;1;1;1;SKN;65-0822M;16
Hebreux;1;1;1;SKN;65-0822M;52
Hebreux;1;1;1;SKN;65-0822M;101
Hebreux;1;1;1;SKN;65-1206;68
Hebreux;1;1;1;VGR;64-0311;64
Hebreux;1;1;1;VGR;64-0311;72
Hebreux;1;1;1;VGR;64-0313;79
Hebreux;1;1;1;VGR;64-0320;10
Hebreux;1;1;1;VGR;64-0320;116
Hebreux;1;1;1;VGR;64-0320;163
Hebreux;1;1;1;VGR;64-0321E;121
Hebreux;1;1;1;VGR;65-0801E;49
Hebreux;1;1;1;VGR;65-0822M;16
Hebreux;1;1;1;VGR;65-0822M;52
Hebreux;1;1;1;VGR;65-0822M;101
Hebreux;1;1;1;VGR;65-1206;68
Hebreux;1;1;3;SKN;64-0311;9
Hebreux;1;1;3;VGR;64-0311;9
Hebreux;1;4;4;SKN;59-0712;87
Hebreux;1;4;4;VGR;59-0712;87
Hebreux;2;0;0;SKN;62-0401;332
Hebreux;2;0;0;SKN;63-0721;24
Hebreux;2;2;4;SKN;63-0721;23
Hebreux;2;4;4;SKN;62-0407;37
Hebreux;2;4;4;SKN;62-0407;66
Hebreux;2;14;15;SKN;63-0127;62
Hebreux;3;0;0;SKN;51-0923;31
Hebreux;3;0;0;SKN;53-0506;12
Hebreux;3;0;0;SKN;54-0813;4
Hebreux;3;0;0;SKN;55-0115;18
Hebreux;3;0;0;SKN;55-0603;6
Hebreux;3;0;0;SKN;55-1008;25
Hebreux;3;0;0;SKN;56-1002A;36
Hebreux;3;0;0;SKN;57-0115;87
Hebreux;3;0;0;SKN;58-0503;19
Hebreux;3;0;0;SKN;59-0410;44
Hebreux;3;0;0;SKN;61-0128;82
Hebreux;3;0;0;SKN;61-0308;7
Hebreux;3;0;0;SKN;62-0218;146
Hebreux;3;0;0;SKN;63-1103;234
Hebreux;3;0;0;SKN;63-1117;186
Hebreux;3;0;0;SKN;64-0304;135
Hebreux;3;0;0;SKN;64-0305;212
Hebreux;3;0;0;SKN;64-0415;26
Hebreux;3;0;0;VGR;51-0923;81
Hebreux;3;0;0;VGR;63-1103;234
Hebreux;3;0;0;VGR;64-0304;135
Hebreux;3;0;0;VGR;64-0305;212
Hebreux;3;0;0;VGR;64-0415;26
Hebreux;3;1;1;SKN;50-0711;54
Hebreux;3;1;1;SKN;50-0822;25
Hebreux;3;1;1;SKN;51-0503;12
Hebreux;3;1;1;SKN;51-0717;18
Hebreux;3;1;1;SKN;51-0727;40
Hebreux;3;1;1;SKN;51-0729E;33
Hebreux;3;1;1;SKN;52-0817E;12
Hebreux;3;1;1;SKN;53-0219;10
Hebreux;3;1;1;SKN;53-0511;22
Hebreux;3;1;1;SKN;53-0601;11
Hebreux;3;1;1;SKN;53-1111;102
Hebreux;3;1;1;SKN;54-0228E;7
Hebreux;3;1;1;SKN;54-0302;9
Hebreux;3;1;1;SKN;57-0326;120
Hebreux;3;1;1;SKN;58-0515;19
Hebreux;3;1;1;VGR;51-0503;34
Hebreux;4;0;0;SKN;53-0729;152
Hebreux;4;0;0;SKN;55-1008;40
Hebreux;4;0;0;SKN;56-0212;41
Hebreux;4;0;0;SKN;57-0811E;53
Hebreux;4;0;0;SKN;58-0519;57
Hebreux;4;0;0;SKN;59-1216;95
Hebreux;4;0;0;SKN;59-1223;173
Hebreux;4;0;0;SKN;60-0518;129
Hebreux;4;0;0;SKN;60-0724;95
Hebreux;4;0;0;SKN;60-1204E;113
Hebreux;4;0;0;SKN;60-1207;89
Hebreux;4;0;0;SKN;60-1208;30
Hebreux;4;0;0;SKN;61-0121;30
Hebreux;4;0;0;SKN;61-0207;24
Hebreux;4;0;0;SKN;61-0211;56
Hebreux;4;0;0;SKN;61-0217;62
Hebreux;4;0;0;SKN;61-0305;2
Hebreux;4;0;0;SKN;61-0308;34
Hebreux;4;0;0;SKN;61-0412;52
Hebreux;4;0;0;SKN;62-0124;102
Hebreux;4;0;0;SKN;62-0128A;96
Hebreux;4;0;0;SKN;62-0211;28
Hebreux;4;0;0;SKN;62-0311;128
Hebreux;4;0;0;SKN;62-0311;197
Hebreux;4;0;0;SKN;62-0401;317
Hebreux;4;0;0;SKN;62-0520;42
Hebreux;4;0;0;SKN;62-0531;253
Hebreux;4;0;0;SKN;62-0627;90
Hebreux;4;0;0;SKN;62-0628;116
Hebreux;4;0;0;SKN;62-0704;120
Hebreux;4;0;0;SKN;62-0712;83
Hebreux;4;0;0;SKN;63-0318;205
Hebreux;4;0;0;SKN;63-0320;242
Hebreux;4;0;0;SKN;63-0721;175
Hebreux;4;0;0;SKN;63-1103;72
Hebreux;4;0;0;SKN;63-1112;125
Hebreux;4;0;0;SKN;63-1113;69
Hebreux;4;0;0;SKN;63-1116B;161
Hebreux;4;0;0;SKN;63-1117;182
Hebreux;4;0;0;SKN;63-1127;207
Hebreux;4;0;0;SKN;63-1129;60
Hebreux;4;0;0;SKN;63-1130E;218
Hebreux;4;0;0;SKN;64-0120;144
Hebreux;4;0;0;SKN;64-0126;155
Hebreux;4;0;0;SKN;64-0216;46
Hebreux;4;0;0;SKN;64-0306;189
Hebreux;4;0;0;SKN;64-0312;155
Hebreux;4;0;0;SKN;64-0312;182
Hebreux;4;0;0;SKN;64-0313;115
Hebreux;4;0;0;SKN;64-0321E;243
Hebreux;4;0;0;SKN;64-0500;39
Hebreux;4;0;0;SKN;64-0617;59
Hebreux;4;0;0;SKN;64-0719M;177
Hebreux;4;0;0;SKN;64-0802;133
Hebreux;4;0;0;VGR;53-0729;152
Hebreux;4;0;0;VGR;59-1216;95
Hebreux;4;0;0;VGR;60-0518;129
Hebreux;4;0;0;VGR;60-1204E;102
Hebreux;4;0;0;VGR;60-1207;85
Hebreux;4;0;0;VGR;60-1208;30
Hebreux;4;0;0;VGR;61-0305;3
Hebreux;4;0;0;VGR;62-0311;152
Hebreux;4;0;0;VGR;62-0311;422
Hebreux;4;0;0;VGR;62-0531;253
Hebreux;4;0;0;VGR;63-0318;205
Hebreux;4;0;0;VGR;63-0320;242
Hebreux;4;0;0;VGR;63-1103;72
Hebreux;4;0;0;VGR;64-0112;241
Hebreux;4;0;0;VGR;64-0126;155
Hebreux;4;0;0;VGR;64-0306;189
Hebreux;4;0;0;VGR;64-0313;201
Hebreux;4;0;0;VGR;64-0320;195
Hebreux;4;0;0;VGR;64-0321E;243
Hebreux;4;0;0;VGR;64-0409;142
Hebreux;4;0;0;VGR;64-0617;59
Hebreux;4;0;0;VGR;64-0802;133
Hebreux;4;2;2;SKN;60-1204E;158
Hebreux;4;2;2;SKN;62-0401;332
Hebreux;4;2;2;VGR;60-1204E;214
Hebreux;4;4;4;SKN;62-0218;162
Hebreux;4;4;12;SKN;64-0409;94
Hebreux;4;6;6;VGR;59-1223;173
Hebreux;4;12;12;SKN;60-1207;89
Hebreux;4;12;12;SKN;62-0211;26
Hebreux;4;12;12;SKN;62-0218;162
Hebreux;4;12;12;SKN;62-0520;82
Hebreux;4;12;12;SKN;62-0521;19
Hebreux;4;12;12;SKN;62-0608;38
Hebreux;4;12;12;SKN;62-0609E;68
Hebreux;4;12;12;SKN;62-0718;44
Hebreux;4;12;12;SKN;62-0719E;55
Hebreux;4;12;12;SKN;62-0727;33
Hebreux;4;12;12;SKN;62-0728;60
Hebreux;4;12;12;SKN;62-0729;58
Hebreux;4;12;12;SKN;63-0113E;100
Hebreux;4;12;12;SKN;63-0627;68
Hebreux;4;12;12;SKN;63-0802;107
Hebreux;4;12;12;SKN;63-1116E;142
Hebreux;4;12;12;SKN;64-0305;67
Hebreux;4;12;12;SKN;64-0311;135
Hebreux;4;12;12;SKN;64-0320;94
Hebreux;4;12;12;SKN;64-0500;84
Hebreux;4;12;12;SKN;64-0617;59
Hebreux;4;12;12;SKN;64-0617;171
Hebreux;4;12;12;SKN;64-0619;83
Hebreux;4;12;12;SKN;64-0621;171
Hebreux;4;12;12;SKN;64-0719M;62
Hebreux;4;12;12;SKN;64-0816;164
Hebreux;4;12;12;SKN;65-0426;125
Hebreux;4;12;12;SKN;65-0822M;66
Hebreux;4;12;12;SKN;65-0822M;110
Hebreux;4;12;12;VGR;60-1207;85
Hebreux;4;12;12;VGR;63-0113E;100
Hebreux;4;12;12;VGR;64-0305;67
Hebreux;4;12;12;VGR;64-0311;135
Hebreux;4;12;12;VGR;64-0320;192
Hebreux;4;12;12;VGR;64-0617;59
Hebreux;4;12;12;VGR;64-0617;171
