ref;traduction;code;paragraphe;statut;note;cadre
Psaumes 99:1-9;SKN;61-0730M;23;EXACT;leternel regne peuples tremblent assis cherubins terre grand [couverture 7/8];CONCEPT
Apocalypse 7:0;SKN;60-1204E;158;VALIDE;chap->v.9: apres choses vis voici grande foule personne pouvait;CONCEPT
Apocalypse 17:15;SKN;60-1204E;158;VALIDE;eaux vues assise peuples foules nations langues;CONCEPT
Apocalypse 19:0;SKN;60-1204E;158;VALIDE;chap->v.11: vis ciel ouvert voici cheval blanc celui assis;CONCEPT
Apocalypse 19:15;SKN;60-1204E;158;VALIDE;epee aigue deux tranchants sort bouche afin frappe;CONCEPT
Apocalypse 21:23;SKN;60-1204E;158;VALIDE;besoin soleil gloire dieu lampe;CONCEPT
Daniel 7:0;SKN;60-1204E;158;VALIDE;chap->v.10: fleuve feu coulait sortait devant lui milliers servaient;CONCEPT
Daniel 7:9;SKN;60-1204E;158;VALIDE;vis trones furent jours vetement etait blanc neige;CONCEPT
Ephesiens 4:30;SKN;60-1204E;23;EXACT;saint dieu lequel avez scelles jour redemption [couverture 7/9];CONCEPT
Esaie 28:0;SKN;60-1204E;119;VALIDE;chap->v.15: avons mort avons passe avons mensonge;CONCEPT
Esaie 28:8;SKN;60-1204E;119;VALIDE;tables pleines vomissements sorte place;CONCEPT
Esaie 35:0;SKN;60-1204E;102;VALIDE;chap->v.8: aura grande route chemin sera appele chemin saintete;CONCEPT
Esther 6:0;SKN;60-1204E;158;VALIDE;chap->v.10: roi toi prends vetement cheval fais ainsi juif;CONCEPT
Esther 8:0;SKN;60-1204E;158;VALIDE;chap->v.5: roi trouve bon jai trouve devant lui roi;CONCEPT
Hebreux 4:0;SKN;60-1204E;113;VALIDE;chap->v.8: josue avait donne repos parle apres cela autre;CONCEPT
Hebreux 4:2;SKN;60-1204E;158;VALIDE;avons meme ceux parole servit rien foi;CONCEPT
Jean 5:22;SKN;60-1204E;158;VALIDE;pere juge personne donne jugement fils;CONCEPT
Jean 15:0;SKN;60-1204E;158;VALIDE;chap->v.5: moi suis cep sarments celui moi moi lui;CONCEPT
Jean 17:17;SKN;60-1204E;42;EXACT;sanctifie verite parole [couverture 4/4];CONCEPT
Malachie 4:0;SKN;60-1204E;132;VALIDE;chap->v.3: mechants seront cendre vos pieds jour;CONCEPT
Malachie 4:0;SKN;60-1204E;158;VALIDE;chap->v.1: voici jour vient four ceux seront chaume jour;CONCEPT
Marc 11:22;SKN;60-1204E;158;VALIDE;jesus foi dieu;CONCEPT
Marc 16:0;SKN;60-1204E;158;VALIDE;chap->v.9: etant ressuscite matin premier jour semaine premierement marie;CONCEPT
Matthieu 10:0;SKN;60-1204E;43;VALIDE;chap->v.15: verite dis pays sera jour;CONCEPT
Matthieu 11:0;SKN;60-1204E;116;VALIDE;chap->v.28: venez moi etes charges moi donnerai repos;CONCEPT
Matthieu 17:0;SKN;60-1204E;69;VALIDE;chap->v.9: jesus dites personne fils soit;CONCEPT
Matthieu 17:0;SKN;60-1204E;100;VALIDE;chap->v.1: lui pierre frere;CONCEPT
Matthieu 17:0;SKN;60-1204E;158;VALIDE;chap->v.1: apres six jours jesus prend lui pierre jacques;CONCEPT
Matthieu 24:0;SKN;60-1204E;48;VALIDE;chap->v.24: faux faux prodiges possible meme elus;CONCEPT
Matthieu 25:0;SKN;60-1204E;3;VALIDE;chap->v.20: avait cinq vint cinq autres disant remis;CONCEPT
Matthieu 25:33;SKN;60-1204E;3;PARTIEL;commencé, pas achevé — brebis;CONCEPT
Zacharie 4:1;SKN;60-1204E;154;EXACT;parlait moi revint reveilla homme reveille sommeil [couverture 7/9];CONCEPT
Apocalypse 7:0;SKN;60-1211M;59;VALIDE;chap->v.1: apres cela afin;CONCEPT
Apocalypse 7:0;SKN;60-1211M;89;VALIDE;chap->v.1: apres cela vis quatre anges debout quatre coins;CONCEPT
Apocalypse 9:0;SKN;60-1211M;250;VALIDE;chap->v.3: terre donne pouvoir pouvoir terre;CONCEPT
Apocalypse 9:1-4;SKN;60-1211M;282;PARTIEL;commencé, pas achevé — vis lui;CONCEPT
Apocalypse 11:0;SKN;60-1211M;113;VALIDE;chap->v.11: apres trois jours demi vie dieu entra eux;CONCEPT
Apocalypse 11:0;SKN;60-1211M;136;VALIDE;chap->v.11: apres trois jours vie dieu eux;CONCEPT
Apocalypse 12:0;SKN;60-1211M;53;VALIDE;chap->v.5: male doit paitre nations verge fer enfant fut;CONCEPT
Apocalypse 13:0;SKN;60-1211M;240;VALIDE;chap->v.11: autre bete terre avait deux cornes agneau parlait;CONCEPT
Apocalypse 13:15;SKN;60-1211M;240;EXACT;lui fut donne bete parle meme ceux [couverture 6/14];CONCEPT
Apocalypse 22:16;SKN;60-1211M;357;VALIDE;moi jesus envoye ange choses suis;CONCEPT
Daniel 7:0;SKN;60-1211M;194;VALIDE;chap->v.8: considerais cornes voici autre corne petite monta milieu;CONCEPT
Ephesiens 4:30;SKN;60-1211M;115;EXACT;saint esprit dieu avez scelles jour redemption [couverture 7/9];CONCEPT
Ephesiens 4:30;SKN;60-1211M;250;EXACT;saint dieu lequel scelles jour [couverture 5/9];CONCEPT
Ephesiens 4:30;SKN;60-1211M;282;EXACT;saint esprit dieu lequel avez scelles jour redemption [couverture 8/9];CONCEPT
Ezechiel 4:0;SKN;60-1211M;64;VALIDE;chap->v.16: fils voici jerusalem mesure;CONCEPT
Ezechiel 4:0;SKN;60-1211M;65;VALIDE;chap->v.1: toi fils toi ville jerusalem;CONCEPT
Ezechiel 9:0;SKN;60-1211M;155;VALIDE;chap->v.2: voici porte mort main;CONCEPT
Matthieu 21:0;SKN;60-1211M;151;VALIDE;chap->v.13: ecrit maison sera maison avez;CONCEPT
Matthieu 24:0;SKN;60-1211M;67;VALIDE;chap->v.15: verrez desolation parle daniel prophete etablie lieu saint;CONCEPT
Matthieu 24:0;SKN;60-1211M;68;VALIDE;chap->v.15: verrez desolation parle daniel prophete etablie lieu saint;CONCEPT
Matthieu 24:0;SKN;60-1211M;164;VALIDE;chap->v.24: faux christs faux prophetes grands prodiges seduire possible;CONCEPT
Matthieu 24:24;SKN;60-1211M;164;EXACT;faux christs prophetes grands prodiges seduire possible meme [couverture 10/14];CONCEPT
Romains 2:22;SKN;60-1211M;186;PARTIEL;commencé, pas achevé — dis;CONCEPT
Apocalypse 7:0;SKN;63-0324E;197;VALIDE;chap->v.8: tribu tribu joseph tribu benjamin;CONCEPT
Apocalypse 7:0;SKN;63-0324E;199;VALIDE;chap->v.7: tribu tribu levi tribu;CONCEPT
Apocalypse 7:0;SKN;63-0324E;386;VALIDE;chap->v.2: autre ange sceau dieu;CONCEPT
Apocalypse 8:1;SKN;63-0324E;229;VALIDE;septieme sceau ciel;CONCEPT
Apocalypse 10:1;SKN;63-0324E;384;VALIDE;autre ange dune tete;CONCEPT
Apocalypse 10:1-7;SKN;63-0324E;304;VALIDE;vis ange dune;CONCEPT
Apocalypse 11:0;SKN;63-0324E;107;VALIDE;chap->v.11: trois demi vie dieu eux;CONCEPT
Apocalypse 14:0;SKN;63-0324E;222;VALIDE;chap->v.1: vis lui nom nom;CONCEPT
Ephesiens 4:30;SKN;63-0324E;148;EXACT;nattristez saint dieu lequel avez scelles jour redemption [couverture 8/9];CONCEPT
Esaie 9:6;SKN;63-0324E;99;VALIDE;fils sera nom dieu;CONCEPT
Ezechiel 48:1-7;SKN;63-0324E;221;PARTIEL;commencé, pas achevé — ici tribus;CONCEPT
Matthieu 24:0;SKN;63-0324E;390;VALIDE;chap->v.21: alors aura grande quil maintenant quil aura;CONCEPT
Matthieu 24:0;SKN;63-0324E;396;VALIDE;chap->v.21: alors telle quil monde maintenant quil;CONCEPT
Matthieu 24:31;SKN;63-0324E;396;PARTIEL;commencé, pas achevé — grand;CONCEPT
Apocalypse 7:0;VGR;60-1204E;216;VALIDE;chap->v.9: vis voici foule personne nation;CONCEPT
Apocalypse 17:15;VGR;60-1204E;191;EXACT;eaux vues peuples foules langues [couverture 5/8];CONCEPT
Apocalypse 19:0;VGR;60-1204E;215;VALIDE;chap->v.11: vis ouvert voici cheval blanc celui fidele veritable;CONCEPT
Apocalypse 19:15;VGR;60-1204E;183;EXACT;epee aigue sort bouche afin quil frappe nations [couverture 11/14];CONCEPT
Apocalypse 21:23;VGR;60-1204E;234;VALIDE;besoin soleil lagneau;CONCEPT
Daniel 7:0;VGR;60-1204E;165;VALIDE;chap->v.9: vis jusqua trones furent lancien jours sassit vetement;CONCEPT
Daniel 7:9;VGR;60-1204E;165;EXACT;vis jusqua trones furent lancien jours sassit vetement [couverture 9/14];CONCEPT
Daniel 7:9;VGR;60-1204E;167;EXACT;vis jusqua trones furent lancien jours sassit vetement [couverture 13/14];CONCEPT
Daniel 7:9;VGR;60-1204E;169;EXACT;vis jusqua trones furent lancien jours sassit vetement [couverture 12/14];CONCEPT
Daniel 7:9;VGR;60-1204E;188;EXACT;vis furent lancien jours etait blanc cheveux tete [couverture 7/14];CONCEPT
Ephesiens 4:30;VGR;60-1204E;23;EXACT;nattristez saint dieu lequel avez scelles jour redemption [couverture 8/9];CONCEPT
Esaie 28:0;VGR;60-1204E;108;VALIDE;chap->v.8: tables pleines vomissements sorte quil place;CONCEPT
Esaie 28:8;VGR;60-1204E;108;EXACT;tables pleines vomissements sorte quil place [couverture 6/7];CONCEPT
Esaie 35:0;VGR;60-1204E;95;VALIDE;chap->v.8: aura grande route chemin sera appele chemin saintete;CONCEPT
Hebreux 4:0;VGR;60-1204E;102;VALIDE;chap->v.7: certain jour disant david longtemps apres aujourdhui aujourdhui;CONCEPT
Hebreux 4:2;VGR;60-1204E;214;PARTIEL;commencé, pas achevé — parole;CONCEPT
Jean 5:22;VGR;60-1204E;157;EXACT;pere juge personne donne jugement fils [couverture 6/6];CONCEPT
Jean 5:22;VGR;60-1204E;168;VALIDE;pere juge personne jugement fils;CONCEPT
Jean 15:0;VGR;60-1204E;146;VALIDE;chap->v.2: sarment porte fruit sarment porte fruit quil porte;CONCEPT
Jean 17:17;VGR;60-1204E;37;EXACT;sanctifie verite parole [couverture 4/4];CONCEPT
Malachie 4:0;VGR;60-1204E;121;VALIDE;chap->v.3: mechants seront cendre vos pieds jour;CONCEPT
Malachie 4:0;VGR;60-1204E;238;VALIDE;chap->v.1: voici jour vient four ceux pratiquent seront chaume;CONCEPT
Marc 11:22;VGR;60-1204E;251;PARTIEL;commencé, pas achevé — foi dieu;CONCEPT
Marc 16:0;VGR;60-1204E;220;VALIDE;chap->v.17: accompagneront ceux auront cru nom chasseront demons parleront;CONCEPT
Matthieu 10:0;VGR;60-1204E;38;VALIDE;chap->v.15: verite dis pays sera jour;CONCEPT
Matthieu 11:0;VGR;60-1204E;105;VALIDE;chap->v.29: prenez joug moi suis humble cur repos vos;CONCEPT
Matthieu 17:0;VGR;60-1204E;63;VALIDE;chap->v.9: jesus personne vision jusqua fils soit;CONCEPT
Matthieu 17:0;VGR;60-1204E;93;VALIDE;chap->v.12: dis lui ont quils ont ainsi;CONCEPT
Matthieu 17:0;VGR;60-1204E;226;VALIDE;chap->v.1: apres six jours jesus lui pierre jacques jean;CONCEPT
Matthieu 17:0;VGR;60-1204E;227;VALIDE;chap->v.1: apres six jours jesus lui pierre jacques jean;CONCEPT
Matthieu 24:0;VGR;60-1204E;42;VALIDE;chap->v.21: alors quil depuis maintenant quil jamais;CONCEPT
Matthieu 25:0;VGR;60-1204E;3;VALIDE;chap->v.20: avait cinq cinq autres remis;CONCEPT
Matthieu 25:33;VGR;60-1204E;3;PARTIEL;commencé, pas achevé — brebis;CONCEPT
Zacharie 4:1;VGR;60-1204E;142;EXACT;lange parlait moi revint reveilla homme reveille sommeil [couverture 8/9];CONCEPT
Apocalypse 7:0;VGR;60-1211M;56;VALIDE;chap->v.1: apres cela afin;CONCEPT
Apocalypse 7:0;VGR;60-1211M;83;VALIDE;chap->v.1: apres cela vis quatre anges debout quatre coins;CONCEPT
Apocalypse 11:0;VGR;60-1211M;107;VALIDE;chap->v.8: mort sera etendu place grande appelee sodome seigneur;CONCEPT
Apocalypse 12:0;VGR;60-1211M;50;VALIDE;chap->v.5: male paitre nations verge fer enfant enleve dieu;CONCEPT
Apocalypse 13:0;VGR;60-1211M;230;VALIDE;chap->v.15: lui fut donne limage bete afin limage bete;CONCEPT
Apocalypse 13:15;VGR;60-1211M;230;EXACT;lui fut donne limage bete afin parle meme [couverture 9/14];CONCEPT
Apocalypse 22:16;VGR;60-1211M;353;EXACT;moi jesus jai envoye ange choses [couverture 7/14];CONCEPT
Daniel 7:0;VGR;60-1211M;188;VALIDE;chap->v.9: vis jusqua trones furent lancien jours sassit vetement;CONCEPT
Ephesiens 4:30;VGR;60-1211M;109;EXACT;saint esprit dieu jour redemption [couverture 5/9];CONCEPT
Ephesiens 4:30;VGR;60-1211M;240;EXACT;nattristez saint dieu scelles jour [couverture 5/9];CONCEPT
Ephesiens 4:30;VGR;60-1211M;271;EXACT;nattristez saint esprit dieu lequel avez scelles jour [couverture 9/9];CONCEPT
Ezechiel 4:0;VGR;60-1211M;61;VALIDE;chap->v.14: voici sest jusqua maintenant rien;CONCEPT
Ezechiel 4:0;VGR;60-1211M;62;VALIDE;chap->v.1: toi fils prends toi ville jerusalem;CONCEPT
Ezechiel 9:0;VGR;60-1211M;149;VALIDE;chap->v.2: voici porte chacun mort main;CONCEPT
Matthieu 21:0;VGR;60-1211M;145;VALIDE;chap->v.43: cest dis royaume dieu sera sera nation;CONCEPT
Matthieu 24:0;VGR;60-1211M;64;VALIDE;chap->v.15: verrez labomination desolation parle daniel prophete etablie lieu;CONCEPT
Matthieu 24:0;VGR;60-1211M;65;VALIDE;chap->v.15: verrez labomination desolation parle daniel prophete etablie lieu;CONCEPT
Matthieu 24:0;VGR;60-1211M;158;VALIDE;chap->v.24: selevera faux christs faux prophetes grands prodiges seduire;CONCEPT
Matthieu 24:24;VGR;60-1211M;158;EXACT;selevera faux christs prophetes grands prodiges seduire possible [couverture 11/14];CONCEPT
Romains 2:22;VGR;60-1211M;180;PARTIEL;commencé, pas achevé — dis;CONCEPT
Apocalypse 7:0;VGR;63-0324E;197;VALIDE;chap->v.8: tribu tribu joseph tribu benjamin;CONCEPT
Apocalypse 7:0;VGR;63-0324E;199;VALIDE;chap->v.7: tribu tribu levi tribu;CONCEPT
Apocalypse 7:0;VGR;63-0324E;388;VALIDE;chap->v.2: autre ange sceau dieu;CONCEPT
Apocalypse 10:1;VGR;63-0324E;386;PARTIEL;commencé, pas achevé — ange tete;CONCEPT
Apocalypse 10:1-7;VGR;63-0324E;304;VALIDE;vis ange dune;CONCEPT
Apocalypse 11:0;VGR;63-0324E;107;VALIDE;chap->v.11: trois demi vie dieu;CONCEPT
Apocalypse 14:0;VGR;63-0324E;222;VALIDE;chap->v.1: vis lui nom nom;CONCEPT
Ephesiens 4:30;VGR;63-0324E;148;EXACT;nattristez saint dieu lequel scelles jour redemption [couverture 7/9];CONCEPT
Esaie 9:6;VGR;63-0324E;99;VALIDE;fils sera nom dieu;CONCEPT
Ezechiel 48:1;VGR;63-0324E;221;PARTIEL;commencé, pas achevé — ici tribus;CONCEPT
Matthieu 24:0;VGR;63-0324E;392;VALIDE;chap->v.21: alors aura grande quil maintenant quil aura;CONCEPT
Matthieu 24:0;VGR;63-0324E;398;VALIDE;chap->v.21: alors telle quil monde jusqua maintenant quil;CONCEPT
Matthieu 24:31;VGR;63-0324E;398;PARTIEL;commencé, pas achevé — grand jusqua;CONCEPT
Apocalypse 7:0;VGR;63-0728;228;VALIDE;chap->v.14: dis sais ceux grande ont lave ont;CONCEPT
Apocalypse 17:0;VGR;63-0728;177;VALIDE;chap->v.6: sang saints sang jesus dun grand;CONCEPT
Apocalypse 17:0;VGR;63-0728;560;VALIDE;chap->v.5: avait nom mystere grande;CONCEPT
Hebreux 11:0;VGR;63-0728;626;VALIDE;chap->v.16: maintenant cest cest dieu dieu;CONCEPT
Hebreux 13:8;VGR;63-0728;131;EXACT;christ meme hier aujourdhui eternellement [couverture 5/6];CONCEPT
Jean 5:0;VGR;63-0728;125;VALIDE;chap->v.36: moi grand celui jean uvres uvres fais;CONCEPT
Jean 5:24;VGR;63-0728;24;EXACT;celui parole croit envoye vie jugement passe mort [couverture 8/14];CONCEPT
Jean 14:12;VGR;63-0728;125;EXACT;dis celui croit moi fera lui uvres fais [couverture 10/14];CONCEPT
Jean 14:12;VGR;63-0728;578;EXACT;dis celui croit moi fera lui uvres fais [couverture 11/14];CONCEPT
Malachie 3:0;VGR;63-0728;340;VALIDE;chap->v.1: jenvoie messager chemin devant moi seigneur;CONCEPT
Malachie 3:0;VGR;63-0728;577;VALIDE;chap->v.18: alors juste mechant celui dieu celui;CONCEPT
Malachie 4:0;VGR;63-0728;330;VALIDE;chap->v.3: seront plante jour ferai leternel;CONCEPT
Malachie 4:0;VGR;63-0728;574;VALIDE;chap->v.5: voici envoie elie prophete avant jour;CONCEPT
Malachie 4:0;VGR;63-0728;577;VALIDE;chap->v.1: jour vient jour vient;CONCEPT
Marc 16:0;VGR;63-0728;238;VALIDE;chap->v.16: aura cru aura sera cru sera condamne;CONCEPT
Marc 16:0;VGR;63-0728;536;VALIDE;chap->v.6: lui ressuscite nest voici;CONCEPT
Matthieu 11:25;VGR;63-0728;291;EXACT;temps jesus loue pere ciel terre parce cache [couverture 10/14];CONCEPT
Matthieu 16:15;VGR;63-0728;214;EXACT;dites suis [couverture 2/2];CONCEPT
Matthieu 24:0;VGR;63-0728;565;VALIDE;chap->v.21: alors grande telle quil depuis jusqua quil jamais;CONCEPT
Psaumes 1:0;VGR;63-0728;427;VALIDE;chap->v.3: arbre plante pres fruit saison fletrit;CONCEPT
Psaumes 22:0;VGR;63-0728;113;VALIDE;chap->v.16: mont ont perce mes mains mes pieds;CONCEPT
Apocalypse 7:0;VGR;64-0830E;77;VALIDE;chap->v.14: lui seigneur sais viennent grande tribulation ont ont;CONCEPT
Apocalypse 10:0;VGR;64-0830E;153;VALIDE;chap->v.7: septieme ange sera sera;CONCEPT
Apocalypse 10:0;VGR;64-0830E;154;VALIDE;chap->v.1: ange dune larc;CONCEPT
Apocalypse 22:8;VGR;64-0830E;59;VALIDE;cest moi jean choses terre lange;CONCEPT
Genese 6:3;VGR;64-0830E;156;PARTIEL;commencé, pas achevé — lhomme ans;CONCEPT
Job 14:0;VGR;64-0830E;87;VALIDE;chap->v.14: homme meurt revivra jusqua etat;CONCEPT
Job 14:21;VGR;64-0830E;86;PARTIEL;commencé, pas achevé — sen;CONCEPT
Malachie 3:0;VGR;64-0830E;158;VALIDE;chap->v.1: voici jenvoie messager devant moi seigneur;CONCEPT
Malachie 4:0;VGR;64-0830E;76;VALIDE;chap->v.5: elie prophete avant vienne grand jour;CONCEPT
Malachie 4:0;VGR;64-0830E;77;VALIDE;chap->v.5: elie prophete avant vienne grand jour;CONCEPT
Malachie 4:0;VGR;64-0830E;154;VALIDE;chap->v.6: cur peres cur peres;CONCEPT
Malachie 4:0;VGR;64-0830E;156;VALIDE;chap->v.6: cur peres cur peres;CONCEPT
Malachie 4:0;VGR;64-0830E;158;VALIDE;chap->v.6: cur peres fils cur fils peres;CONCEPT
Marc 16:0;VGR;64-0830E;121;VALIDE;chap->v.9: etant matin premier jour premierement avait;CONCEPT
Marc 16:0;VGR;64-0830E;139;VALIDE;chap->v.18: serpents auront quelque chose mains;CONCEPT
Marc 16:18;VGR;64-0830E;138;EXACT;serpents auront quelque chose mains [couverture 5/13];CONCEPT
Matthieu 24:28;VGR;64-0830E;123;VALIDE;soit sassembleront aigles;CONCEPT
Romains 7:14-18;VGR;64-0830E;25;VALIDE;savons loi spirituelle moi suis charnel vendu peche;CONCEPT
Apocalypse 10:0;SKN;61-0618;209;VALIDE;chap->v.2: avait main livre ouvert pied mer terre;CONCEPT
Ephesiens 1:13-14;SKN;61-0618;73;VALIDE;avez parole salut saint;CONCEPT
Ephesiens 1:13-14;SKN;61-0618;81;EXACT;avez ayant scelles saint [couverture 6/14];CONCEPT
Ephesiens 4:30;SKN;61-0618;147;EXACT;saint esprit dieu lequel avez scelles jour redemption [couverture 8/9];CONCEPT
Jean 14:0;SKN;61-0618;120;VALIDE;chap->v.10: moi pere pere moi moi moi meme pere;CONCEPT
Jeremie 32:0;SKN;61-0618;186;VALIDE;chap->v.4: sera main sera livre main babylone;CONCEPT
Matthieu 28:19;SKN;61-0618;226;EXACT;allez faites disciples nations baptisant nom pere fils [couverture 9/10];CONCEPT
Apocalypse 10:0;SKN;63-0112;4;VALIDE;chap->v.7: jours ange sera sonner trompette mystere dieu sera;LECTURE
Apocalypse 10:0;SKN;63-0112;69;VALIDE;chap->v.7: jours septieme ange sonner trompette mystere dieu termine;CONCEPT
Esaie 3:18;SKN;63-0112;54;VALIDE;jour seigneur otera pieds;CONCEPT
Esaie 5:0;SKN;63-0112;54;VALIDE;chap->v.27: nul soit nul nul nul;CONCEPT
Esaie 6:0;SKN;63-0112;12;VALIDE;chap->v.2: seraphins tenaient lui avaient chacun six ailes deux;LECTURE
Apocalypse 10:0;SKN;63-0818;100;VALIDE;chap->v.7: jours septieme ange sera sonner trompette mystere dieu;CONCEPT
Malachie 4:0;SKN;63-0818;104;VALIDE;chap->v.1: voici jour vient jour vient;CONCEPT
Psaumes 86:0;SKN;63-0818;29;VALIDE;chap->v.2: garde ame suis tes toi dieu sauve serviteur;CONCEPT
Psaumes 86:0;SKN;63-0818;31;VALIDE;chap->v.2: garde ame suis tes toi dieu sauve serviteur;CONCEPT
Apocalypse 10:0;SKN;64-0112;170;VALIDE;chap->v.7: jours septieme ange sera mystere dieu sera;CONCEPT
Apocalypse 17:0;SKN;64-0112;73;VALIDE;chap->v.2: laquelle terre ont terre ont vin;CONCEPT
Esaie 60:0;SKN;64-0112;29;VALIDE;chap->v.2: voici tenebres terre profonde peuples toi gloire toi;CONCEPT
Esaie 60:1;SKN;64-0112;115;EXACT;leve toi lumiere venue [couverture 5/10];CONCEPT
Esaie 62:0;SKN;64-0112;29;VALIDE;chap->v.11: voici terre voici salut vient voici;CONCEPT
Hebreux 1:0;SKN;64-0112;116;VALIDE;chap->v.1: dieu autrefois plusieurs plusieurs manieres parle peres prophetes;CONCEPT
Jean 14:0;SKN;64-0112;172;VALIDE;chap->v.10: moi pere pere moi paroles moi dis dis;CONCEPT
Psaumes 60:0;SKN;64-0112;29;VALIDE;chap->v.10: toi dieu dieu nos;CONCEPT
Psaumes 62:0;SKN;64-0112;31;VALIDE;chap->v.8: peuple confiez lui temps repandez lui dieu refuge;CONCEPT
Psaumes 62:0;SKN;64-0112;144;VALIDE;chap->v.8: lui temps lui dieu;CONCEPT
Apocalypse 10:0;SKN;64-0419;29;VALIDE;chap->v.1: vis autre ange ciel ciel tete;CONCEPT
Apocalypse 10:0;SKN;64-0419;63;VALIDE;chap->v.6: choses choses choses quil;CONCEPT
Apocalypse 10:0;SKN;64-0419;80;VALIDE;chap->v.7: jours sera mystere dieu sera;CONCEPT
Deuteronome 18:15;SKN;64-0419;73;EXACT;leternel dieu suscitera prophete moi [couverture 5/11];CONCEPT
Jean 14:12;SKN;64-0419;80;VALIDE;verite dis fais;CONCEPT
Luc 17:30;SKN;64-0419;63;VALIDE;sera meme jour;CONCEPT
Malachie 4:0;SKN;64-0419;29;VALIDE;chap->v.1: jour vient seront jour vient;CONCEPT
Malachie 4:0;SKN;64-0419;76;VALIDE;chap->v.5: prophete avant jour;CONCEPT
Malachie 4:0;SKN;64-0419;78;VALIDE;chap->v.6: peres fils fils peres;CONCEPT
Marc 16:0;SKN;64-0419;16;VALIDE;chap->v.11: quil quil avait;CONCEPT
Marc 16:0;SKN;64-0419;23;VALIDE;chap->v.6: lui jesus nest ici;CONCEPT
Marc 16:0;SKN;64-0419;96;VALIDE;chap->v.12: apres choses autre forme deux eux;CONCEPT
Marc 16:0;SKN;64-0419;99;VALIDE;chap->v.12: apres choses autre forme deux dentre eux;CONCEPT
Apocalypse 10:0;SKN;64-0621;76;VALIDE;chap->v.7: jours voix septieme ange sera dieu sera;CONCEPT
Hebreux 4:12;SKN;64-0621;171;VALIDE;parole dieu epee;CONCEPT
Hebreux 13:8;SKN;64-0621;74;VALIDE;jesus meme hier aujourdhui eternellement;CONCEPT
Jacques 5:14;SKN;64-0621;64;EXACT;quelquun parmi malade quil appelle anciens prient lui [couverture 10/14];CONCEPT
Jacques 5:14;SKN;64-0621;65;EXACT;quelquun parmi malade quil appelle anciens quils prient [couverture 10/14];CONCEPT
Jacques 5:14;SKN;64-0621;108;PARTIEL;commencé, pas achevé — malade quil;CONCEPT
Luc 17:30;SKN;64-0621;75;EXACT;sera meme jour fils lhomme manifeste [couverture 6/7];CONCEPT
Malachie 4:0;SKN;64-0621;77;VALIDE;chap->v.6: peres fils fils peres;CONCEPT
Malachie 4:0;SKN;64-0621;156;VALIDE;chap->v.5: avant vienne grand jour;CONCEPT
Malachie 4:0;SKN;64-0621;164;VALIDE;chap->v.1: jour vient jour vient;CONCEPT
Marc 16:0;SKN;64-0621;1;VALIDE;chap->v.9: etant ressuscite matin premier jour semaine apparut marie;LECTURE
Marc 16:0;SKN;64-0621;13;VALIDE;chap->v.6: lui jesus ici lavait mis;LECTURE
Marc 16:0;SKN;64-0621;35;VALIDE;chap->v.6: lui jesus ressuscite nest;CONCEPT
Marc 16:0;SKN;64-0621;37;VALIDE;chap->v.11: quil quil avait;CONCEPT
