ref;traduction;code;paragraphe;statut;note
Marc 14:0;VGR;65-1127E;169;VALIDE;chap->v.72: pierre parole jesus lui avait avant
Amos 3:7;VGR;65-1204;131;EXACT;seigneur fera rien quil revele serviteurs prophetes [couverture 7/9]
Apocalypse 3:0;VGR;65-1204;64;VALIDE;chap->v.17: parce dis suis riche suis nai besoin rien
Apocalypse 10:0;VGR;65-1204;75;VALIDE;chap->v.7: quaux jours septieme ange sera trompette mystere dieu
Apocalypse 10:7;VGR;65-1204;75;EXACT;quaux jours septieme ange sera trompette mystere dieu [couverture 9/14]
Apocalypse 10:7;VGR;65-1204;107;EXACT;septieme ange sera mystere dieu [couverture 6/14]
Genese 1:0;VGR;65-1204;182;VALIDE;chap->v.31: dieu quil avait cela etait matin jour
Genese 4:0;VGR;65-1204;53;VALIDE;chap->v.17: cain ville nom ville nom
Jean 5:7;VGR;65-1204;166;PARTIEL;commencé, pas achevé — lui lorsque
Jean 11:38-44;VGR;65-1204;152;VALIDE;jesus meme vient avait mort
Jean 15:0;VGR;65-1204;98;VALIDE;chap->v.2: porte fruit porte fruit porte fruit
Luc 17:0;VGR;65-1204;141;VALIDE;chap->v.31: jour celui sera celui sera champs retourne
Malachie 4:0;VGR;65-1204;132;VALIDE;chap->v.1: jour vient jour vient
Malachie 4:0;VGR;65-1204;141;VALIDE;chap->v.3: plante vos jour leternel
Matthieu 16:17;VGR;65-1204;70;EXACT;jesus lui simon chair sang tont revele cela [couverture 10/13]
Matthieu 18:16;VGR;65-1204;166;EXACT;deux trois temoins parole soit etablie [couverture 7/14]
Matthieu 24:22;VGR;65-1204;114;PARTIEL;commencé, pas achevé — jours elus
Psaumes 22:0;VGR;65-1204;63;VALIDE;chap->v.16: mont ont perce mes mains mes pieds
Psaumes 25:0;VGR;65-1204;29;VALIDE;chap->v.5: moi enseigne moi dieu salut cest jour
Psaumes 27:0;VGR;65-1204;14;VALIDE;chap->v.4: jai chose cest maison vie
Psaumes 27:0;VGR;65-1204;29;VALIDE;chap->v.4: jai demande chose leternel cest maison leternel vie
Amos 3:7;VGR;65-1206;52;EXACT;fera rien quil revele serviteurs prophetes [couverture 6/9]
Apocalypse 3:0;VGR;65-1206;263;VALIDE;chap->v.21: lui moi trone moi suis assis trone
Apocalypse 3:0;VGR;65-1206;265;VALIDE;chap->v.20: porte entend quil porte lui lui
Apocalypse 10:7;VGR;65-1206;320;EXACT;septieme ange sera mystere dieu termine [couverture 7/14]
Deuteronome 18:15;VGR;65-1206;275;EXACT;leternel dieu suscitera prophete moi [couverture 5/11]
Esaie 7:14;VGR;65-1206;282;VALIDE;cest pourquoi lui vierge concevra
Esaie 9:6;VGR;65-1206;258;EXACT;enfant fils donne sera epaule appellera nom conseiller [couverture 10/14]
Esaie 9:6;VGR;65-1206;282;VALIDE;enfant dieu pere
Esaie 35:7;VGR;65-1206;282;PARTIEL;commencé, pas achevé — parc
Esaie 40:3;VGR;65-1206;222;EXACT;voix celui crie desert preparez chemin aplanissez dieu [couverture 8/12]
Esaie 50:6;VGR;65-1206;282;PARTIEL;commencé, pas achevé — mes
Esaie 53:9;VGR;65-1206;282;EXACT;lui sepulcre riche mort parce quil avait bouche [couverture 5/14]
Esaie 53:12;VGR;65-1206;282;VALIDE;cest pourquoi lui part parce quil ame
Genese 22:0;VGR;65-1206;283;VALIDE;chap->v.1: choses dieu abraham lui abraham voici
Hebreux 1:1;VGR;65-1206;68;VALIDE;dieu autrefois prophetes
Hebreux 13:8;VGR;65-1206;30;EXACT;jesus meme hier aujourdhui eternellement [couverture 5/6]
Hebreux 13:8;VGR;65-1206;288;EXACT;jesus meme hier aujourdhui eternellement [couverture 5/6]
Jean 1:0;VGR;65-1206;30;VALIDE;chap->v.1: commencement etait parole parole etait dieu parole etait
Jean 1:1;VGR;65-1206;258;EXACT;commencement etait parole dieu [couverture 9/10]
Luc 17:0;VGR;65-1206;54;VALIDE;chap->v.31: jour celui sera aura celui sera
Luc 17:0;VGR;65-1206;216;VALIDE;chap->v.31: jour celui sera celui sera
Luc 17:30;VGR;65-1206;294;VALIDE;meme jour fils lhomme
Malachie 3:0;VGR;65-1206;202;VALIDE;chap->v.15: maintenant meme meme dieu
Malachie 3:0;VGR;65-1206;211;VALIDE;chap->v.14: cest dieu quel quil
Malachie 3:0;VGR;65-1206;212;VALIDE;chap->v.1: jenvoie messager devant viendra
Malachie 3:0;VGR;65-1206;226;VALIDE;chap->v.18: alors juste celui dieu celui
Malachie 3:0;VGR;65-1206;282;VALIDE;chap->v.14: cest quon dieu quil
Malachie 4:0;VGR;65-1206;54;VALIDE;chap->v.6: fera cur peres cur peres
Malachie 4:0;VGR;65-1206;211;VALIDE;chap->v.1: jour vient jour vient
Malachie 4:0;VGR;65-1206;215;VALIDE;chap->v.1: jour vient jour vient
Matthieu 11:0;VGR;65-1206;207;VALIDE;chap->v.7: jesus jean quetes alles voir roseau agite vent
Matthieu 24:24;VGR;65-1206;125;VALIDE;possible meme elus
Psaumes 16:10;VGR;65-1206;282;VALIDE;ame saint voie corruption
Psaumes 22:0;VGR;65-1206;167;VALIDE;chap->v.1: dieu dieu pourquoi mas abandonne
Psaumes 22:0;VGR;65-1206;282;VALIDE;chap->v.16: mont ont perce mes mains mes pieds
Psaumes 22:7;VGR;65-1206;282;PARTIEL;commencé, pas achevé — bouche
Psaumes 22:18;VGR;65-1206;282;PARTIEL;commencé, pas achevé — mes vetements
Psaumes 23:0;VGR;65-1206;167;VALIDE;chap->v.4: meme moi eux
Psaumes 35:11;VGR;65-1206;282;PARTIEL;commencé, pas achevé — temoins
Psaumes 41:9;VGR;65-1206;282;PARTIEL;commencé, pas achevé — ami
Zacharie 11:12;VGR;65-1206;282;EXACT;dis cela bon pieces dargent [couverture 5/14]
Zacharie 12:0;VGR;65-1206;282;VALIDE;chap->v.13: part femmes part part femmes part
Esaie 7:14;VGR;65-1206;282;CORRIGE;annoncé Zacharie 13:7
Zacharie 14:7;VGR;65-1206;288;EXACT;jour nuit temps soir aura lumiere [couverture 7/10]
Apocalypse 1:0;SKN;51-0502;17;VALIDE;chap->v.5: part jesus christ temoin premier terre celui nos
Apocalypse 13:0;SKN;51-0502;22;VALIDE;chap->v.14: ceux terre cause quil lui fut bete disant
Hebreux 12:0;SKN;51-0502;16;VALIDE;chap->v.1: cest pourquoi grande nuee temoins fardeau peche enveloppe
Apocalypse 1:0;SKN;53-0513;31;VALIDE;chap->v.4: grace part celui etait vient part devant
Hebreux 13:12;SKN;53-0513;13;EXACT;cest jesus afin quil hors porte [couverture 5/12]
Jean 4:0;SKN;53-0513;24;VALIDE;chap->v.50: jesus lui fils lhomme parole jesus lui
Jean 14:12;SKN;53-0513;24;EXACT;dis croit moi fera lui [couverture 6/14]
Marc 11:0;SKN;53-0513;18;VALIDE;chap->v.11: apres soir etait deja venu alla
Marc 11:24;SKN;53-0513;18;VALIDE;cest demanderez priant croyez sera
Marc 11:24;SKN;53-0513;24;VALIDE;cest dis croyez
Marc 16:0;SKN;53-0513;18;VALIDE;chap->v.6: lui jesus nest ici lieu mis
Marc 16:0;SKN;53-0513;20;VALIDE;chap->v.6: lui nest ici mis
Marc 16:0;SKN;53-0513;23;VALIDE;chap->v.18: serpents chose mortel cela imposeront mains
Marc 16:0;SKN;53-0513;24;VALIDE;chap->v.6: lui jesus nest ici mis
Marc 16:0;SKN;53-0513;43;VALIDE;chap->v.6: lui jesus nest ici voici
Matthieu 8:0;SKN;53-0513;17;VALIDE;chap->v.17: accompli esaie prophete lui meme pris nos nos
Apocalypse 1:0;SKN;53-0611;34;VALIDE;chap->v.4: sept part celui etait vient part sept
Genese 1:0;SKN;53-0611;75;VALIDE;chap->v.31: dieu quil avait voici cela etait bon eut
Genese 1:28;SKN;53-0611;76;PARTIEL;commencé, pas achevé — dieu terre
Marc 11:24;SKN;53-0611;93;VALIDE;cest dis croyez
Marc 16:0;SKN;53-0611;91;VALIDE;chap->v.18: auront quelque chose cela imposeront mains ceux
Marc 16:0;SKN;53-0611;92;VALIDE;chap->v.18: auront quelque chose cela imposeront mains ceux
Marc 16:0;SKN;53-0611;93;VALIDE;chap->v.18: auront quelque chose cela imposeront mains ceux
Apocalypse 1:0;SKN;54-0404E;108;VALIDE;chap->v.17: tombai pieds mort moi moi
Jacques 5:14;SKN;54-0404E;91;EXACT;quelquun parmi malade quil appelle anciens quils prient [couverture 10/14]
Jean 5:19;SKN;54-0404E;36;EXACT;dis rien lui quil chose pere quelque [couverture 7/14]
Apocalypse 1:0;SKN;54-0811;10;VALIDE;chap->v.8: moi suis seigneur dieu celui etait vient
Matthieu 27:0;SKN;54-0811;47;VALIDE;chap->v.63: disant pendant quil etait vie disait apres jours
Apocalypse 1:0;SKN;54-1212;54;VALIDE;chap->v.4: sept part celui etait part sept
Exode 19:0;SKN;54-1212;202;VALIDE;chap->v.1: mois disrael sortis meme jour desert
Jean 3:0;SKN;54-1212;62;VALIDE;chap->v.17: dieu envoye fils monde quil juge monde monde
Marc 16:0;SKN;54-1212;91;VALIDE;chap->v.6: lui nest ici
Apocalypse 1:0;SKN;56-1230;49;VALIDE;chap->v.4: jean sept grace part celui etait vient part
Genese 35:0;SKN;56-1230;17;VALIDE;chap->v.10: dieu lui sera appele israel sera israel
Genese 37:0;SKN;56-1230;21;VALIDE;chap->v.9: autre songe freres voici songe songe voici lune
Hebreux 11:0;SKN;56-1230;30;VALIDE;chap->v.22: foi joseph vie fit donna
Apocalypse 1:0;SKN;57-0125;39;VALIDE;chap->v.8: moi suis seigneur dieu celui etait vient
Galates 1:8;SKN;57-0125;25;VALIDE;ange ciel avons quil soit anatheme
Jean 5:19;SKN;57-0125;64;EXACT;jesus dis fils rien lui meme quil chose [couverture 7/14]
Jean 5:24;SKN;57-0125;54;VALIDE;dis celui entend parole croit envoye vie eternelle
Jean 14:0;SKN;57-0125;20;VALIDE;chap->v.10: crois moi pere pere moi moi moi meme
Apocalypse 1:0;SKN;59-0423;6;VALIDE;chap->v.8: moi suis seigneur dieu celui etait
Apocalypse 1:0;SKN;60-0712;84;VALIDE;chap->v.8: moi suis lalpha lomega seigneur dieu celui etait
Jean 5:24;SKN;60-0712;97;VALIDE;verite dis celui parole croit envoye vie eternelle
Apocalypse 1:0;SKN;61-0122;14;VALIDE;chap->v.4: jean sept part etait vient part sept
Deuteronome 32:11;SKN;61-0122;3;VALIDE;eveille petits ailes prend porte
Ephesiens 4:30;SKN;61-0122;90;VALIDE;saint esprit dieu lequel avez scelles jour redemption
Esther 7:7;SKN;61-0122;54;PARTIEL;commencé, pas achevé — sen vie
Apocalypse 1:0;SKN;62-0722;42;VALIDE;chap->v.4: sept part celui etait vient part sept
Jean 5:24;SKN;62-0722;56;VALIDE;verite celui parole croit vie eternelle vient
Jean 11:0;SKN;62-0722;56;VALIDE;chap->v.25: jesus lui moi suis vie celui croit moi
Jean 14:0;SKN;62-0722;56;VALIDE;chap->v.12: verite verite celui croit moi fera lui moi
Apocalypse 1:0;SKN;63-0317E;31;VALIDE;chap->v.16: avait main sept visage soleil
Apocalypse 10:0;SKN;63-0317E;29;VALIDE;chap->v.1: vis autre ange puissant ciel dune nuee larc
Apocalypse 10:6;SKN;63-0317E;223;PARTIEL;commencé, pas achevé — celui quil
Ephesiens 1:0;SKN;63-0317E;63;VALIDE;chap->v.13: avez entendu parole verite levangile salut cru avez
Ephesiens 1:13;SKN;63-0317E;65;EXACT;avez entendu parole verite levangile salut cru scelles [couverture 10/14]
Ephesiens 4:30;SKN;63-0317E;69;EXACT;nattristez saint esprit dieu lequel avez scelles jour [couverture 9/9]
Levitique 25:0;SKN;63-0317E;121;VALIDE;chap->v.25: frere possession alors droit parent rachete
Malachie 4:0;SKN;63-0317E;43;VALIDE;chap->v.1: voici vient seront vient
Malachie 4:0;SKN;63-0317E;218;VALIDE;chap->v.6: peres peres vienne frappe
Romains 8:22;SKN;63-0317E;76;EXACT;savons creation soupire jusqua maintenant [couverture 5/7]
Zacharie 3:0;SKN;63-0317E;235;VALIDE;chap->v.8: ecoute grand sacrificateur toi tes compagnons assis devant
Zacharie 3:8;SKN;63-0317E;235;EXACT;ecoute grand sacrificateur toi tes compagnons assis devant [couverture 12/14]
zacharie 4:10;SKN;63-0317E;236;CORRIGE;annoncé Zacharie 4:104
Apocalypse 1:0;SKN;63-1110M;157;VALIDE;chap->v.20: mystere sept sept sept anges sept sept
Apocalypse 10:7;SKN;63-1110M;156;VALIDE;septieme ange sera mystere dieu termine
Apocalypse 17:0;SKN;63-1110M;187;VALIDE;chap->v.2: laquelle ont ceux ont
Genese 1:0;SKN;63-1110M;352;VALIDE;chap->v.2: terre etait avait face dieu face eaux
Genese 15:16;SKN;63-1110M;308;VALIDE;quatrieme generation amoreens comble
Hebreux 11:0;SKN;63-1110M;142;VALIDE;chap->v.5: foi fut mort fut parce dieu avant
Hebreux 13:8;SKN;63-1110M;309;PARTIEL;commencé, pas achevé — jesus meme
Jean 4:0;SKN;63-1110M;39;VALIDE;chap->v.24: dieu esprit ceux esprit verite
Jean 6:49;SKN;63-1110M;235;EXACT;ont mange manne desert morts [couverture 5/7]
Jean 14:12;SKN;63-1110M;116;EXACT;celui croit moi fera lui fais parce vais [couverture 8/14]
Matthieu 6:9-13;SKN;63-1110M;412;EXACT;ainsi pere cieux nom soit sanctifie regne vienne [couverture 6/7]
Matthieu 23:0;SKN;63-1110M;244;VALIDE;chap->v.27: malheur scribes pharisiens hypocrites ressemblez sepulcres blanchis paraissent
Matthieu 23:0;SKN;63-1110M;245;VALIDE;chap->v.27: malheur scribes pharisiens hypocrites ressemblez sepulcres blanchis paraissent
Matthieu 23:7;SKN;63-1110M;243;PARTIEL;commencé, pas achevé — hommes
Apocalypse 1:0;SKN;65-0725E;147;VALIDE;chap->v.20: mystere sept sept sept anges sept sept
Apocalypse 10:1;SKN;65-0725E;148;PARTIEL;commencé, pas achevé — ange soleil
Apocalypse 16:9;SKN;65-0725E;97;VALIDE;grande nom dieu gloire
Esaie 29:6;SKN;65-0725E;97;VALIDE;tremblement terre grande
Esaie 40:0;SKN;65-0725E;74;VALIDE;chap->v.2: cur jerusalem lui accompli quelle main
Jean 14:0;SKN;65-0725E;118;VALIDE;chap->v.6: jesus lui moi suis chemin vie vient moi
Jean 14:12;SKN;65-0725E;116;EXACT;croit moi fera uvres fais [couverture 7/14]
Luc 17:22;SKN;65-0725E;117;PARTIEL;commencé, pas achevé — jours fils
Luc 17:30;SKN;65-0725E;148;VALIDE;sera meme jour fils
Luc 17:30;SKN;65-0725E;172;VALIDE;sera meme manifeste
Malachie 3:0;SKN;65-0725E;101;VALIDE;chap->v.7: vos avez moi armees
Malachie 3:0;SKN;65-0725E;105;VALIDE;chap->v.18: alors juste mechant celui celui
Malachie 3:0;SKN;65-0725E;107;VALIDE;chap->v.1: messager devant seigneur
Malachie 4:0;SKN;65-0725E;107;VALIDE;chap->v.5: elie prophete avant jour
Matthieu 21:1-11;SKN;65-0725E;28;EXACT;jerusalem furent arrives bethphage montagne oliviers jesus envoya [couverture 10/13]
Psaumes 22:0;SKN;65-0725E;85;VALIDE;chap->v.16: mont ont perce mes mains mes pieds
Zacharie 9:0;SKN;65-0725E;96;VALIDE;chap->v.9: toi fille sion pousse cris joie fille jerusalem
Zacharie 14:0;SKN;65-0725E;96;VALIDE;chap->v.8: arrivera jour eaux vives sortiront jerusalem moitie mer
Apocalypse 1:0;SKN;65-0822E;30;VALIDE;chap->v.14: tete cheveux etaient blancs laine blanche neige
Ephesiens 5:26;SKN;65-0822E;103;PARTIEL;commencé, pas achevé — lavage parole
Exode 19:0;SKN;65-0822E;97;VALIDE;chap->v.13: main homme cor
Malachie 4:0;SKN;65-0822E;157;VALIDE;chap->v.1: jour vient jour vient
Matthieu 24:24;SKN;65-0822E;151;VALIDE;seduire possible meme elus
Nombres 19:9;SKN;65-0822E;23;EXACT;homme pur ramassera cendre genisse deposera hors camp [couverture 13/14]
Apocalypse 1:0;VGR;54-0404E;108;VALIDE;chap->v.13: semblable fils lhomme dune pieds
Jacques 5:14;VGR;54-0404E;91;EXACT;quelquun parmi malade quil appelle anciens lui dhuile [couverture 8/14]
Jean 5:19;VGR;54-0404E;36;EXACT;dis rien lui quil voie chose pere quelque [couverture 8/14]
Apocalypse 1:0;VGR;54-1212;54;VALIDE;chap->v.20: sept sept dor sept sept sept
Exode 19:0;VGR;54-1212;202;VALIDE;chap->v.1: mois disrael sortis pays jour desert
Jean 3:0;VGR;54-1212;62;VALIDE;chap->v.17: dieu envoye fils monde quil juge monde monde
Marc 16:0;VGR;54-1212;91;VALIDE;chap->v.16: celui sera celui sera
Apocalypse 1:0;VGR;56-1230;123;VALIDE;chap->v.4: sept grace part celui etait vient part sept
Genese 35:0;VGR;56-1230;47;VALIDE;chap->v.1: dieu leve toi dieu
Genese 37:0;VGR;56-1230;59;VALIDE;chap->v.17: lhomme partis jai entendu allons dothan joseph alla
Hebreux 11:0;VGR;56-1230;80;VALIDE;chap->v.3: foi parole dieu sorte voit choses
Apocalypse 1:0;VGR;59-0510M;92;VALIDE;chap->v.16: main bouche sortait epee aigue deux tranchants
Jean 6:0;VGR;59-0510M;92;VALIDE;chap->v.39: cest celui quil ressuscite dernier jour
Apocalypse 1:0;VGR;63-0317E;31;VALIDE;chap->v.16: avait main sept visage soleil
Apocalypse 10:0;VGR;63-0317E;29;VALIDE;chap->v.1: vis autre ange puissant ciel dune nuee larc
Apocalypse 10:1;VGR;63-0317E;220;PARTIEL;commencé, pas achevé — autre ange
Apocalypse 10:6;VGR;63-0317E;223;PARTIEL;commencé, pas achevé — celui quil
Ephesiens 1:0;VGR;63-0317E;63;VALIDE;chap->v.13: avez entendu parole verite levangile salut cru avez
Ephesiens 1:13;VGR;63-0317E;65;EXACT;avez entendu parole verite levangile salut cru scelles [couverture 10/14]
Ephesiens 4:30;VGR;63-0317E;69;EXACT;nattristez saint dieu lequel avez scelles jour redemption [couverture 8/9]
Levitique 25:0;VGR;63-0317E;121;VALIDE;chap->v.25: frere possession alors droit parent rachete
Malachie 4:0;VGR;63-0317E;43;VALIDE;chap->v.1: voici vient vient
Malachie 4:0;VGR;63-0317E;218;VALIDE;chap->v.6: peres peres vienne frappe
Romains 8:22;VGR;63-0317E;76;EXACT;savons creation ensemble soupire jusqua maintenant [couverture 5/7]
Zacharie 3:0;VGR;63-0317E;235;VALIDE;chap->v.8: ecoute grand sacrificateur toi tes compagnons assis devant
Zacharie 3:8;VGR;63-0317E;235;EXACT;ecoute grand sacrificateur toi tes compagnons assis devant [couverture 12/14]
Zacharie 4:10;VGR;63-0317E;236;EXACT;jour choses rejouiront sept main zorobabel yeux leternel [couverture 10/14]
Apocalypse 1:0;VGR;63-1110M;157;VALIDE;chap->v.20: mystere sept sept sept anges sept sept
Apocalypse 10:7;VGR;63-1110M;156;VALIDE;septieme ange sera mystere dieu termine
Apocalypse 17:0;VGR;63-1110M;187;VALIDE;chap->v.10: sept lautre nest venu sera venu quil temps
Genese 1:0;VGR;63-1110M;352;VALIDE;chap->v.2: terre etait avait face dieu face eaux
Genese 15:16;VGR;63-1110M;308;EXACT;quatrieme generation liniquite amoreens nest comble [couverture 6/9]
Hebreux 11:0;VGR;63-1110M;142;VALIDE;chap->v.16: maintenant cest cest dieu dieu
Hebreux 13:8;VGR;63-1110M;309;PARTIEL;commencé, pas achevé — jesus meme
Jean 4:0;VGR;63-1110M;39;VALIDE;chap->v.24: dieu esprit ceux ladorent ladorent esprit verite
Jean 6:49;VGR;63-1110M;235;EXACT;ont mange manne desert morts [couverture 5/7]
Jean 14:12;VGR;63-1110M;116;EXACT;celui croit moi fera lui uvres fais parce [couverture 9/14]
Matthieu 6:9-13;VGR;63-1110M;412;EXACT;pere cieux nom soit sanctifie regne vienne volonte [couverture 5/7]
Matthieu 23:0;VGR;63-1110M;244;VALIDE;chap->v.27: malheur scribes pharisiens hypocrites ressemblez sepulcres blanchis paraissent
Matthieu 23:0;VGR;63-1110M;245;VALIDE;chap->v.27: malheur scribes pharisiens hypocrites ressemblez sepulcres blanchis paraissent
Matthieu 23:7;VGR;63-1110M;243;PARTIEL;commencé, pas achevé — hommes
Apocalypse 1:0;VGR;65-0725E;147;VALIDE;chap->v.20: mystere sept sept sept anges sept sept
Esaie 40:0;VGR;65-0725E;74;VALIDE;chap->v.2: cur jerusalem lui accompli quelle main
Jean 14:0;VGR;65-0725E;118;VALIDE;chap->v.6: jesus lui moi suis chemin vie vient moi
Jean 14:12;VGR;65-0725E;116;EXACT;croit moi fera uvres fais [couverture 7/14]
Luc 17:22;VGR;65-0725E;117;VALIDE;jours fils lhomme
Luc 17:30;VGR;65-0725E;148;EXACT;sera meme jour fils lhomme [couverture 6/7]
Luc 17:30;VGR;65-0725E;172;VALIDE;sera meme manifeste
Malachie 3:0;VGR;65-0725E;101;VALIDE;chap->v.17: seront moi leternel armees jour
Malachie 3:0;VGR;65-0725E;105;VALIDE;chap->v.1: voici jenvoie messager devant seigneur
Malachie 3:0;VGR;65-0725E;107;VALIDE;chap->v.1: voici jenvoie messager devant seigneur
Malachie 4:0;VGR;65-0725E;107;VALIDE;chap->v.5: voici elie prophete avant jour
Matthieu 21:1;VGR;65-0725E;28;EXACT;approcherent jerusalem quils furent arrives bethphage montagne oliviers [couverture 12/13]
Psaumes 22:0;VGR;65-0725E;85;VALIDE;chap->v.16: mont ont perce mes mains mes pieds
Zacharie 9:0;VGR;65-0725E;96;VALIDE;chap->v.9: toi fille sion pousse cris joie fille jerusalem
Zacharie 14:0;VGR;65-0725E;96;VALIDE;chap->v.4: pieds tiendront jour montagne oliviers face jerusalem lorient
Apocalypse 1:0;VGR;65-0822E;30;VALIDE;chap->v.9: moi suis frere royaume jesus parole
Ephesiens 5:26;VGR;65-0822E;19;PARTIEL;commencé, pas achevé — quil
Ephesiens 5:26;VGR;65-0822E;103;VALIDE;quil lavage parole
Exode 19:0;VGR;65-0822E;97;VALIDE;chap->v.13: main quelle soit homme cor
Malachie 4:0;VGR;65-0822E;157;VALIDE;chap->v.3: vos pieds jour
Matthieu 24:24;VGR;65-0822E;151;VALIDE;possible meme elus
Nombres 19:9;VGR;65-0822E;19;PARTIEL;commencé, pas achevé — homme
Nombres 19:9;VGR;65-0822E;23;EXACT;homme pur ramassera cendre genisse deposera hors camp [couverture 14/14]
Apocalypse 1:1;SKN;65-0801E;14;EXACT;revelation jesus christ dieu lui montrer choses arriver [couverture 5/14]
Apocalypse 10:0;SKN;65-0801E;129;VALIDE;chap->v.6: celui vit ciel choses terre choses choses quil
Esaie 9:6;SKN;65-0801E;44;VALIDE;enfant sera dieu
Esaie 9:6;SKN;65-0801E;105;VALIDE;sera conseiller dieu pere
Esaie 40:3;SKN;65-0801E;91;EXACT;voix celui crie desert preparez chemin dieu [couverture 7/12]
Esaie 40:3;SKN;65-0801E;95;VALIDE;desert chemin dieu
Esaie 50:6;SKN;65-0801E;122;PARTIEL;commencé, pas achevé — donne mes
Esaie 53:7;SKN;65-0801E;122;PARTIEL;commencé, pas achevé — devant
Esaie 53:9;SKN;65-0801E;122;VALIDE;lui donna riche mort quil avait
Esaie 53:12;SKN;65-0801E;122;VALIDE;cest pourquoi lui part quil aura ame
Genese 22:0;SKN;65-0801E;122;VALIDE;chap->v.7: isaac parla abraham pere pere voici fils voici
Hebreux 1:1;SKN;65-0801E;49;EXACT;dieu plusieurs reprises manieres prophetes [couverture 6/10]
Hebreux 13:8;SKN;65-0801E;126;VALIDE;jesus meme hier aujourdhui
Hebreux 13:8;SKN;65-0801E;131;VALIDE;jesus meme hier aujourdhui
Jean 15:0;SKN;65-0801E;129;VALIDE;chap->v.15: appelle appeles amis parce connaitre entendu pere
Luc 17:0;SKN;65-0801E;129;VALIDE;chap->v.4: fois jour toi fois retourne toi lui
