ref;traduction;code;paragraphe;statut;note
Apocalypse 10:0;VGR;64-0719M;245;VALIDE;chap->v.7: septieme sera trompette mystere dieu sera termine
Apocalypse 10:0;VGR;64-0719M;264;VALIDE;chap->v.7: septieme ange sera trompette dieu sera
Apocalypse 10:1;VGR;64-0719M;58;PARTIEL;commencé, pas achevé — ange
Apocalypse 11:0;VGR;64-0719M;274;VALIDE;chap->v.15: septieme ange trompette monde seigneur christ
Apocalypse 17:8;VGR;64-0719M;213;EXACT;bete vue etait nest monter labime aller perdition [couverture 11/14]
Apocalypse 19:0;VGR;64-0719M;206;VALIDE;chap->v.15: deux sort bouche quil fer
Esaie 18:0;VGR;64-0719M;21;VALIDE;chap->v.3: sera voyez trompette
Esaie 27:12;VGR;64-0719M;30;EXACT;jour leternel depuis fleuve jusquau torrent degypte serez [couverture 8/14]
Esaie 27:12;VGR;64-0719M;283;PARTIEL;commencé, pas achevé — jour
Genese 1:0;VGR;64-0719M;94;VALIDE;chap->v.31: dieu quil avait etait bon soir jour
Hebreux 1:0;VGR;64-0719M;82;VALIDE;chap->v.1: dieu plusieurs reprises plusieurs manieres parle peres prophetes
Hebreux 4:12;VGR;64-0719M;77;VALIDE;parole dieu deux
Hebreux 4:12;VGR;64-0719M;245;VALIDE;parole dieu deux
Hebreux 13:8;VGR;64-0719M;77;PARTIEL;commencé, pas achevé — jesus meme
Hebreux 13:8;VGR;64-0719M;107;EXACT;jesus christ meme hier aujourdhui [couverture 5/6]
Jean 5:24;VGR;64-0719M;319;EXACT;celui parole croit envoye vie eternelle vient jugement [couverture 10/14]
Levitique 12:0;VGR;64-0719M;151;VALIDE;chap->v.2: parle disrael sept jours
Levitique 16:0;VGR;64-0719M;151;VALIDE;chap->v.14: sang fera fera sang sept
Levitique 16:0;VGR;64-0719M;252;VALIDE;chap->v.6: peche meme meme maison
Levitique 16:0;VGR;64-0719M;260;VALIDE;chap->v.2: dis frere quil temps saint devant
Levitique 23:0;VGR;64-0719M;151;VALIDE;chap->v.41: fete fete sept jours chaque annee cest
Levitique 23:0;VGR;64-0719M;220;VALIDE;chap->v.27: meme dixieme jour septieme mois cest jour sera
Levitique 23:0;VGR;64-0719M;260;VALIDE;chap->v.28: meme jour cest jour devant dieu
Luc 17:30;VGR;64-0719M;247;CORRIGE;annoncé Levitique 23:26
Levitique 23:26;VGR;64-0719M;252;PARTIEL;commencé, pas achevé — moise
Luc 17:0;VGR;64-0719M;86;VALIDE;chap->v.26: arriva jours sera jours fils lhomme
Luc 17:0;VGR;64-0719M;91;VALIDE;chap->v.15: dentre eux quil etait dieu
Luc 17:30;VGR;64-0719M;245;VALIDE;sera meme fils
Luc 17:33;VGR;64-0719M;86;PARTIEL;commencé, pas achevé — vie
Luc 22:0;VGR;64-0719M;245;VALIDE;chap->v.37: dis quil ceci ecrit soit moi
Malachie 3:0;VGR;64-0719M;62;VALIDE;chap->v.1: voici jenvoie messager chemin devant viendra
Malachie 3:0;VGR;64-0719M;71;VALIDE;chap->v.16: alors ceux ont lun lautre ecrit
Malachie 4:0;VGR;64-0719M;60;VALIDE;chap->v.1: voici jour jour
Malachie 4:0;VGR;64-0719M;62;VALIDE;chap->v.1: voici jour jour
Malachie 4:0;VGR;64-0719M;83;VALIDE;chap->v.5: elie prophete avant jour
Malachie 4:0;VGR;64-0719M;85;VALIDE;chap->v.5: elie prophete avant jour
Malachie 4:0;VGR;64-0719M;107;VALIDE;chap->v.1: jour ceux jour
Malachie 4:0;VGR;64-0719M;245;VALIDE;chap->v.4: souvenez lui israel
Malachie 4:0;VGR;64-0719M;278;VALIDE;chap->v.5: elie prophete avant jour
Malachie 4:0;VGR;64-0719M;290;VALIDE;chap->v.1: voici vient ceux vient
Actes 19:5;SKN;58-0928M;135;EXACT;furent baptises nom seigneur jesus [couverture 5/8]
Apocalypse 3:0;SKN;58-0928M;115;VALIDE;chap->v.8: connais voici mis devant toi porte ouverte
Apocalypse 13:8;SKN;58-0928M;48;EXACT;ceux terre nom ecrit fondation monde livre vie [couverture 9/14]
Apocalypse 13:8;SKN;58-0928M;52;VALIDE;fondation monde immole lui
Apocalypse 17:0;SKN;58-0928M;30;VALIDE;chap->v.2: laquelle rois terre ont fornication terre ont vin
Apocalypse 17:0;SKN;58-0928M;48;VALIDE;chap->v.2: laquelle terre ceux terre
Apocalypse 17:8;SKN;58-0928M;57;EXACT;bete vue etait monter aller perdition ceux terre [couverture 9/14]
Ephesiens 1:0;SKN;58-0928M;151;VALIDE;chap->v.3: beni soit dieu pere seigneur jesus christ benis
Ephesiens 5:1;SKN;58-0928M;164;PARTIEL;commencé, pas achevé — dieu
Galates 1:8;SKN;58-0928M;137;VALIDE;ange ciel avons soit
Jean 5:24;SKN;58-0928M;58;EXACT;dis celui parole croit envoye vie eternelle vient [couverture 10/14]
Jean 14:8;SKN;58-0928M;94;VALIDE;lui montre pere cela
Matthieu 28:19;SKN;58-0928M;109;EXACT;faites disciples nations baptisant nom pere fils saint [couverture 8/10]
Matthieu 28:19;SKN;58-0928M;128;PARTIEL;commencé, pas achevé — nom saint
Actes 19:5;SKN;60-1209;76;VALIDE;baptises nom jesus
Apocalypse 13:0;SKN;60-1209;57;VALIDE;chap->v.7: donne saints donne langue
Apocalypse 17:0;SKN;60-1209;151;VALIDE;chap->v.17: dieu mis seule meme donner bete
Galates 1:8;SKN;60-1209;75;VALIDE;ange ciel avons soit anatheme
Hebreux 13:12;SKN;60-1209;119;EXACT;jesus afin sanctifie peuple propre sang souffert hors [couverture 9/12]
Luc 24:49;SKN;60-1209;119;VALIDE;ville soyez revetus puissance
Marc 16:0;SKN;60-1209;149;VALIDE;chap->v.17: ici signes ceux cru nom langues
Romains 5:1;SKN;60-1209;119;EXACT;justifies foi avons paix dieu seigneur jesus [couverture 7/10]
Actes 19:5;SKN;61-0415E;78;VALIDE;entendu nom seigneur jesus
Apocalypse 13:0;SKN;61-0415E;44;VALIDE;chap->v.7: lui fut donne lui fut donne peuple nation
Hebreux 13:8;SKN;61-0415E;79;VALIDE;jesus christ meme hier aujourdhui eternellement
Jean 5:24;SKN;61-0415E;73;EXACT;verite dis celui parole croit envoye vie eternelle [couverture 6/14]
Jean 14:7;SKN;61-0415E;75;PARTIEL;commencé, pas achevé — pere maintenant
Actes 19:5;SKN;63-1124M;140;EXACT;choses baptises nom seigneur jesus [couverture 5/8]
Apocalypse 13:0;SKN;63-1124M;92;VALIDE;chap->v.3: mort plaie mortelle avait terre etait bete
Apocalypse 13:8;SKN;63-1124M;90;VALIDE;ecrit monde vie
Apocalypse 17:0;SKN;63-1124M;95;VALIDE;chap->v.8: bete etait ceux terre noms ecrits fondation
Apocalypse 17:0;SKN;63-1124M;97;VALIDE;chap->v.8: bete etait ceux terre noms ecrits fondation
Ephesiens 4:30;SKN;63-1124M;103;EXACT;saint dieu lequel avez jour redemption [couverture 6/9]
Esaie 9:6;SKN;63-1124M;84;VALIDE;enfant fils donne sera merveilleux conseiller dieu pere
Galates 1:8;SKN;63-1124M;140;VALIDE;ange ciel soit anatheme
Hebreux 10:0;SKN;63-1124M;208;VALIDE;chap->v.26: pechons volontairement apres recu connaissance verite reste sacrifice
Hebreux 13:8;SKN;63-1124M;172;VALIDE;jesus meme hier eternellement
Jean 5:24;SKN;63-1124M;218;VALIDE;celui entend parole croit envoye vie eternelle vient
Malachie 4:0;SKN;63-1124M;86;VALIDE;chap->v.5: prophete vienne grand jour
Malachie 4:0;SKN;63-1124M;146;VALIDE;chap->v.5: envoie grand jour
Malachie 4:0;SKN;63-1124M;189;VALIDE;chap->v.3: mechants cendre jour ferai
Matthieu 27:0;SKN;63-1124M;39;VALIDE;chap->v.58: celui etant pilate demanda corps jesus alors pilate
Actes 19:5;VGR;60-1209;75;VALIDE;baptises nom jesus
Apocalypse 13:0;VGR;60-1209;56;VALIDE;chap->v.4: parce quil avait donne
Apocalypse 17:0;VGR;60-1209;146;VALIDE;chap->v.17: dieu mis seule meme donner bete jusqua
Galates 1:8;VGR;60-1209;74;EXACT;ange ciel avons quil soit anatheme [couverture 6/11]
Hebreux 13:12;VGR;60-1209;118;EXACT;cest jesus afin quil sanctifie peuple propre sang [couverture 11/12]
Luc 24:49;VGR;60-1209;118;EXACT;ville jusqua soyez revetus puissance den haut [couverture 7/13]
Marc 16:0;VGR;60-1209;144;VALIDE;chap->v.11: ceux quil etait vivant quil avait
Romains 5:1;VGR;60-1209;118;EXACT;justifies foi avons paix dieu seigneur jesus [couverture 7/10]
Actes 19:5;VGR;63-1124M;140;EXACT;choses baptises nom seigneur jesus [couverture 5/8]
Apocalypse 13:8;VGR;63-1124M;90;VALIDE;nom ecrit monde vie
Apocalypse 17:0;VGR;63-1124M;95;VALIDE;chap->v.10: sept lun lautre sera faut quil temps
Apocalypse 17:0;VGR;63-1124M;97;VALIDE;chap->v.8: bete etait nest ceux terre noms fondation
Ephesiens 4:30;VGR;63-1124M;103;EXACT;nattristez saint esprit dieu lequel avez scelles jour [couverture 9/9]
Esaie 9:6;VGR;63-1124M;84;VALIDE;enfant fils donne sera merveilleux conseiller dieu pere
Galates 1:8;VGR;63-1124M;140;EXACT;ange ciel quil soit anatheme [couverture 5/11]
Hebreux 10:0;VGR;63-1124M;208;VALIDE;chap->v.26: pechons volontairement apres recu connaissance verite reste sacrifice
Hebreux 13:8;VGR;63-1124M;172;EXACT;jesus meme hier aujourdhui eternellement [couverture 5/6]
Jean 5:24;VGR;63-1124M;218;VALIDE;dis celui entend parole croit envoye vie eternelle
Malachie 4:0;VGR;63-1124M;86;VALIDE;chap->v.1: jour vient jour vient
Malachie 4:0;VGR;63-1124M;146;VALIDE;chap->v.6: fera cur fils cur fils
Malachie 4:0;VGR;63-1124M;189;VALIDE;chap->v.3: mechants cendre jour ferai
Matthieu 27:0;VGR;63-1124M;39;VALIDE;chap->v.24: pilate voyant quil gagnait rien plutot tumulte prit
Actes 19:19;SKN;61-0426;63;PARTIEL;commencé, pas achevé — ceux quil
Actes 20:24;SKN;63-0127;59;VALIDE;fais aucun vie moi meme jai recu
Apocalypse 22:19;SKN;63-0127;60;EXACT;quelque chose paroles livre dieu part vie [couverture 6/14]
Hebreux 2:14-15;SKN;63-0127;62;VALIDE;ont part lui afin mort celui
Jean 1:0;SKN;63-0127;34;VALIDE;chap->v.1: commencement etait parole parole etait dieu parole etait
Jean 3:16;SKN;63-0127;63;EXACT;dieu aime monde quil donne afin croit lui [couverture 6/14]
Jean 4:17;SKN;63-0127;88;VALIDE;femme nai jesus lui
Jean 14:12;SKN;63-0127;40;VALIDE;verite dis celui croit moi fera lui fais
Malachie 3:0;SKN;63-0127;80;VALIDE;chap->v.1: messager preparera chemin devant moi viendra
Marc 16:0;SKN;63-0127;31;VALIDE;chap->v.17: accompagneront ceux auront cru nom chasseront demons parleront
Actes 20:27;SKN;63-1229E;18;PARTIEL;commencé, pas achevé — conseil dieu
Apocalypse 13:0;SKN;63-1229E;30;VALIDE;chap->v.2: bete etait ceux dun dun dragon
Esaie 45:22;SKN;63-1229E;101;VALIDE;moi terre dieu
Hebreux 13:8;SKN;63-1229E;207;VALIDE;jesus christ meme hier
Jean 14:12;SKN;63-1229E;207;VALIDE;dis celui moi fera lui fais parce
Malachie 4:0;SKN;63-1229E;70;VALIDE;chap->v.5: voici elie prophete avant jour
Actes 20:27;VGR;63-1229E;28;PARTIEL;commencé, pas achevé — conseil dieu
Apocalypse 13:0;VGR;63-1229E;46;VALIDE;chap->v.2: bete etait ceux dun dun dragon
Esaie 45:22;VGR;63-1229E;192;EXACT;tournez moi terre dieu [couverture 5/10]
Hebreux 13:8;VGR;63-1229E;334;VALIDE;jesus meme hier
Jean 14:12;VGR;63-1229E;334;EXACT;dis moi fera lui uvres fais [couverture 8/14]
Malachie 4:0;VGR;63-1229E;140;VALIDE;chap->v.5: voici envoie elie prophete avant jour
Actes 23:0;SKN;62-1230M;38;VALIDE;chap->v.11: nuit suivante seigneur pres bon courage rendu temoignage
Actes 23:11;SKN;62-1230M;38;VALIDE;nuit suivante seigneur pres bon courage rendu temoignage
Actes 26:15;SKN;62-1230M;38;EXACT;moi seigneur suis jesus persecutes [couverture 5/7]
Apocalypse 22:19;SKN;62-1230M;228;VALIDE;quelque chose dieu
Jean 5:0;SKN;62-1230M;237;VALIDE;chap->v.19: jesus verite verite dis fils rien lui meme
Jean 5:19;SKN;62-1230M;179;EXACT;jesus dis fils rien lui meme chose pere [couverture 8/14]
Jean 6:0;SKN;62-1230M;183;VALIDE;chap->v.35: jesus moi suis vie celui moi jamais celui
Jean 15:0;SKN;62-1230M;111;VALIDE;chap->v.20: parole moi dite mont
Malachie 3:0;SKN;62-1230M;175;VALIDE;chap->v.18: alors juste mechant celui dieu celui
Malachie 4:0;SKN;62-1230M;175;VALIDE;chap->v.1: jour vient jour vient
Philippiens 1:20;SKN;62-1230M;38;PARTIEL;commencé, pas achevé — maintenant
Actes 23:0;VGR;62-1230M;56;VALIDE;chap->v.11: nuit suivante seigneur pres bon courage rendu temoignage
Actes 23:11;VGR;62-1230M;54;VALIDE;nuit suivante seigneur pres courage rendu temoignage choses
Actes 26:15;VGR;62-1230M;53;EXACT;moi seigneur suis jesus persecutes [couverture 5/7]
Apocalypse 22:19;VGR;62-1230M;332;VALIDE;quelque chose dieu
Jean 5:0;VGR;62-1230M;346;VALIDE;chap->v.19: jesus verite verite dis fils rien lui meme
Jean 5:19;VGR;62-1230M;248;EXACT;dis fils rien lui meme quil pere celui [couverture 7/14]
Jean 6:0;VGR;62-1230M;260;VALIDE;chap->v.6: cela lui savait quil
Jean 15:0;VGR;62-1230M;155;VALIDE;chap->v.20: parole moi dite mont
Malachie 3:0;VGR;62-1230M;240;VALIDE;chap->v.18: alors ferez juste mechant celui dieu celui
Malachie 4:0;VGR;62-1230M;240;VALIDE;chap->v.1: voici jour vient jour vient
Malachie 4:0;VGR;62-1230M;241;VALIDE;chap->v.1: voici jour vient jour vient
Philippiens 1:20;VGR;62-1230M;54;PARTIEL;commencé, pas achevé — maintenant
Amos 3:0;SKN;62-0513M;51;VALIDE;chap->v.5: piege terre filet lui piege sol rien pris
Malachie 4:0;SKN;62-0513M;267;VALIDE;chap->v.2: nom sera sortirez
Amos 3:0;VGR;63-0319;331;VALIDE;chap->v.4: sil sil quelque chose
Apocalypse 2:6;VGR;63-0319;263;PARTIEL;commencé, pas achevé — moi
Apocalypse 10:1-7;VGR;63-0319;76;PARTIEL;commencé, pas achevé — ange dune
Apocalypse 10:1-7;VGR;63-0319;183;PARTIEL;commencé, pas achevé — ange
Apocalypse 19:11;VGR;63-0319;321;EXACT;vis ciel ouvert voici cheval blanc celui fidele [couverture 11/14]
Jean 14:12;VGR;63-0319;208;EXACT;verite dis celui croit moi fera lui uvres [couverture 12/14]
Jean 14:12;VGR;63-0319;218;PARTIEL;commencé, pas achevé — verite
Joel 2:25;VGR;63-0319;177;VALIDE;qua sauterelle milieu
Malachie 4:0;VGR;63-0319;183;VALIDE;chap->v.1: jour vient four jour vient brulera
Marc 16:0;VGR;63-0319;218;VALIDE;chap->v.20: eux partout eux confirmant parole signes
Matthieu 4:0;VGR;63-0319;280;VALIDE;chap->v.8: lui royaumes monde
Matthieu 4:8;VGR;63-0319;268;EXACT;transporte haute montagne lui montre royaumes monde [couverture 7/10]
Matthieu 11:25-26;VGR;63-0319;78;EXACT;temps jesus seigneur parce cache choses sages intelligents [couverture 9/14]
Matthieu 24:0;VGR;63-0319;231;VALIDE;chap->v.6: entendrez parler guerres bruits guerres nest
Amos 3:7;SKN;62-0319;26;VALIDE;seigneur leternel rien quil revele secret serviteurs prophetes
Genese 1:11;SKN;62-0319;4;VALIDE;dieu terre produise semence fruit selon espece
Hebreux 1:0;SKN;62-0319;87;VALIDE;chap->v.1: dieu plusieurs reprises plusieurs manieres parle prophetes
Job 14:0;SKN;62-0319;49;VALIDE;chap->v.13: voulais cacher tenir cache jusqua colere temps puis
Matthieu 24:0;SKN;62-0319;88;VALIDE;chap->v.7: nation contre nation royaume contre royaume aura
Amos 3:7;SKN;65-1127E;91;VALIDE;seigneur fera rien revele secret prophetes
Apocalypse 1:0;SKN;65-1127E;209;VALIDE;chap->v.1: jesus dieu lui choses arriver
Apocalypse 10:0;SKN;65-1127E;201;VALIDE;chap->v.7: jours septieme ange sera mystere dieu sera annonce
Esther 9:0;SKN;65-1127E;195;VALIDE;chap->v.20: juifs etaient ceux etaient pres ceux
Genese 17:0;SKN;65-1127E;72;VALIDE;chap->v.1: etait ans apparut lui suis dieu
Job 14:0;SKN;65-1127E;96;VALIDE;chap->v.14: homme meurt revivra jours detresse etat vienne changer
Luc 17:30;SKN;65-1127E;175;PARTIEL;commencé, pas achevé — meme jour
Luc 17:30;SKN;65-1127E;187;VALIDE;meme jour fils manifeste
Malachie 4:0;SKN;65-1127E;187;VALIDE;chap->v.6: fera cur fils cur fils
Malachie 4:0;SKN;65-1127E;201;VALIDE;chap->v.1: voici jour vient jour vient
Malachie 4:0;SKN;65-1127E;211;VALIDE;chap->v.6: fera cur cur
Marc 11:0;SKN;65-1127E;175;VALIDE;chap->v.13: avait voir quelque chose
Marc 11:23;SKN;65-1127E;128;EXACT;dis montagne ote toi cur [couverture 6/14]
Marc 14:0;SKN;65-1127E;169;VALIDE;chap->v.72: pierre parole jesus lui avait avant
Amos 3:7;SKN;65-1204;131;EXACT;seigneur fera rien revele serviteurs prophetes [couverture 6/9]
Apocalypse 3:0;SKN;65-1204;64;VALIDE;chap->v.17: parce dis suis riche suis besoin rien malheureux
Apocalypse 10:0;SKN;65-1204;75;VALIDE;chap->v.7: jours septieme ange sera trompette mystere dieu sera
Apocalypse 10:7;SKN;65-1204;75;EXACT;jours septieme ange sera trompette mystere dieu annonce [couverture 8/14]
Apocalypse 10:7;SKN;65-1204;107;EXACT;jours septieme ange sera mystere dieu [couverture 7/14]
Apocalypse 11:11;SKN;65-1204;180;EXACT;trois jours demi vie dieu eux [couverture 6/14]
Genese 1:0;SKN;65-1204;182;VALIDE;chap->v.5: dieu appela lumiere jour appela matin jour
Genese 4:0;SKN;65-1204;53;VALIDE;chap->v.17: cain ville nom ville nom
Jean 5:7;SKN;65-1204;166;PARTIEL;commencé, pas achevé — lui lorsque
Jean 11:38-44;SKN;65-1204;152;VALIDE;jesus meme vient mort
Jean 15:0;SKN;65-1204;98;VALIDE;chap->v.2: porte fruit porte fruit porte fruit
Luc 17:0;SKN;65-1204;141;VALIDE;chap->v.31: jour celui sera celui sera champs retourne
Malachie 4:0;SKN;65-1204;132;VALIDE;chap->v.1: jour vient jour vient
Malachie 4:0;SKN;65-1204;141;VALIDE;chap->v.1: voici jour vient jour vient
Matthieu 16:17;SKN;65-1204;70;EXACT;jesus lui simon chair sang revele cela pere [couverture 9/13]
Matthieu 18:16;SKN;65-1204;166;EXACT;deux bouche trois temoins parole soit etablie [couverture 8/14]
Matthieu 24:22-24;SKN;65-1204;114;VALIDE;jours elus alors
Psaumes 22:0;SKN;65-1204;63;VALIDE;chap->v.16: mont ont perce mes mains mes pieds
Psaumes 25:0;SKN;65-1204;29;VALIDE;chap->v.5: moi enseigne moi dieu salut toi jour
Psaumes 27:0;SKN;65-1204;14;VALIDE;chap->v.2: mes mes moi ont
Psaumes 27:0;SKN;65-1204;29;VALIDE;chap->v.2: mechants mes mes ennemis moi devorer chair
Amos 3:7;SKN;65-1206;52;EXACT;fera rien revele serviteurs prophetes [couverture 5/9]
Apocalypse 2:0;SKN;65-1206;213;VALIDE;chap->v.7: celui celui lui vie dieu
Apocalypse 3:0;SKN;65-1206;263;VALIDE;chap->v.2: reste sen trouve devant dieu
Apocalypse 3:0;SKN;65-1206;265;VALIDE;chap->v.2: reste sen trouve devant dieu
Apocalypse 10:7;SKN;65-1206;320;EXACT;septieme ange sera mystere dieu annonce [couverture 7/14]
Deuteronome 18:15;SKN;65-1206;275;VALIDE;dieu suscitera prophete moi
Esaie 7:14;SKN;65-1206;282;VALIDE;pourquoi lui vierge concevra
Esaie 9:6;SKN;65-1206;258;EXACT;enfant fils donne epaule nom conseiller dieu pere [couverture 8/14]
Esaie 9:6;SKN;65-1206;282;VALIDE;enfant dieu pere
Esaie 35:7;SKN;65-1206;282;PARTIEL;commencé, pas achevé — parc
Esaie 40:3;SKN;65-1206;222;EXACT;voix celui crie desert chemin aplanissez dieu [couverture 7/12]
Esaie 50:6;SKN;65-1206;282;PARTIEL;commencé, pas achevé — mes
Esaie 53:9;SKN;65-1206;282;VALIDE;lui riche mort parce avait bouche
Esaie 53:12;SKN;65-1206;282;VALIDE;pourquoi lui part parce ame
Genese 22:0;SKN;65-1206;283;VALIDE;chap->v.7: isaac pere pere voici voici
Hebreux 1:1;SKN;65-1206;68;VALIDE;dieu autrefois prophetes
Hebreux 13:8;SKN;65-1206;30;VALIDE;jesus meme hier eternellement
Hebreux 13:8;SKN;65-1206;288;VALIDE;jesus meme hier eternellement
Jean 1:0;SKN;65-1206;30;VALIDE;chap->v.1: commencement etait parole parole etait dieu parole etait
Jean 1:1;SKN;65-1206;258;EXACT;commencement etait parole dieu [couverture 9/10]
Luc 17:0;SKN;65-1206;54;VALIDE;chap->v.31: jour celui sera aura celui sera
Luc 17:0;SKN;65-1206;216;VALIDE;chap->v.8: moi moi apres
Luc 17:30;SKN;65-1206;294;EXACT;sera meme jour fils [couverture 5/7]
Malachie 3:0;SKN;65-1206;202;VALIDE;chap->v.15: maintenant meme meme dieu
Malachie 3:0;SKN;65-1206;211;VALIDE;chap->v.15: ceux meme meme dieu
Malachie 3:0;SKN;65-1206;212;VALIDE;chap->v.15: maintenant ceux meme meme dieu
Malachie 3:0;SKN;65-1206;226;VALIDE;chap->v.18: alors juste celui dieu celui
Malachie 3:0;SKN;65-1206;282;VALIDE;chap->v.15: maintenant meme meme dieu
Malachie 4:0;SKN;65-1206;54;VALIDE;chap->v.6: fera peres peres
Malachie 4:0;SKN;65-1206;211;VALIDE;chap->v.1: jour vient ceux jour vient
Malachie 4:0;SKN;65-1206;215;VALIDE;chap->v.1: jour vient jour vient
Matthieu 11:0;SKN;65-1206;207;VALIDE;chap->v.8: alles voir homme vetu precieux ceux choses rois
Matthieu 24:24;SKN;65-1206;125;VALIDE;possible meme elus
Psaumes 16:10;SKN;65-1206;282;VALIDE;ame saint voie corruption
Psaumes 22:0;SKN;65-1206;167;VALIDE;chap->v.1: dieu dieu pourquoi abandonne
Psaumes 22:0;SKN;65-1206;282;VALIDE;chap->v.16: mont ont perce mes mains mes pieds
Psaumes 22:7;SKN;65-1206;282;PARTIEL;commencé, pas achevé — bouche
Psaumes 22:18;SKN;65-1206;282;PARTIEL;commencé, pas achevé — mes vetements
Psaumes 35:11;SKN;65-1206;282;PARTIEL;commencé, pas achevé — temoins
Psaumes 41:9;SKN;65-1206;282;PARTIEL;commencé, pas achevé — ami
Zacharie 11:12;SKN;65-1206;282;PARTIEL;commencé, pas achevé — dis cela
Zacharie 12:0;SKN;65-1206;282;VALIDE;chap->v.13: part femmes part part femmes part
Esaie 7:14;SKN;65-1206;282;CORRIGE;annoncé Zacharie 13:7
Zacharie 14:7;SKN;65-1206;288;EXACT;sera jour nuit temps soir aura lumiere [couverture 6/10]
Amos 3:7;VGR;65-0718E;63;EXACT;seigneur leternel rien quil revele serviteurs prophetes [couverture 7/9]
Jean 1:0;VGR;65-0718E;68;VALIDE;chap->v.1: etait parole parole etait dieu parole etait dieu
Jean 14:12;VGR;65-0718E;126;EXACT;dis fera lui uvres fais men [couverture 6/14]
actes 2:38;VGR;65-0718E;126;CORRIGE;annoncé Joel 2:38
Luc 17:30;VGR;65-0718E;126;PARTIEL;commencé, pas achevé — meme jour
Malachie 4:0;VGR;65-0718E;160;VALIDE;chap->v.5: voici envoie elie prophete avant jour
Amos 3:7;VGR;65-0718M;117;EXACT;seigneur leternel rien quil revele prophetes [couverture 6/9]
Amos 3:7;VGR;65-0718M;158;VALIDE;seigneur fera quil revele
Amos 3:7;VGR;65-0718M;160;VALIDE;seigneur fera rien quil revele
Apocalypse 10:0;VGR;65-0718M;147;VALIDE;chap->v.7: jours sera mystere dieu sera annonce
Apocalypse 10:0;VGR;65-0718M;166;VALIDE;chap->v.6: celui ciel choses terre choses choses quil
Apocalypse 10:0;VGR;65-0718M;178;VALIDE;chap->v.6: cree choses terre choses choses quil
Deuteronome 4:0;VGR;65-0718M;186;VALIDE;chap->v.1: maintenant israel ecoute ordonnances enseigne afin viviez entriez
Joel 2:28;VGR;65-0718M;152;PARTIEL;commencé, pas achevé — apres cela
Luc 7:7;VGR;65-0718M;138;EXACT;cest suis meme dis parole [couverture 5/14]
Luc 17:30;VGR;65-0718M;178;VALIDE;sera meme fils
Malachie 4:0;VGR;65-0718M;147;VALIDE;chap->v.5: envoie elie prophete avant jour
Malachie 4:0;VGR;65-0718M;171;VALIDE;chap->v.5: voici prophete avant vienne grand jour
Malachie 4:0;VGR;65-0718M;178;VALIDE;chap->v.6: fera fils fils
Marc 7:7;VGR;65-0718M;27;VALIDE;mhonorent vain commandements dhommes
Amos 3:7;VGR;65-1127B;210;EXACT;seigneur fera rien quil revele prophetes [couverture 5/9]
Apocalypse 1:0;VGR;65-1127B;44;VALIDE;chap->v.20: sept sept sept sept sept
Apocalypse 10:0;VGR;65-1127B;301;VALIDE;chap->v.6: jura celui vit siecles siecles ciel choses terre
Deuteronome 4:0;VGR;65-1127B;322;VALIDE;chap->v.2: rien parole nen rien garder dieu
Deuteronome 4:4;VGR;65-1127B;322;PARTIEL;commencé, pas achevé — dieu aujourdhui
Jean 15:0;VGR;65-1127B;19;VALIDE;chap->v.2: sarment porte fruit sarment porte fruit quil porte
actes 2:38;VGR;65-1127B;217;CORRIGE;annoncé Joel 2:38
Luc 17:30;VGR;65-1127B;212;VALIDE;meme jour fils lhomme
Malachie 3:0;VGR;65-1127B;211;VALIDE;chap->v.1: voici jenvoie messager devant moi seigneur viendra
Malachie 4:0;VGR;65-1127B;210;VALIDE;chap->v.5: voici elie prophete avant vienne grand jour
Malachie 4:0;VGR;65-1127B;220;VALIDE;chap->v.1: jour ceux jour
Malachie 4:0;VGR;65-1127B;301;VALIDE;chap->v.5: envoie vienne jour
Malachie 4:0;VGR;65-1127B;322;VALIDE;chap->v.4: souvenez loi moise lui israel
Marc 7:7;VGR;65-1127B;104;VALIDE;mhonorent vain enseignant commandements dhommes
Matthieu 11:0;VGR;65-1127B;211;VALIDE;chap->v.10: cest ici celui voici moi jenvoie messager devant
Psaumes 22:0;VGR;65-1127B;315;VALIDE;chap->v.16: ont perce mes mains mes pieds
Romains 8:0;VGR;65-1127B;139;VALIDE;chap->v.5: selon ont choses selon choses
Amos 3:7;VGR;65-1127E;91;VALIDE;leternel rien quil revele secret prophetes
Apocalypse 1:0;VGR;65-1127E;209;VALIDE;chap->v.1: jesus dieu lui choses arriver
Apocalypse 10:0;VGR;65-1127E;201;VALIDE;chap->v.7: jours septieme ange sera mystere dieu sera annonce
Genese 17:0;VGR;65-1127E;72;VALIDE;chap->v.1: etait ans lui suis dieu devant
Job 14:0;VGR;65-1127E;96;VALIDE;chap->v.13: voulais cacher cache jusqua colere temps moi
Luc 17:30;VGR;65-1127E;175;PARTIEL;commencé, pas achevé — meme jour
Luc 17:30;VGR;65-1127E;187;VALIDE;meme jour fils lhomme manifeste
Malachie 4:0;VGR;65-1127E;187;VALIDE;chap->v.6: fera cur fils cur fils
Malachie 4:0;VGR;65-1127E;201;VALIDE;chap->v.1: voici jour ceux jour
Malachie 4:0;VGR;65-1127E;211;VALIDE;chap->v.6: fera cur cur
Marc 11:0;VGR;65-1127E;175;VALIDE;chap->v.13: loin avait voir quelque chose
Marc 11:23;VGR;65-1127E;128;EXACT;dis montagne ote toi cur quil [couverture 7/14]
