ref;traduction;code;paragraphe;statut;cadre;note
Hebreux 4:15;VGR;64-0816;250;EXACT;CONCEPT;souverain sacrificateur nos infirmites avons choses [couverture 5/12]
Hebreux 6:6;VGR;64-0816;128;VALIDE;CONCEPT;chapitre résolu v6 (4 mots: renouveles repentance soient tombes)
Hebreux 13:8;VGR;64-0816;222;VALIDE;CONCEPT;jesus christ meme hier aujourdhui eternellement
Hebreux 13:8;VGR;64-0816;229;PARTIEL;CONCEPT;commencé, pas achevé — jesus
Hebreux 13:8;VGR;64-0816;233;EXACT;CONCEPT;jesus meme hier aujourdhui eternellement [couverture 5/6]
Hebreux 13:8;VGR;64-0816;250;VALIDE;CONCEPT;meme hier aujourdhui eternellement
Jean 14:12;VGR;64-0816;220;EXACT;CONCEPT;dis celui croit moi fera lui uvres fais [couverture 9/14]
Jean 14:12;VGR;64-0816;223;VALIDE;CONCEPT;dis moi lui uvres fais grandes
Joel 2:28;VGR;64-0816;219;EXACT;CONCEPT;arrivera apres cela repandrai esprit chair vos fils [couverture 10/14]
Luc 17:30;VGR;64-0816;221;EXACT;CONCEPT;sera meme jour fils lhomme manifeste [couverture 5/7]
Luc 24:49;VGR;64-0816;219;EXACT;CONCEPT;voici moi pere ville jusqua soyez revetus puissance [couverture 10/13]
Marc 5:1;VGR;64-0816;56;VALIDE;CONCEPT;chapitre résolu v1 (3 mots: arriverent mer rive)
Marc 5:13;VGR;64-0816;56;VALIDE;CONCEPT;chapitre résolu v13 (4 mots: aussitot furent mer permit)
Marc 5:20;VGR;64-0816;56;VALIDE;CONCEPT;chapitre résolu v20 (3 mots: alla mit sen)
Marc 5:21;VGR;64-0816;56;VALIDE;CONCEPT;chapitre résolu v21 (6 mots: aupres ayant bord foule mer rive)
Marc 5:22;VGR;64-0816;56;VALIDE;CONCEPT;chapitre résolu v22 (5 mots: chefs jairus nomme pieds synagogue)
Marc 5:23;VGR;64-0816;56;VALIDE;CONCEPT;chapitre résolu v23 (4 mots: fille lextremite sauvee vive)
Marc 5:24;VGR;64-0816;56;VALIDE;CONCEPT;chapitre résolu v24 (4 mots: alla foule pressait sen)
Marc 5:26;VGR;64-0816;56;VALIDE;CONCEPT;chapitre résolu v26 (6 mots: allait aucun depense empirant medecins souffert)
Marc 5:27;VGR;64-0816;56;VALIDE;CONCEPT;chapitre résolu v27 (5 mots: ayant foule toucha vetement vint)
Marc 5:28;VGR;64-0816;56;VALIDE;CONCEPT;chapitre résolu v28 (4 mots: guerie serai touche vetements)
Marc 5:29;VGR;64-0816;56;VALIDE;CONCEPT;chapitre résolu v29 (3 mots: aussitot connut guerie)
Marc 5:30;VGR;64-0816;56;VALIDE;CONCEPT;chapitre résolu v30 (6 mots: aussitot foule retournant sortie touche vetements)
Marc 5:31;VGR;64-0816;56;VALIDE;CONCEPT;chapitre résolu v31 (5 mots: dirent disciples foule presse touche)
Marc 5:33;VGR;64-0816;56;VALIDE;CONCEPT;chapitre résolu v33 (5 mots: effrayee jeta sachant tremblante vint)
Marc 5:34;VGR;64-0816;56;VALIDE;CONCEPT;chapitre résolu v34 (4 mots: fille guerie paix sois)
Marc 5:35;VGR;64-0816;56;VALIDE;CONCEPT;chapitre résolu v35 (6 mots: chef fille maitre morte parlait synagogue)
Marc 5:36;VGR;64-0816;56;VALIDE;CONCEPT;chapitre résolu v36 (5 mots: aussitot ayant chef crains synagogue)
Marc 5:38;VGR;64-0816;56;VALIDE;CONCEPT;chapitre résolu v38 (5 mots: chef cris grands pleuraient synagogue)
Marc 5:39;VGR;64-0816;56;VALIDE;CONCEPT;chapitre résolu v39 (4 mots: dort lenfant morte pleurez)
Marc 5:40;VGR;64-0816;56;VALIDE;CONCEPT;chapitre résolu v40 (3 mots: ayant couchee lenfant)
Marc 5:41;VGR;64-0816;56;VALIDE;CONCEPT;chapitre résolu v41 (5 mots: ayant fille lenfant leve talitha)
Marc 5:42;VGR;64-0816;56;VALIDE;CONCEPT;chapitre résolu v42 (5 mots: aussitot douze fille furent leva)
Marc 16:15;VGR;64-0816;220;VALIDE;CONCEPT;chapitre résolu v15 (3 mots: creation levangile prechez)
Marc 16:16;VGR;64-0816;220;VALIDE;CONCEPT;chapitre résolu v16 (5 mots: aura baptise condamne cru sauve)
Marc 16:17;VGR;64-0816;220;VALIDE;CONCEPT;chapitre résolu v17 (4 mots: accompagneront auront cru signes)
Matthieu 24:24;VGR;64-0816;212;VALIDE;CONCEPT;maniere meme elus
Jean 14:12;VGR;65-0217;132;VALIDE;CONCEPT;verite celui moi lui parce
Luc 17:30;VGR;65-0217;132;PARTIEL;CONCEPT;commencé, pas achevé — meme jour
Apocalypse 22:18;VGR;65-1205;45;VALIDE;CONCEPT;chapitre résolu v18 (3 mots: ajoutera paroles quiconque)
Hebreux 13:8;VGR;65-1205;9;VALIDE;CONCEPT;jesus meme hier aujourdhui eternellement
Jean 14:2;VGR;65-1205;17;VALIDE;CONCEPT;chapitre résolu v2 (3 mots: demeures laurais preparer)
Jean 14:3;VGR;65-1205;17;VALIDE;CONCEPT;chapitre résolu v3 (4 mots: men prendrai prepare reviendrai)
Jean 14:5;VGR;65-1205;17;VALIDE;CONCEPT;chapitre résolu v5 (4 mots: chemin pouvons thomas vas)
Apocalypse 22:18;VGR;65-1207;229;VALIDE;CONCEPT;chapitre résolu v18 (3 mots: ajoutera quiconque temoignage)
Hebreux 11:23;VGR;65-1207;245;EXACT;CONCEPT;foi moise etant mois etait [couverture 5/14]
Hebreux 13:8;VGR;65-1207;142;EXACT;CONCEPT;jesus christ meme hier aujourdhui eternellement [couverture 6/6]
Matthieu 24:24;VGR;65-1207;140;VALIDE;CONCEPT;possible meme elus
Apocalypse 22:18;SKN;65-0118;39;VALIDE;CONCEPT;livre ajoute dieu ajoutera
Jean 14:12;SKN;65-0118;98;EXACT;CONCEPT;dis celui croit moi fera lui uvres fais [couverture 9/14]
Matthieu 13:24;SKN;65-0118;1;VALIDE;LECTURE;chapitre résolu v24 (7 mots: champ cieux parabole proposa royaume semblable semence)
Matthieu 13:25;SKN;65-0118;1;VALIDE;LECTURE;chapitre résolu v25 (4 mots: alla ennemi sema vint)
Matthieu 13:27;SKN;65-0118;1;VALIDE;LECTURE;chapitre résolu v27 (5 mots: champ dirent maitre seme semence)
Matthieu 13:28;SKN;65-0118;1;VALIDE;LECTURE;chapitre résolu v28 (3 mots: allions dirent ennemi)
Matthieu 13:30;SKN;65-0118;1;VALIDE;LECTURE;chapitre résolu v30 (8 mots: bruler croitre ensemble grenier laissez liez moisson moissonneurs)
Matthieu 13:31;SKN;65-0118;1;VALIDE;LECTURE;chapitre résolu v31 (7 mots: champ cieux parabole proposa royaume sema semblable)
Matthieu 13:33;SKN;65-0118;1;VALIDE;LECTURE;chapitre résolu v33 (4 mots: cieux parabole royaume semblable)
Matthieu 13:36;SKN;65-0118;1;VALIDE;LECTURE;chapitre résolu v36 (3 mots: champ parabole vinrent)
Matthieu 13:38;SKN;65-0118;1;VALIDE;LECTURE;chapitre résolu v38 (3 mots: champ royaume semence)
Matthieu 13:44;SKN;65-0118;1;VALIDE;LECTURE;chapitre résolu v44 (4 mots: champ cieux royaume semblable)
Matthieu 13:45;SKN;65-0118;1;VALIDE;LECTURE;chapitre résolu v45 (3 mots: cieux royaume semblable)
Matthieu 13:47;SKN;65-0118;1;VALIDE;LECTURE;chapitre résolu v47 (3 mots: cieux royaume semblable)
Matthieu 13:52;SKN;65-0118;1;VALIDE;LECTURE;chapitre résolu v52 (4 mots: cieux maitre royaume semblable)
Matthieu 24:24;SKN;65-0118;6;VALIDE;LECTURE;possible meme elus
Matthieu 24:24;SKN;65-0118;52;VALIDE;CONCEPT;possible meme elus
Apocalypse 22:18;SKN;65-0119;65;EXACT;CONCEPT;moi quiconque ajoute choses dieu lui ajoutera [couverture 7/14]
Exode 19:4;SKN;65-0119;75;EXACT;CONCEPT;portes ailes daigle amenes moi [couverture 5/9]
Luc 17:30;SKN;65-0119;150;EXACT;CONCEPT;sera jour fils lhomme [couverture 5/7]
Luc 17:30;SKN;65-0119;157;EXACT;CONCEPT;sera meme jour fils lhomme [couverture 6/7]
Apocalypse 22:18;SKN;65-0206;73;EXACT;CONCEPT;moi livre ajoute dieu lui [couverture 5/14]
Apocalypse 22:18;VGR;65-0118;39;EXACT;CONCEPT;quiconque livre ajoute dieu ajoutera [couverture 5/14]
Jean 14:12;VGR;65-0118;98;EXACT;CONCEPT;dis celui croit moi fera lui uvres fais [couverture 9/14]
Matthieu 13:24;VGR;65-0118;1;VALIDE;LECTURE;chapitre résolu v24 (7 mots: champ cieux parabole proposa royaume semblable semence)
Matthieu 13:25;VGR;65-0118;1;VALIDE;LECTURE;chapitre résolu v25 (6 mots: alla ennemi livraie sema sen vint)
Matthieu 13:26;VGR;65-0118;1;VALIDE;LECTURE;chapitre résolu v26 (3 mots: fruit livraie parut)
Matthieu 13:27;VGR;65-0118;1;VALIDE;LECTURE;chapitre résolu v27 (8 mots: champ dirent dou livraie maitre nas seme semence)
Matthieu 13:28;VGR;65-0118;1;VALIDE;LECTURE;chapitre résolu v28 (3 mots: allions dirent ennemi)
Matthieu 13:29;VGR;65-0118;1;VALIDE;LECTURE;chapitre résolu v29 (4 mots: deraciniez livraie peur quen)
Matthieu 13:30;VGR;65-0118;1;VALIDE;LECTURE;chapitre résolu v30 (9 mots: bruler croitre ensemble grenier laissez liez livraie moisson)
Matthieu 13:31;VGR;65-0118;1;VALIDE;LECTURE;chapitre résolu v31 (7 mots: champ cieux parabole proposa royaume sema semblable)
Matthieu 13:33;VGR;65-0118;1;VALIDE;LECTURE;chapitre résolu v33 (4 mots: cieux parabole royaume semblable)
Matthieu 13:36;VGR;65-0118;1;VALIDE;LECTURE;chapitre résolu v36 (4 mots: champ livraie parabole vinrent)
Matthieu 13:38;VGR;65-0118;1;VALIDE;LECTURE;chapitre résolu v38 (4 mots: champ livraie royaume semence)
Matthieu 13:44;VGR;65-0118;1;VALIDE;LECTURE;chapitre résolu v44 (5 mots: champ cieux royaume semblable sen)
Matthieu 13:45;VGR;65-0118;1;VALIDE;LECTURE;chapitre résolu v45 (3 mots: cieux royaume semblable)
Matthieu 13:47;VGR;65-0118;1;VALIDE;LECTURE;chapitre résolu v47 (3 mots: cieux royaume semblable)
Matthieu 13:52;VGR;65-0118;1;VALIDE;LECTURE;chapitre résolu v52 (4 mots: cieux maitre royaume semblable)
Matthieu 24:24;VGR;65-0118;6;VALIDE;LECTURE;possible meme elus
Matthieu 24:24;VGR;65-0118;52;VALIDE;CONCEPT;possible meme elus
Apocalypse 22:18;VGR;65-0119;65;EXACT;CONCEPT;moi quiconque ajoute choses dieu lui ajoutera [couverture 7/14]
Exode 19:4;VGR;65-0119;75;EXACT;CONCEPT;portes ailes daigle amenes moi [couverture 5/9]
Luc 17:30;VGR;65-0119;150;EXACT;CONCEPT;sera jour fils lhomme [couverture 5/7]
Luc 17:30;VGR;65-0119;157;EXACT;CONCEPT;sera meme jour fils lhomme [couverture 6/7]
Apocalypse 22:18;VGR;65-0206;100;VALIDE;CONCEPT;moi paroles livre dieu
Apocalypse 22:19;SKN;65-0919;197;EXACT;CONCEPT;chose livre dieu part vie [couverture 5/14]
Hebreux 13:8;SKN;65-0919;64;VALIDE;CONCEPT;jesus meme hier eternellement
Hebreux 13:8;SKN;65-0919;125;VALIDE;CONCEPT;meme hier eternellement
Jean 6:33;SKN;65-0919;207;VALIDE;CONCEPT;pain dieu vie
Marc 16:17;SKN;65-0919;61;VALIDE;CONCEPT;chapitre résolu v17 (9 mots: accompagneront auront chasseront cru demons langues nouvelles parleront)
Marc 16:18;SKN;65-0919;61;VALIDE;CONCEPT;chapitre résolu v18 (3 mots: auront mortel serpents)
Matthieu 24:24;SKN;65-0919;109;VALIDE;CONCEPT;possible meme elus
Psaumes 42:2;SKN;65-0919;20;VALIDE;CONCEPT;chapitre résolu v2 (4 mots: ame paraitrai soif vivant)
Psaumes 42:7;SKN;65-0919;210;PARTIEL;CONCEPT;commencé, pas achevé — appelle passe
Romains 7:21;SKN;65-0919;33;EXACT;CONCEPT;trouve moi veux mal [couverture 5/7]
Apocalypse 22:19;VGR;65-0919;197;EXACT;CONCEPT;chose livre dieu part vie [couverture 5/14]
Hebreux 13:8;VGR;65-0919;64;EXACT;CONCEPT;jesus meme hier aujourdhui eternellement [couverture 5/6]
Hebreux 13:8;VGR;65-0919;125;VALIDE;CONCEPT;meme hier aujourdhui eternellement
Jean 6:33;VGR;65-0919;207;VALIDE;CONCEPT;pain dieu vie
Marc 16:17;VGR;65-0919;61;VALIDE;CONCEPT;chapitre résolu v17 (9 mots: accompagneront auront chasseront cru demons langues nouvelles parleront)
Marc 16:18;VGR;65-0919;61;VALIDE;CONCEPT;chapitre résolu v18 (3 mots: auront mortel serpents)
Matthieu 24:24;VGR;65-0919;109;VALIDE;CONCEPT;possible meme elus
Psaumes 42:1;VGR;65-0919;20;VALIDE;CONCEPT;chapitre résolu v1 (3 mots: ame courants deau)
Psaumes 42:2;VGR;65-0919;20;VALIDE;CONCEPT;chapitre résolu v2 (4 mots: ame paraitrai soif vivant)
Psaumes 42:7;VGR;65-0919;210;VALIDE;CONCEPT;appelle passe moi
Romains 7:21;VGR;65-0919;33;EXACT;CONCEPT;trouve moi veux mal [couverture 5/7]
Colossiens 1:15;SKN;63-0804E;135;PARTIEL;CONCEPT;commencé, pas achevé — dieu invisible
Ephesiens 4:30;SKN;63-0804E;103;EXACT;CONCEPT;nattristez saint dieu lequel avez scelles jour redemption [couverture 8/9]
Galates 3:29;SKN;61-0423;10;VALIDE;CONCEPT;etes christ dabraham heritiers selon promesse
Jean 1:43;SKN;61-0423;71;VALIDE;CONCEPT;chapitre résolu v43 (3 mots: appele seras simon)
Jean 14:7;SKN;61-0423;12;PARTIEL;CONCEPT;commencé, pas achevé — pere maintenant
Matthieu 24:35;SKN;61-0423;14;PARTIEL;CONCEPT;commencé, pas achevé — mes
Romains 9:11;SKN;61-0423;20;VALIDE;CONCEPT;chapitre résolu v11 (4 mots: aient appelle selon soient)
Romains 9:13;SKN;61-0423;20;VALIDE;CONCEPT;chapitre résolu v13 (3 mots: esau hai jacob)
Daniel 2:19;SKN;59-0411E;13;VALIDE;CONCEPT;chapitre résolu v19 (3 mots: cieux daniel nuit)
Daniel 5:25;SKN;58-0520;26;VALIDE;CONCEPT;voici mene upharsin
Daniel 5:25;SKN;58-0618;7;VALIDE;LECTURE;voici mene upharsin
Esaie 61:1;VGR;62-0908;36;EXACT;CONCEPT;lesprit seigneur moi parce oint envoye ceux ont [couverture 7/14]
Daniel 12:1;VGR;62-0311;19;EXACT;CONCEPT;temps grand sera depuis [couverture 5/14] [plage 1-14 éclatée]
Daniel 12:2;VGR;62-0311;19;EXACT;CONCEPT;temps grand sera depuis [couverture 5/14] [plage 1-14 éclatée]
Daniel 12:3;VGR;62-0311;19;EXACT;CONCEPT;temps grand sera depuis [couverture 5/14] [plage 1-14 éclatée]
Daniel 12:4;VGR;62-0311;19;EXACT;CONCEPT;temps grand sera depuis [couverture 5/14] [plage 1-14 éclatée]
Daniel 12:5;VGR;62-0311;19;EXACT;CONCEPT;temps grand sera depuis [couverture 5/14] [plage 1-14 éclatée]
Daniel 12:6;VGR;62-0311;19;EXACT;CONCEPT;temps grand sera depuis [couverture 5/14] [plage 1-14 éclatée]
Daniel 12:7;VGR;62-0311;19;EXACT;CONCEPT;temps grand sera depuis [couverture 5/14] [plage 1-14 éclatée]
Daniel 12:8;VGR;62-0311;19;EXACT;CONCEPT;temps grand sera depuis [couverture 5/14] [plage 1-14 éclatée]
Daniel 12:9;VGR;62-0311;19;EXACT;CONCEPT;temps grand sera depuis [couverture 5/14] [plage 1-14 éclatée]
Daniel 12:10;VGR;62-0311;19;EXACT;CONCEPT;temps grand sera depuis [couverture 5/14] [plage 1-14 éclatée]
Daniel 12:11;VGR;62-0311;19;EXACT;CONCEPT;temps grand sera depuis [couverture 5/14] [plage 1-14 éclatée]
Daniel 12:12;VGR;62-0311;19;EXACT;CONCEPT;temps grand sera depuis [couverture 5/14] [plage 1-14 éclatée]
Daniel 12:13;VGR;62-0311;19;EXACT;CONCEPT;temps grand sera depuis [couverture 5/14] [plage 1-14 éclatée]
Daniel 12:14;VGR;62-0311;19;EXACT;CONCEPT;temps grand sera depuis [couverture 5/14] [plage 1-14 éclatée]
Ephesiens 6:10;VGR;62-0311;298;VALIDE;CONCEPT;reste mes freres seigneur
Ephesiens 6:10;VGR;62-0311;19;PARTIEL;CONCEPT;commencé, pas achevé — reste puissiez [plage 10-17 éclatée]
Ephesiens 6:11;VGR;62-0311;19;PARTIEL;CONCEPT;commencé, pas achevé — reste puissiez [plage 10-17 éclatée]
Ephesiens 6:12;VGR;62-0311;19;PARTIEL;CONCEPT;commencé, pas achevé — reste puissiez [plage 10-17 éclatée]
Ephesiens 6:13;VGR;62-0311;19;PARTIEL;CONCEPT;commencé, pas achevé — reste puissiez [plage 10-17 éclatée]
Ephesiens 6:14;VGR;62-0311;19;PARTIEL;CONCEPT;commencé, pas achevé — reste puissiez [plage 10-17 éclatée]
Ephesiens 6:15;VGR;62-0311;19;PARTIEL;CONCEPT;commencé, pas achevé — reste puissiez [plage 10-17 éclatée]
Ephesiens 6:16;VGR;62-0311;19;PARTIEL;CONCEPT;commencé, pas achevé — reste puissiez [plage 10-17 éclatée]
Ephesiens 6:17;VGR;62-0311;19;PARTIEL;CONCEPT;commencé, pas achevé — reste puissiez [plage 10-17 éclatée]
Genese 3:1;VGR;62-0311;112;VALIDE;CONCEPT;etait dieu jardin
Genese 3:4;VGR;62-0311;210;EXACT;CONCEPT;serpent femme mourrez certainement [couverture 4/4]
Hebreux 4:12;VGR;62-0311;152;VALIDE;CONCEPT;chapitre résolu v12 (4 mots: discerne epee penetrante tranchants)
Jacques 4:7;VGR;62-0311;396;VALIDE;CONCEPT;dieu resistez diable
Deuteronome 7:7;SKN;61-0827;90;PARTIEL;CONCEPT;commencé, pas achevé — etes
Hebreux 13:8;SKN;61-0827;185;VALIDE;CONCEPT;jesus meme hier
Jean 4:7;SKN;61-0827;220;VALIDE;CONCEPT;chapitre résolu v7 (3 mots: boire puiser samarie)
Jean 4:8;SKN;61-0827;220;VALIDE;CONCEPT;chapitre résolu v8 (3 mots: acheter disciples vivres)
Jean 4:9;SKN;61-0827;220;VALIDE;CONCEPT;chapitre résolu v9 (5 mots: boire juif juifs relations samaritains)
Jean 4:11;SKN;61-0827;220;VALIDE;CONCEPT;chapitre résolu v11 (3 mots: eau puiser puits)
Jean 5:24;SKN;61-0827;170;EXACT;CONCEPT;verite celui parole croit envoye vie eternelle vient [couverture 12/14]
Deuteronome 14:24;SKN;60-0309;29;VALIDE;CONCEPT;chapitre résolu v24 (3 mots: aura mettre trop)
Deuteronome 14:2;VGR;59-0301M;95;PARTIEL;CONCEPT;commencé, pas achevé — dieu
Deuteronome 16:11;VGR;65-0425;86;VALIDE;CONCEPT;chapitre résolu v11 (3 mots: choisi leternel portes)
Ephesiens 1:21;VGR;65-0425;157;VALIDE;CONCEPT;puissance nom nomme
Ephesiens 4:30;VGR;65-0425;96;EXACT;CONCEPT;nattristez saint esprit dieu lequel avez scelles jour [couverture 9/9]
Hebreux 13:8;VGR;65-0425;187;VALIDE;CONCEPT;jesus christ meme hier aujourdhui eternellement
Jean 5:43;VGR;65-0425;67;EXACT;CONCEPT;moi suis venu nom pere recevez autre propre [couverture 10/12]
Jean 14:12;VGR;65-0425;187;EXACT;CONCEPT;dis celui croit moi fera lui uvres fais [couverture 10/14]
Marc 16:15;VGR;65-0425;207;VALIDE;CONCEPT;chapitre résolu v15 (3 mots: creation levangile prechez)
Marc 16:17;VGR;65-0425;207;VALIDE;CONCEPT;chapitre résolu v17 (4 mots: accompagneront auront cru signes)
Matthieu 1:23;VGR;65-0425;72;EXACT;CONCEPT;fils appellera nom emmanuel dieu [couverture 5/11]
Matthieu 27:52;VGR;65-0425;180;VALIDE;CONCEPT;chapitre résolu v52 (3 mots: endormis ressusciterent saints)
Matthieu 27:53;VGR;65-0425;180;VALIDE;CONCEPT;chapitre résolu v53 (4 mots: apparurent entrerent plusieurs resurrection)
Romains 8:1;VGR;65-0425;100;EXACT;CONCEPT;maintenant aucune condamnation ceux christ jesus [couverture 6/6]
Romains 8:11;VGR;65-0425;147;EXACT;CONCEPT;lesprit ressuscite jesus dentre morts habite vivifiera vos [couverture 11/14]
Deuteronome 18:15;SKN;62-0117;200;PARTIEL;CONCEPT;commencé, pas achevé — dieu moi
Deuteronome 18:22;SKN;62-0117;183;EXACT;CONCEPT;prophete leternel chose cest peur [couverture 6/14]
Esaie 28:11;SKN;62-0117;220;VALIDE;CONCEPT;levres langue parlera peuple
Jean 14:12;SKN;62-0117;185;EXACT;CONCEPT;celui croit moi fera lui fais [couverture 8/14]
Joel 2:28;SKN;62-0117;221;EXACT;CONCEPT;cela repandrai esprit chair vos fils filles prophetiseront [couverture 10/14]
Nombres 14:41;SKN;62-0117;45;EXACT;CONCEPT;moise pourquoi transgressez leternel cela reussira [couverture 6/8]
Hebreux 4:12;SKN;63-0627;68;EXACT;CONCEPT;parole dieu epee deux tranchants [couverture 5/14]
Jean 1:33;SKN;63-0627;80;VALIDE;CONCEPT;chapitre résolu v33 (3 mots: baptiser deau descendre)
Jean 5:19;SKN;63-0627;144;EXACT;CONCEPT;jesus verite dis fils rien lui quil pere [couverture 9/14]
Jean 6:31;SKN;63-0627;138;VALIDE;CONCEPT;chapitre résolu v31 (3 mots: desert manne pain)
Jean 12:20;SKN;63-0627;33;VALIDE;CONCEPT;chapitre résolu v20 (4 mots: adorer fete grecs montes)
Jean 12:21;SKN;63-0627;33;VALIDE;CONCEPT;chapitre résolu v21 (3 mots: bethsaida galilee philippe)
Jean 12:20;SKN;63-0627;79;PARTIEL;CONCEPT;commencé, pas achevé — avait ceux
Deuteronome 18:5;SKN;60-0110;74;EXACT;CONCEPT;dieu lui fils tes quil nom [couverture 6/14]
Jean 5:19;SKN;60-0110;89;EXACT;CONCEPT;jesus dis lui meme quil chose pere quelque [couverture 8/14]
Jean 15:6;SKN;60-0110;76;VALIDE;CONCEPT;chapitre résolu v6 (3 mots: dehors met sarment)
Marc 11:24;SKN;60-0110;77;VALIDE;CONCEPT;cest pourquoi dis croyez sera
Deuteronome 18:15;SKN;60-0109;25;VALIDE;CONCEPT;leternel dieu suscitera prophete moi milieu toi dentre
Hebreux 13:7;SKN;60-0109;13;VALIDE;LECTURE;chapitre résolu v7 (4 mots: annonce conducteurs imitez souvenez)
Jean 1:19;SKN;60-0109;25;VALIDE;CONCEPT;chapitre résolu v19 (3 mots: demander juifs temoignage)
Jean 1:33;SKN;60-0109;25;VALIDE;CONCEPT;chapitre résolu v33 (3 mots: baptise baptiser descendre)
Jean 1:42;SKN;60-0109;28;VALIDE;CONCEPT;chapitre résolu v42 (3 mots: messie propre simon)
Jean 1:43;SKN;60-0109;28;VALIDE;CONCEPT;chapitre résolu v43 (4 mots: appele cephas jonas simon)
Jean 1:47;SKN;60-0109;28;VALIDE;CONCEPT;chapitre résolu v47 (3 mots: nathanael philippe viens)
Jean 1:49;SKN;60-0109;28;VALIDE;CONCEPT;chapitre résolu v49 (3 mots: appele nathanael philippe)
Jean 5:19;SKN;60-0109;36;EXACT;CONCEPT;jesus verite dis fils rien lui meme quil [couverture 8/14]
Jean 14:12;SKN;60-0109;42;EXACT;CONCEPT;verite dis celui croit moi lui fais parce [couverture 6/14]
Psaumes 103:1;SKN;60-0109;6;VALIDE;CONCEPT;chapitre résolu v1 (3 mots: ame benis leternel)
Psaumes 103:2;SKN;60-0109;6;VALIDE;CONCEPT;chapitre résolu v2 (4 mots: ame aucun benis leternel)
Psaumes 103:3;SKN;60-0109;6;VALIDE;CONCEPT;chapitre résolu v3 (4 mots: guerit iniquites pardonne tes)
Psaumes 103:22;SKN;60-0109;6;VALIDE;CONCEPT;chapitre résolu v22 (3 mots: ame benis leternel)
Deuteronome 18:15;SKN;64-0311;89;EXACT;CONCEPT;leternel dieu suscitera prophete moi milieu [couverture 6/11]
Hebreux 1:1;SKN;64-0311;64;EXACT;CONCEPT;dieu plusieurs reprises parle prophetes [couverture 6/10]
Hebreux 1:1;SKN;64-0311;72;EXACT;CONCEPT;dieu plusieurs reprises manieres parle peres prophetes [couverture 8/10]
Hebreux 1:1;SKN;64-0311;9;EXACT;LECTURE;dieu autrefois plusieurs reprises manieres parle peres prophetes [couverture 9/1 [plage 1-3 éclatée]
Hebreux 1:2;SKN;64-0311;9;EXACT;LECTURE;dieu autrefois plusieurs reprises manieres parle peres prophetes [couverture 9/1 [plage 1-3 éclatée]
Hebreux 1:3;SKN;64-0311;9;EXACT;LECTURE;dieu autrefois plusieurs reprises manieres parle peres prophetes [couverture 9/1 [plage 1-3 éclatée]
Hebreux 4:12;SKN;64-0311;135;EXACT;CONCEPT;parole dieu epee deux tranchants jusqua lesprit [couverture 7/14]
Hebreux 4:14;SKN;64-0311;143;EXACT;CONCEPT;grand souverain sacrificateur jesus fils dieu [couverture 5/12]
Hebreux 10:1;SKN;64-0311;86;VALIDE;CONCEPT;meme choses jamais
Hebreux 13:8;SKN;64-0311;72;EXACT;CONCEPT;jesus christ meme hier aujourdhui eternellement [couverture 6/6]
Hebreux 13:8;SKN;64-0311;86;VALIDE;CONCEPT;meme hier aujourdhui eternellement
