ref;traduction;code;paragraphe;statut;cadre;note
Ezechiel 43:2;SKN;61-0730E;118;VALIDE;CONCEPT;chapitre résolu v2 (5 mots: disrael eaux grandes lorient voix)
Ezechiel 43:3;SKN;61-0730E;118;VALIDE;CONCEPT;chapitre résolu v3 (8 mots: detruire face fleuve javais kebar pres tombai vision)
Ezechiel 43:4;SKN;61-0730E;118;VALIDE;CONCEPT;chapitre résolu v4 (3 mots: entra leternel lorient)
Ezechiel 43:5;SKN;61-0730E;118;VALIDE;CONCEPT;chapitre résolu v5 (5 mots: interieur leternel menleva parvis remplissait)
Ezechiel 43:6;SKN;61-0730E;118;VALIDE;CONCEPT;chapitre résolu v6 (3 mots: jentendis parlait tenait)
Jeremie 3:6;SKN;61-0730E;128;VALIDE;CONCEPT;chapitre résolu v6 (6 mots: arbre israel leternel roi sen vert)
Jeremie 3:12;SKN;61-0730E;128;VALIDE;CONCEPT;chapitre résolu v12 (10 mots: colere crie ferai irrite israel leternel paroles peser)
Jeremie 3:13;SKN;61-0730E;128;VALIDE;CONCEPT;chapitre résolu v13 (9 mots: arbre ecoute etrangers iniquite leternel reconnais tes vert)
Jeremie 3:14;SKN;61-0730E;128;VALIDE;CONCEPT;chapitre résolu v14 (8 mots: epouses famille ferai infideles leternel prendrai revenez sion)
Jeremie 3:15;SKN;61-0730E;128;VALIDE;CONCEPT;chapitre résolu v15 (4 mots: connaissance donnerai intelligence selon)
Jeremie 3:16;SKN;61-0730E;128;VALIDE;CONCEPT;chapitre résolu v16 (11 mots: arrivera aurez dira fructifie lalliance leternel montera multiplie)
Jeremie 3:17;SKN;61-0730E;128;VALIDE;CONCEPT;chapitre résolu v17 (8 mots: appellera jerusalem leternel marcheront mauvais nations suivant trone)
Jeremie 3:22;SKN;61-0730E;128;VALIDE;CONCEPT;chapitre résolu v22 (3 mots: infideles leternel revenez)
Jeremie 3:25;SKN;61-0730E;128;VALIDE;CONCEPT;chapitre résolu v25 (3 mots: ecoute leternel voix)
Jeremie 3:12;SKN;61-0730E;128;VALIDE;CONCEPT;crie paroles dis reviens israel leternel ferai peser
Levitique 8:10;SKN;61-0730E;122;EXACT;CONCEPT;moise prit lhuile oignit tabernacle choses etaient sanctifia [couverture 8/9]
Romains 11:17;SKN;61-0730E;42;VALIDE;CONCEPT;chapitre résolu v17 (4 mots: ente lolivier olivier sauvage)
Romains 11:21;SKN;61-0730E;42;VALIDE;CONCEPT;chapitre résolu v21 (3 mots: epargne nature selon)
Romains 11:22;SKN;61-0730E;42;VALIDE;CONCEPT;chapitre résolu v22 (8 mots: autrement bonte considere coupe envers seras severite tombes)
Romains 11:23;SKN;61-0730E;42;VALIDE;CONCEPT;chapitre résolu v23 (6 mots: enter entes lincredulite puissant seront sils)
Romains 11:24;SKN;61-0730E;42;VALIDE;CONCEPT;chapitre résolu v24 (11 mots: coupe ente entes franc lolivier nature olivier propre)
Romains 11:25;SKN;61-0730E;42;VALIDE;CONCEPT;chapitre résolu v25 (6 mots: entree ignoriez israel mystere nations sages)
Romains 11:26;SKN;61-0730E;42;VALIDE;CONCEPT;chapitre résolu v26 (5 mots: israel jacob sauve selon viendra)
Romains 11:21;SKN;61-0730E;42;EXACT;CONCEPT;dieu epargne selon nature quil tepargne [couverture 6/9]
Zacharie 12:5;SKN;61-0730E;80;VALIDE;CONCEPT;chapitre résolu v5 (3 mots: armees habitants jerusalem)
Zacharie 12:7;SKN;61-0730E;80;VALIDE;CONCEPT;chapitre résolu v7 (3 mots: david habitants jerusalem)
Zacharie 12:8;SKN;61-0730E;80;VALIDE;CONCEPT;chapitre résolu v8 (3 mots: david habitants jerusalem)
Zacharie 12:10;SKN;61-0730E;80;VALIDE;CONCEPT;chapitre résolu v10 (8 mots: aura david habitants jerusalem perce premier repandrai unique)
Zacharie 12:11;SKN;61-0730E;80;VALIDE;CONCEPT;chapitre résolu v11 (4 mots: aura hadadrimmon jerusalem meguiddon)
Zacharie 12:12;SKN;61-0730E;80;VALIDE;CONCEPT;chapitre résolu v12 (3 mots: david famille nathan)
Apocalypse 19:21;VGR;61-0730E;135;VALIDE;CONCEPT;celui etait assis cheval bouche
Apocalypse 20:1;VGR;61-0730E;98;VALIDE;CONCEPT;chapitre résolu v1 (4 mots: ange chaine labime vis)
Apocalypse 20:2;VGR;61-0730E;98;VALIDE;CONCEPT;chapitre résolu v2 (7 mots: ancien diable dragon lia saisit satan serpent)
Apocalypse 20:3;VGR;61-0730E;98;VALIDE;CONCEPT;chapitre résolu v3 (4 mots: accomplis delie jeta labime)
Apocalypse 20:7;VGR;61-0730E;98;VALIDE;CONCEPT;chapitre résolu v7 (3 mots: accomplis delie satan)
Daniel 9:24;VGR;61-0730E;39;VALIDE;CONCEPT;chapitre résolu v24 (8 mots: justice liniquite oindre sainte saints sceller semaines vision)
Daniel 12:1;VGR;61-0730E;105;VALIDE;CONCEPT;chapitre résolu v1 (10 mots: chef delivre detresse ecrit levera micael nation quiconque)
Daniel 12:2;VGR;61-0730E;105;VALIDE;CONCEPT;chapitre résolu v2 (9 mots: dhorreur dorment eternelle lopprobre objet plusieurs poussiere reveilleront)
Daniel 12:3;VGR;61-0730E;105;VALIDE;CONCEPT;chapitre résolu v3 (8 mots: brilleront enseigne etoiles justice letendue multitude sages splendeur)
Daniel 12:4;VGR;61-0730E;105;VALIDE;CONCEPT;chapitre résolu v4 (6 mots: cache daniel jusquau paroles plusieurs scelle)
Daniel 12:9;VGR;61-0730E;105;VALIDE;CONCEPT;chapitre résolu v9 (3 mots: daniel jusquau paroles)
Daniel 12:10;VGR;61-0730E;105;VALIDE;CONCEPT;chapitre résolu v10 (3 mots: plusieurs sages seront)
Esaie 11:1;VGR;61-0730E;132;VALIDE;CONCEPT;chapitre résolu v1 (5 mots: disai racines rejeton sortira tronc)
Esaie 11:2;VGR;61-0730E;132;VALIDE;CONCEPT;chapitre résolu v2 (8 mots: connaissance conseil crainte dintelligence force leternel reposera sagesse)
Esaie 11:3;VGR;61-0730E;132;VALIDE;CONCEPT;chapitre résolu v3 (3 mots: crainte jugera leternel)
Esaie 11:4;VGR;61-0730E;132;VALIDE;CONCEPT;chapitre résolu v4 (9 mots: bouche frappera jugera justice levres mechant mourir souffle)
Esaie 11:5;VGR;61-0730E;132;VALIDE;CONCEPT;chapitre résolu v5 (3 mots: ceinture justice reins)
Esaie 11:6;VGR;61-0730E;132;VALIDE;CONCEPT;chapitre résolu v6 (10 mots: chevreau conduira couchera ensemble habitera lagneau lion loup)
Esaie 11:7;VGR;61-0730E;132;VALIDE;CONCEPT;chapitre résolu v7 (7 mots: buf lion lourse mangera paille paitra vache)
Esaie 11:8;VGR;61-0730E;132;VALIDE;CONCEPT;chapitre résolu v8 (6 mots: lantre lenfant nourrisson sebattra sevre vipere)
Esaie 11:9;VGR;61-0730E;132;VALIDE;CONCEPT;chapitre résolu v9 (8 mots: connaissance eaux fond leternel mer montagne sainte tort)
Esaie 11:11;VGR;61-0730E;132;VALIDE;CONCEPT;chapitre résolu v11 (3 mots: mer mettra seconde)
Esaie 11:15;VGR;61-0730E;132;VALIDE;CONCEPT;chapitre résolu v15 (3 mots: frappera leternel mer)
Esaie 65:4;VGR;61-0730E;130;VALIDE;CONCEPT;chapitre résolu v4 (3 mots: habite mange nuit)
Esaie 65:9;VGR;61-0730E;130;VALIDE;CONCEPT;chapitre résolu v9 (3 mots: elus ferai montagnes)
Esaie 65:11;VGR;61-0730E;130;VALIDE;CONCEPT;chapitre résolu v11 (3 mots: leternel montagne sainte)
Esaie 65:12;VGR;61-0730E;130;VALIDE;CONCEPT;chapitre résolu v12 (3 mots: ecoute mauvais navez)
Esaie 65:13;VGR;61-0730E;130;VALIDE;CONCEPT;chapitre résolu v13 (3 mots: aurez leternel mangeront)
Esaie 65:15;VGR;61-0730E;130;VALIDE;CONCEPT;chapitre résolu v15 (4 mots: appellera elus leternel mettra)
Esaie 65:17;VGR;61-0730E;130;VALIDE;CONCEPT;chapitre résolu v17 (4 mots: cieux nouveaux nouvelle souviendra)
Esaie 65:18;VGR;61-0730E;130;VALIDE;CONCEPT;chapitre résolu v18 (3 mots: jerusalem joie rejouissez)
Esaie 65:19;VGR;61-0730E;130;VALIDE;CONCEPT;chapitre résolu v19 (5 mots: cris entendra jerusalem pleurs voix)
Esaie 65:20;VGR;61-0730E;130;VALIDE;CONCEPT;chapitre résolu v20 (4 mots: aura maudit mourra pecheur)
Esaie 65:21;VGR;61-0730E;130;VALIDE;CONCEPT;chapitre résolu v21 (7 mots: batiront fruit habiteront maisons mangeront planteront vignes)
Esaie 65:22;VGR;61-0730E;130;VALIDE;CONCEPT;chapitre résolu v22 (7 mots: arbre batiront elus habite mange planteront seront)
Esaie 65:23;VGR;61-0730E;130;VALIDE;CONCEPT;chapitre résolu v23 (4 mots: leternel posterite travailleront vain)
Esaie 65:24;VGR;61-0730E;130;VALIDE;CONCEPT;chapitre résolu v24 (3 mots: arrivera jexaucerai repondrai)
Esaie 65:25;VGR;61-0730E;130;VALIDE;CONCEPT;chapitre résolu v25 (15 mots: buf ensemble lagneau leternel lion loup mangera montagne)
Esaie 65:4;VGR;61-0730E;131;VALIDE;CONCEPT;chapitre résolu v4 (4 mots: chair habite mange nuit)
Esaie 65:8;VGR;61-0730E;131;VALIDE;CONCEPT;chapitre résolu v8 (3 mots: ferai leternel serviteurs)
Esaie 65:9;VGR;61-0730E;131;VALIDE;CONCEPT;chapitre résolu v9 (4 mots: elus ferai montagnes serviteurs)
Esaie 65:11;VGR;61-0730E;131;VALIDE;CONCEPT;chapitre résolu v11 (4 mots: leternel montagne sainte vin)
Esaie 65:13;VGR;61-0730E;131;VALIDE;CONCEPT;chapitre résolu v13 (3 mots: leternel mangeront serviteurs)
Esaie 65:15;VGR;61-0730E;131;VALIDE;CONCEPT;chapitre résolu v15 (4 mots: elus leternel mettra serviteurs)
Esaie 65:17;VGR;61-0730E;131;VALIDE;CONCEPT;chapitre résolu v17 (3 mots: cieux nouveaux nouvelle)
Esaie 65:18;VGR;61-0730E;131;VALIDE;CONCEPT;chapitre résolu v18 (3 mots: jerusalem joie rejouissez)
Esaie 65:19;VGR;61-0730E;131;VALIDE;CONCEPT;chapitre résolu v19 (5 mots: cris entendra jerusalem pleurs voix)
Esaie 65:20;VGR;61-0730E;131;VALIDE;CONCEPT;chapitre résolu v20 (4 mots: aura maudit mourra pecheur)
Esaie 65:21;VGR;61-0730E;131;VALIDE;CONCEPT;chapitre résolu v21 (7 mots: batiront fruit habiteront maisons mangeront planteront vignes)
Esaie 65:22;VGR;61-0730E;131;VALIDE;CONCEPT;chapitre résolu v22 (6 mots: batiront elus habite mange planteront seront)
Esaie 65:23;VGR;61-0730E;131;VALIDE;CONCEPT;chapitre résolu v23 (4 mots: leternel posterite travailleront vain)
Esaie 65:25;VGR;61-0730E;131;VALIDE;CONCEPT;chapitre résolu v25 (15 mots: buf ensemble lagneau leternel lion loup mangera montagne)
Ezechiel 43:2;VGR;61-0730E;118;VALIDE;CONCEPT;chapitre résolu v2 (5 mots: disrael eaux grandes lorient voix)
Ezechiel 43:3;VGR;61-0730E;118;VALIDE;CONCEPT;chapitre résolu v3 (8 mots: detruire face fleuve javais kebar pres tombai vision)
Ezechiel 43:4;VGR;61-0730E;118;VALIDE;CONCEPT;chapitre résolu v4 (3 mots: entra leternel lorient)
Ezechiel 43:5;VGR;61-0730E;118;VALIDE;CONCEPT;chapitre résolu v5 (5 mots: interieur leternel menleva parvis remplissait)
Jeremie 3:2;VGR;61-0730E;128;VALIDE;CONCEPT;chapitre résolu v2 (3 mots: chemins iniquite tes)
Jeremie 3:6;VGR;61-0730E;128;VALIDE;CONCEPT;chapitre résolu v6 (7 mots: arbre israel leternel linfidele roi sen vert)
Jeremie 3:8;VGR;61-0730E;128;VALIDE;CONCEPT;chapitre résolu v8 (3 mots: israel linfidele sen)
Jeremie 3:11;VGR;61-0730E;128;VALIDE;CONCEPT;chapitre résolu v11 (3 mots: israel leternel linfidele)
Jeremie 3:12;VGR;61-0730E;128;VALIDE;CONCEPT;chapitre résolu v12 (13 mots: colere crie ferai garderai irrite israel leternel linfidele)
Jeremie 3:13;VGR;61-0730E;128;VALIDE;CONCEPT;chapitre résolu v13 (12 mots: arbre chemins ecoute iniquite leternel navez rebellee reconnais)
Jeremie 3:14;VGR;61-0730E;128;VALIDE;CONCEPT;chapitre résolu v14 (8 mots: epouses famille ferai infideles leternel prendrai revenez sion)
Jeremie 3:15;VGR;61-0730E;128;VALIDE;CONCEPT;chapitre résolu v15 (4 mots: connaissance donnerai intelligence selon)
Jeremie 3:16;VGR;61-0730E;128;VALIDE;CONCEPT;chapitre résolu v16 (11 mots: arrivera aurez dira fructifie lalliance leternel montera multiplie)
Jeremie 3:17;VGR;61-0730E;128;VALIDE;CONCEPT;chapitre résolu v17 (8 mots: appellera jerusalem leternel marcheront mauvais nations suivant trone)
Jeremie 3:22;VGR;61-0730E;128;VALIDE;CONCEPT;chapitre résolu v22 (3 mots: infideles leternel revenez)
Jeremie 3:25;VGR;61-0730E;128;VALIDE;CONCEPT;chapitre résolu v25 (3 mots: ecoute leternel voix)
Jeremie 3:12;VGR;61-0730E;128;VALIDE;CONCEPT;crie paroles nord dis reviens israel linfidele leternel
Levitique 8:10;VGR;61-0730E;122;EXACT;CONCEPT;moise prit lhuile oignit tabernacle choses etaient sanctifia [couverture 8/9]
Romains 11:2;VGR;61-0730E;42;VALIDE;CONCEPT;chapitre résolu v2 (3 mots: israel lecriture lequel)
Romains 11:17;VGR;61-0730E;42;VALIDE;CONCEPT;chapitre résolu v17 (4 mots: ente lolivier olivier sauvage)
Romains 11:21;VGR;61-0730E;42;VALIDE;CONCEPT;chapitre résolu v21 (3 mots: epargne nature selon)
Romains 11:22;VGR;61-0730E;42;VALIDE;CONCEPT;chapitre résolu v22 (8 mots: autrement bonte considere coupe envers seras severite tombes)
Romains 11:23;VGR;61-0730E;42;VALIDE;CONCEPT;chapitre résolu v23 (6 mots: enter entes lincredulite puissant seront sils)
Romains 11:24;VGR;61-0730E;42;VALIDE;CONCEPT;chapitre résolu v24 (11 mots: coupe ente entes franc lolivier nature olivier propre)
Romains 11:25;VGR;61-0730E;42;VALIDE;CONCEPT;chapitre résolu v25 (6 mots: entree ignoriez israel mystere nations sages)
Romains 11:26;VGR;61-0730E;42;VALIDE;CONCEPT;chapitre résolu v26 (5 mots: israel jacob sauve selon viendra)
Romains 11:21;VGR;61-0730E;42;EXACT;CONCEPT;dieu epargne selon nature quil tepargne [couverture 6/9]
Zacharie 12:5;VGR;61-0730E;80;VALIDE;CONCEPT;chapitre résolu v5 (3 mots: armees habitants jerusalem)
Zacharie 12:7;VGR;61-0730E;80;VALIDE;CONCEPT;chapitre résolu v7 (3 mots: david habitants jerusalem)
Zacharie 12:8;VGR;61-0730E;80;VALIDE;CONCEPT;chapitre résolu v8 (3 mots: david habitants jerusalem)
Zacharie 12:10;VGR;61-0730E;80;VALIDE;CONCEPT;chapitre résolu v10 (8 mots: aura david habitants jerusalem perce premier repandrai unique)
Zacharie 12:11;VGR;61-0730E;80;VALIDE;CONCEPT;chapitre résolu v11 (3 mots: aura hadadrimmon jerusalem)
Zacharie 12:12;VGR;61-0730E;80;VALIDE;CONCEPT;chapitre résolu v12 (3 mots: david famille nathan)
Hebreux 4:12;SKN;62-0719E;55;VALIDE;CONCEPT;parole dieu epee deux tranchants lesprit
Apocalypse 21:4;VGR;63-0317M;78;VALIDE;CONCEPT;chapitre résolu v4 (4 mots: aura deuil larme premieres)
Apocalypse 21:12;VGR;63-0317M;78;VALIDE;CONCEPT;chapitre résolu v12 (3 mots: disrael douze tribus)
Esaie 40:2;VGR;63-0317M;297;VALIDE;CONCEPT;chapitre résolu v2 (6 mots: criez double iniquite jerusalem leternel peches)
Esaie 40:3;VGR;63-0317M;297;VALIDE;CONCEPT;chapitre résolu v3 (8 mots: aplanissez chemin crie desert leternel preparez route voix)
Esaie 40:4;VGR;63-0317M;297;VALIDE;CONCEPT;chapitre résolu v4 (5 mots: abaissees colline lieux montagne vallee)
Esaie 40:9;VGR;63-0317M;297;VALIDE;CONCEPT;chapitre résolu v9 (3 mots: jerusalem montagne voix)
Jean 3:16;VGR;63-0317M;392;PARTIEL;CONCEPT;commencé, pas achevé — dieu
Jean 14:2;VGR;63-0317M;79;VALIDE;CONCEPT;chapitre résolu v2 (3 mots: demeures plusieurs preparer)
Malachie 3:1;VGR;63-0317M;297;VALIDE;CONCEPT;chapitre résolu v1 (11 mots: armees chemin cherchez jenvoie lalliance leternel messager prenez)
Malachie 3:1;VGR;63-0317M;315;VALIDE;CONCEPT;chapitre résolu v1 (4 mots: chemin lalliance messager preparera)
Marc 11:22;VGR;63-0317M;419;PARTIEL;CONCEPT;commencé, pas achevé — jesus dieu
Matthieu 11:10;VGR;63-0317M;299;EXACT;CONCEPT;cest ici celui voici moi jenvoie messager devant [couverture 9/14]
Matthieu 11:10;VGR;63-0317M;363;VALIDE;CONCEPT;cest moi devant
Apocalypse 21:1;VGR;65-0124;86;VALIDE;CONCEPT;chapitre résolu v1 (3 mots: nouvelle premier vis)
Jean 3:16;VGR;65-0124;65;EXACT;CONCEPT;dieu aime monde quil donne croit lui [couverture 7/14]
Jean 5:7;VGR;65-0124;46;VALIDE;CONCEPT;malade nai leau
Jean 16:21;VGR;65-0124;36;PARTIEL;CONCEPT;commencé, pas achevé — femme lenfant
Malachie 3:1;VGR;65-0124;129;VALIDE;CONCEPT;messager chemin devant moi
Matthieu 24:24;VGR;65-0124;102;VALIDE;CONCEPT;chapitre résolu v24 (3 mots: elus possible seduire)
Matthieu 24:24;VGR;65-0124;104;VALIDE;CONCEPT;chapitre résolu v24 (3 mots: elus possible seduire)
Matthieu 24:24;VGR;65-0124;192;VALIDE;CONCEPT;possible meme elus
Apocalypse 22:13;SKN;64-0617;30;VALIDE;CONCEPT;chapitre résolu v13 (3 mots: commencement dernier premier)
Deuteronome 18:15;SKN;64-0617;46;VALIDE;CONCEPT;dieu prophete moi
Deuteronome 18:15;SKN;64-0617;49;EXACT;CONCEPT;leternel dieu suscitera prophete moi [couverture 5/11]
Deuteronome 18:15;SKN;64-0617;99;PARTIEL;CONCEPT;commencé, pas achevé — prophete
Hebreux 4:12;SKN;64-0617;59;VALIDE;CONCEPT;chapitre résolu v12 (5 mots: discerne epee intentions pensees tranchants)
Hebreux 4:12;SKN;64-0617;59;EXACT;CONCEPT;parole dieu epee deux tranchants [couverture 5/14]
Hebreux 4:12;SKN;64-0617;171;VALIDE;CONCEPT;parole dieu jusqua
Hebreux 13:8;SKN;64-0617;2;EXACT;LECTURE;jesus meme hier aujourdhui eternellement [couverture 5/6]
Hebreux 13:8;SKN;64-0617;22;EXACT;CONCEPT;jesus meme hier aujourdhui eternellement [couverture 5/6]
Hebreux 13:8;SKN;64-0617;32;EXACT;CONCEPT;jesus christ meme hier aujourdhui eternellement [couverture 6/6]
Hebreux 13:8;SKN;64-0617;135;EXACT;CONCEPT;jesus christ meme hier aujourdhui eternellement [couverture 6/6]
Jean 1:46;SKN;64-0617;34;VALIDE;CONCEPT;chapitre résolu v46 (3 mots: ecrit loi prophetes)
Jean 4:7;SKN;64-0617;122;VALIDE;CONCEPT;chapitre résolu v7 (3 mots: boire leau puiser)
Jean 4:9;SKN;64-0617;122;VALIDE;CONCEPT;chapitre résolu v9 (4 mots: boire juifs samaritaine samaritains)
Jean 4:10;SKN;64-0617;122;VALIDE;CONCEPT;chapitre résolu v10 (3 mots: boire connaissais leau)
Jean 4:20;SKN;64-0617;122;VALIDE;CONCEPT;chapitre résolu v20 (3 mots: adorer jerusalem montagne)
Jean 10:35;SKN;64-0617;34;EXACT;CONCEPT;sil dieux ceux parole dieu aneantie [couverture 5/9]
Malachie 3:1;SKN;64-0617;81;VALIDE;CONCEPT;chapitre résolu v1 (3 mots: chemin jenvoie messager)
Malachie 3:6;SKN;64-0617;32;PARTIEL;CONCEPT;commencé, pas achevé — change fils
Malachie 3:6;SKN;64-0617;58;PARTIEL;CONCEPT;commencé, pas achevé — change fils
Marc 16:16;SKN;64-0617;199;VALIDE;CONCEPT;chapitre résolu v16 (4 mots: baptise condamne cru sauve)
Marc 16:17;SKN;64-0617;199;VALIDE;CONCEPT;chapitre résolu v17 (3 mots: accompagneront auront cru)
Zacharie 14:6;SKN;64-0617;130;VALIDE;CONCEPT;arrivera jour quil lumiere
Jean 14:12;SKN;65-0217;132;VALIDE;CONCEPT;verite celui moi fera lui parce
Luc 17:30;SKN;65-0217;132;PARTIEL;CONCEPT;commencé, pas achevé — meme jour
Psaumes 22:16;SKN;65-0217;34;VALIDE;CONCEPT;chapitre résolu v16 (3 mots: assemblee perce pieds)
Apocalypse 22:6;SKN;65-1205;45;VALIDE;CONCEPT;chapitre résolu v6 (3 mots: arriver paroles prophetes)
Apocalypse 22:6;SKN;65-1205;83;VALIDE;CONCEPT;chapitre résolu v6 (3 mots: ange arriver envoye)
Apocalypse 22:18;SKN;65-1205;83;VALIDE;CONCEPT;chapitre résolu v18 (3 mots: ajoute ajoutera quiconque)
Hebreux 13:8;SKN;65-1205;9;VALIDE;CONCEPT;jesus meme hier
Jean 14:1;SKN;65-1205;17;VALIDE;CONCEPT;trouble croyez dieu moi
Matthieu 20:8;SKN;65-1205;108;VALIDE;CONCEPT;chapitre résolu v8 (3 mots: appelle derniers etant)
Apocalypse 22:2;SKN;65-1207;38;VALIDE;CONCEPT;chapitre résolu v2 (5 mots: feuilles fruits milieu mois rue)
Apocalypse 22:3;SKN;65-1207;38;VALIDE;CONCEPT;chapitre résolu v3 (3 mots: aura esclaves trone)
Apocalypse 22:5;SKN;65-1207;38;VALIDE;CONCEPT;chapitre résolu v5 (3 mots: aura nuit soleil)
Apocalypse 22:6;SKN;65-1207;38;VALIDE;CONCEPT;chapitre résolu v6 (9 mots: ange arriver bientot doivent envoye esclaves paroles prophetes)
Apocalypse 22:7;SKN;65-1207;38;VALIDE;CONCEPT;chapitre résolu v7 (4 mots: bientot garde paroles viens)
Apocalypse 22:9;SKN;65-1207;38;VALIDE;CONCEPT;chapitre résolu v9 (4 mots: garde paroles prophetes tes)
Apocalypse 22:10;SKN;65-1207;38;VALIDE;CONCEPT;chapitre résolu v10 (3 mots: paroles proche scelle)
Apocalypse 22:12;SKN;65-1207;38;VALIDE;CONCEPT;chapitre résolu v12 (4 mots: bientot rendre selon viens)
Apocalypse 22:13;SKN;65-1207;38;VALIDE;CONCEPT;chapitre résolu v13 (3 mots: commencement dernier premier)
Apocalypse 22:14;SKN;65-1207;38;VALIDE;CONCEPT;chapitre résolu v14 (3 mots: aient cite droit)
Apocalypse 22:15;SKN;65-1207;38;VALIDE;CONCEPT;chapitre résolu v15 (3 mots: dehors mensonge quiconque)
Apocalypse 22:16;SKN;65-1207;38;VALIDE;CONCEPT;chapitre résolu v16 (7 mots: ange assemblees david envoye racine rendre temoignage)
Apocalypse 22:17;SKN;65-1207;38;VALIDE;CONCEPT;chapitre résolu v17 (4 mots: disent entend vienne viens)
Apocalypse 22:18;SKN;65-1207;38;VALIDE;CONCEPT;chapitre résolu v18 (5 mots: ajoutera entend paroles quiconque temoignage)
Apocalypse 22:19;SKN;65-1207;38;VALIDE;CONCEPT;chapitre résolu v19 (4 mots: cite ote paroles sainte)
Apocalypse 22:20;SKN;65-1207;38;VALIDE;CONCEPT;chapitre résolu v20 (4 mots: bientot rend temoignage viens)
Ezechiel 9:2;SKN;65-1207;38;VALIDE;CONCEPT;chapitre résolu v2 (4 mots: chemin milieu reins six)
Ezechiel 9:3;SKN;65-1207;38;VALIDE;CONCEPT;chapitre résolu v3 (3 mots: lequel reins vint)
Ezechiel 9:4;SKN;65-1207;38;VALIDE;CONCEPT;chapitre résolu v4 (5 mots: abominations dedans fronts marque milieu)
Ezechiel 9:6;SKN;65-1207;38;VALIDE;CONCEPT;chapitre résolu v6 (3 mots: jeunes marque vieillards)
Ezechiel 9:8;SKN;65-1207;38;VALIDE;CONCEPT;chapitre résolu v8 (3 mots: arriva eternel face)
Hebreux 11:23;SKN;65-1207;38;VALIDE;CONCEPT;foi moise etant fut cache trois mois parents
Hebreux 13:8;SKN;65-1207;38;VALIDE;CONCEPT;jesus christ meme hier eternellement
Malachie 4:1;SKN;65-1207;38;VALIDE;CONCEPT;chapitre résolu v1 (4 mots: laisser maniere racine seront)
Malachie 4:3;SKN;65-1207;38;VALIDE;CONCEPT;chapitre résolu v3 (4 mots: ferai pieds plante seront)
Malachie 4:5;SKN;65-1207;38;VALIDE;CONCEPT;chapitre résolu v5 (3 mots: elie envoie vienne)
Malachie 4:6;SKN;65-1207;38;VALIDE;CONCEPT;chapitre résolu v6 (3 mots: frappe peres vienne)
Matthieu 24:24;SKN;65-1207;38;VALIDE;CONCEPT;faux christs prophetes grands signes maniere seduire possible
Apocalypse 22:13;VGR;64-0617;30;VALIDE;CONCEPT;chapitre résolu v13 (3 mots: commencement dernier premier)
Deuteronome 18:15;VGR;64-0617;46;VALIDE;CONCEPT;dieu prophete moi
Deuteronome 18:15;VGR;64-0617;49;EXACT;CONCEPT;leternel dieu suscitera prophete moi [couverture 5/11]
Deuteronome 18:15;VGR;64-0617;99;PARTIEL;CONCEPT;commencé, pas achevé — prophete
Hebreux 4:12;VGR;64-0617;59;VALIDE;CONCEPT;chapitre résolu v12 (5 mots: discerne epee intentions pensees tranchants)
Hebreux 4:12;VGR;64-0617;59;EXACT;CONCEPT;parole dieu epee deux tranchants [couverture 5/14]
Hebreux 4:12;VGR;64-0617;171;VALIDE;CONCEPT;parole dieu jusqua
Hebreux 13:8;VGR;64-0617;2;EXACT;LECTURE;jesus meme hier aujourdhui eternellement [couverture 5/6]
Hebreux 13:8;VGR;64-0617;22;EXACT;CONCEPT;jesus meme hier aujourdhui eternellement [couverture 5/6]
Hebreux 13:8;VGR;64-0617;32;EXACT;CONCEPT;jesus christ meme hier aujourdhui eternellement [couverture 6/6]
Hebreux 13:8;VGR;64-0617;135;EXACT;CONCEPT;jesus christ meme hier aujourdhui eternellement [couverture 6/6]
Jean 4:7;VGR;64-0617;122;VALIDE;CONCEPT;chapitre résolu v7 (3 mots: boire leau puiser)
Jean 4:9;VGR;64-0617;122;VALIDE;CONCEPT;chapitre résolu v9 (4 mots: boire juifs samaritaine samaritains)
Jean 4:10;VGR;64-0617;122;VALIDE;CONCEPT;chapitre résolu v10 (3 mots: boire connaissais leau)
Jean 4:20;VGR;64-0617;122;VALIDE;CONCEPT;chapitre résolu v20 (3 mots: adorer jerusalem montagne)
Jean 10:35;VGR;64-0617;34;EXACT;CONCEPT;sil dieux ceux parole dieu lecriture aneantie [couverture 6/9]
Malachie 3:1;VGR;64-0617;81;VALIDE;CONCEPT;chapitre résolu v1 (4 mots: chemin jenvoie messager preparera)
Malachie 3:6;VGR;64-0617;32;PARTIEL;CONCEPT;commencé, pas achevé — change fils
Malachie 3:6;VGR;64-0617;58;PARTIEL;CONCEPT;commencé, pas achevé — change fils
Marc 16:16;VGR;64-0617;199;VALIDE;CONCEPT;chapitre résolu v16 (4 mots: baptise condamne cru sauve)
Marc 16:17;VGR;64-0617;199;VALIDE;CONCEPT;chapitre résolu v17 (4 mots: accompagneront auront cru signes)
Zacharie 14:6;VGR;64-0617;130;VALIDE;CONCEPT;arrivera jour quil lumiere
Apocalypse 22:18;VGR;64-0816;160;VALIDE;CONCEPT;chapitre résolu v18 (3 mots: ajoutera paroles quiconque)
Esaie 9:6;VGR;64-0816;142;VALIDE;CONCEPT;enfant fils donne sera nom dieu
Hebreux 4:12;VGR;64-0816;164;VALIDE;CONCEPT;parole dieu epee deux tranchants
