ref;traduction;code;paragraphe;nb_mots;mots
Luc 24:10;SKN;65-0418M;22;3;jacques magdala marie
Luc 24:47;SKN;65-0418M;180;3;peches remission repentance
Luc 24:47;SKN;65-0418M;182;4;commencant jerusalem remission repentance
Luc 17:15;SKN;65-0426;20;3;revint voix voyant
Luc 2:29;SKN;65-0429E;20;3;esclave laisses selon
Luc 2:34;SKN;65-0429E;20;4;chute israel marie plusieurs
Luc 2:39;SKN;65-0429E;20;4;accompli loi retournerent selon
Luc 7:42;SKN;65-0429E;20;3;lequel payer quitta
Luc 7:49;SKN;65-0429E;20;3;memes mirent table
Luc 17:7;SKN;65-0429E;20;5;ayant betail dise esclave suite
Luc 24:27;SKN;65-0429E;20;3;commencant prophetes regardent
Luc 17:33;SKN;65-0711;60;3;perdra quiconque sauver
Luc 17:29;SKN;65-0718M;185;3;lot sodome sortit
Luc 3:16;SKN;65-0725E;75;3;baptise baptisera digne
Luc 2:39;SKN;65-0801E;11;3;nazareth retournerent sen
Luc 24:9;SKN;65-0801E;11;4;onze retournerent sen sepulcre
Luc 24:12;SKN;65-0801E;11;6;courut linges sen sepulcre setant setonnant
Luc 24:13;SKN;65-0801E;11;7;chemin dentre eloigne emmaus jerusalem stades village
Luc 24:15;SKN;65-0801E;11;4;approche arriva sentretenaient setant
Luc 24:18;SKN;65-0801E;11;3;arrivees cleopas jerusalem
Luc 24:20;SKN;65-0801E;11;5;chefs crucifie lont principaux sacrificateurs
Luc 24:21;SKN;65-0801E;11;4;arrivees esperions israel troisieme
Luc 24:22;SKN;65-0801E;11;3;dentre etonnes sepulcre
Luc 24:23;SKN;65-0801E;11;6;danges nayant quelles venues vision vivant
Luc 24:24;SKN;65-0801E;11;4;alles lont sepulcre uns
Luc 24:27;SKN;65-0801E;11;3;commencant expliquait prophetes
Luc 24:28;SKN;65-0801E;11;6;allaient allait approcherent fit loin village
Luc 24:30;SKN;65-0801E;11;5;arriva benit pain prit table
Luc 24:31;SKN;65-0801E;11;3;disparut furent reconnurent
Luc 24:33;SKN;65-0801E;11;7;assembles jerusalem levant onze retournerent sen trouverent
Luc 24:35;SKN;65-0801E;11;7;arrivees chemin connaitre fraction pain raconterent setait
Luc 17:14;SKN;65-0801E;48;3;quen rendus sacrificateurs
Luc 3:16;SKN;65-0801E;102;3;baptisera delier digne
Luc 24:13;SKN;65-0801E;125;3;emmaus jerusalem stades
Luc 18:7;SKN;65-0822M;129;3;elus ferait use
Luc 5:8;SKN;65-1031A;17;3;ayant genoux jeta
Luc 24:47;SKN;65-1205;63;3;peches remission repentance
Luc 24:13;SKN;65-1206;16;5;eloigne emmaus jerusalem stades village
Luc 24:20;SKN;65-1206;16;3;crucifie principaux sacrificateurs
Luc 24:21;SKN;65-1206;16;3;esperions israel troisieme
Luc 24:22;SKN;65-1206;16;4;ayant etonnes fort sepulcre
Luc 24:28;SKN;65-1206;16;3;allaient fit village
Luc 1:14;SKN;65-1207;38;4;joie naissance plusieurs rejouiront
Luc 2:39;SKN;65-1207;38;4;accompli nazareth retournerent selon
Luc 10:4;SKN;65-1207;38;3;chemin portez sac
Luc 17:7;SKN;65-1207;38;5;avance ayant champs esclave suite
Luc 17:15;SKN;65-1207;38;3;revint voix voyant
Luc 17:27;SKN;65-1207;38;6;buvait entra fit mariage noe vint
Luc 18:8;SKN;65-1207;38;3;bientot trouvera viendra
Luc 18:43;SKN;65-1207;38;4;donna suivit voyant vue
Luc 21:24;SKN;65-1207;38;4;pieds seront tomberont tranchant
Luc 24:20;SKN;65-1207;38;3;chefs condamne sacrificateurs
Luc 24:52;SKN;65-1207;38;4;ayant joie rendu retournerent
Luc 24:30;SKN;65-1212;67;3;pain prit rompu
Luc 2:7;VGR;49-1225;35;5;coucha creche lemmaillota lhotellerie premier
Luc 1:14;VGR;52-0900;7;3;dallegresse joie rejouiront
Luc 21:24;VGR;54-0103M;66;7;captifs jerusalem lepee nations seront tomberont tranchant
Luc 21:24;VGR;54-0103M;67;5;captifs lepee nations seront tranchant
Luc 21:24;VGR;54-0103M;73;9;captifs foulee jerusalem lepee nations pieds seront tomberont tranchant
Luc 21:24;VGR;54-0103M;95;4;foulee jerusalem nations pieds
Luc 24:47;VGR;54-0515;228;3;peches remission repentance
Luc 24:47;VGR;54-0516;13;3;peches remission repentance
Luc 24:20;VGR;54-1219M;270;3;chefs principaux sacrificateurs
Luc 21:24;VGR;55-0109E;86;4;foulee jerusalem nations pieds
Luc 17:29;VGR;55-0109M;144;4;fit lot sodome sortit
Luc 24:28;VGR;55-0410M;6;3;allaient loin village
Luc 17:20;VGR;55-0611;63;3;attirer lattention maniere
Luc 2:28;VGR;55-0724;16;3;benit bras prit
Luc 7:46;VGR;55-0828A;27;3;dhuile oint pieds
Luc 7:37;VGR;55-0828A;44;3;dalbatre pharisien vase
Luc 7:45;VGR;55-0828A;46;4;baiser cesse mas pieds
Luc 7:45;VGR;55-0911;251;3;baiser mas pieds
Luc 7:45;VGR;55-0911;252;4;baiser cesse mas pieds
Luc 17:29;VGR;56-0115;91;3;lot sodome soufre
Luc 24:28;VGR;56-0401M;25;3;allaient loin village
Luc 24:31;VGR;56-0401M;25;3;disparut furent reconnurent
Luc 7:44;VGR;56-0723;18;4;cheveux essuyes larmes pieds
Luc 24:47;VGR;57-0925;156;3;peches remission repentance
Luc 21:24;VGR;57-1002;521;4;foulee jerusalem nations pieds
Luc 17:29;VGR;58-0202;73;3;lot sodome soufre
Luc 17:27;VGR;58-0406S;30;3;deluge larche noe
Luc 24:47;VGR;58-1005M;217;3;peches remission repentance
Luc 24:30;VGR;59-0301E;155;3;pain prit rompu
Luc 10:11;VGR;59-0329S;9;4;attachee pieds poussiere royaume
Luc 21:24;VGR;59-0329S;9;4;lepee nations pieds seront
Luc 24:30;VGR;59-0628E;56;3;pain prit rompu
Luc 24:30;VGR;59-0812;22;3;pain prit rompu
Luc 18:2;VGR;59-1216;125;3;certain craignait respectait
Luc 2:39;VGR;59-1220E;114;3;eurent nazareth selon
Luc 16:24;VGR;60-0402;4;3;aie pitie tourmente
Luc 24:1;VGR;60-0417M;34;4;aromates premier semaine sepulcre
Luc 24:5;VGR;60-0417M;34;3;cherchez dirent epouvantees
Luc 24:10;VGR;60-0417M;34;4;dirent furent magdala marie
Luc 24:1;VGR;60-0417S;12;4;premier quelles semaine sepulcre
Luc 24:10;VGR;60-0417S;12;3;furent magdala marie
Luc 24:20;VGR;60-0417S;12;3;crucifie principaux sacrificateurs
Luc 24:20;VGR;60-0925;32;3;crucifie principaux sacrificateurs
Luc 21:24;VGR;60-1204M;387;4;jerusalem nations seront tomberont
Luc 17:27;VGR;60-1206;156;3;deluge larche noe
Luc 7:45;VGR;60-1211E;250;4;baiser cesse mas pieds
Luc 17:27;VGR;60-1211M;334;3;deluge larche noe
Luc 10:1;VGR;60-1225;11;3;devait envoya villes
Luc 10:9;VGR;61-0108;364;3;approche guerissez royaume
Luc 10:11;VGR;61-0108;365;7;approche attachee pieds poussiere royaume sachez secouons
Luc 7:39;VGR;61-0723E;220;3;lavait pharisien saurait
Luc 7:44;VGR;61-0723E;221;6;cheveux essuyes larmes mas pieds simon
Luc 10:18;VGR;61-0808;173;3;eclair satan voyais
Luc 10:18;VGR;61-0808;174;3;eclair satan voyais
Luc 10:18;VGR;61-0808;175;3;eclair satan voyais
Luc 10:18;VGR;61-0808;176;3;eclair satan voyais
Luc 16:24;VGR;61-0813;53;3;aie pitie tourmente
Luc 24:30;VGR;61-1015E;83;3;layant pain prit
Luc 17:27;VGR;61-1015M;207;3;larche mangeait noe
Luc 24:30;VGR;62-0204;132;3;pain prit rompu
Luc 2:34;VGR;62-0318M;403;4;chute israel marie plusieurs
Luc 7:42;VGR;62-0318M;403;3;dette lequel payer
Luc 7:44;VGR;62-0318M;403;8;arrose cheveux deau larmes mas pieds simon tournant
Luc 17:29;VGR;62-0318M;403;3;lot perir sodome
Luc 24:23;VGR;62-0318M;403;6;danges disent quelles venues vision vivant
Luc 16:24;VGR;62-0422;555;3;aie pitie tourmente
Luc 24:30;VGR;62-0506;134;3;pain prit rompu
Luc 7:44;VGR;62-0601;183;7;cheveux deau essuyes larmes mas pieds simon
Luc 7:46;VGR;62-0601;183;3;dhuile nas pieds
Luc 24:30;VGR;62-1007;143;3;pain prit rompu
Luc 24:30;VGR;62-1104E;59;3;pain prit rompu
Luc 24:20;VGR;63-0728;309;3;chefs crucifie sacrificateurs
Luc 10:18;VGR;63-1124E;143;3;eclair satan voyais
Luc 24:20;VGR;63-1124M;39;3;crucifie principaux sacrificateurs
Luc 24:20;VGR;64-0126;26;3;crucifie principaux sacrificateurs
Luc 19:2;VGR;64-0321B;1;5;appele chef publicains riche zachee
Luc 19:4;VGR;64-0321B;1;3;monta passer sycomore
Luc 19:5;VGR;64-0321B;1;4;demeure endroit fut zachee
Luc 17:7;VGR;64-0405;33;3;betail esclave suite
Luc 24:13;VGR;64-0416;1;6;chemin dentre eloigne emmaus jerusalem village
Luc 24:15;VGR;64-0416;1;4;approche arriva sentretenaient setant
Luc 24:20;VGR;64-0416;1;4;crucifie lont principaux sacrificateurs
Luc 24:21;VGR;64-0416;1;3;esperions israel troisieme
Luc 24:22;VGR;64-0416;1;4;dentre etonnes fort sepulcre
Luc 24:23;VGR;64-0416;1;3;nayant venues vivant
Luc 24:24;VGR;64-0416;1;4;alles lont sepulcre uns
Luc 24:27;VGR;64-0416;1;3;commencant expliquait prophetes
Luc 24:28;VGR;64-0416;1;4;allaient fit loin village
Luc 24:31;VGR;64-0416;1;3;disparut furent reconnurent
Luc 7:44;VGR;64-0618;99;6;cheveux essuyes larmes mas pieds simon
Luc 18:43;VGR;64-0620E;1;3;recouvra suivit vue
Luc 18:7;VGR;64-0802;40;4;justice nuit patience use
Luc 8:50;VGR;64-0816;56;3;crains layant sauvee
Luc 21:36;VGR;64-0823E;232;4;dechapper dignes doivent estimes
Luc 2:7;VGR;64-1221;15;5;coucha creche lemmaillota lhotellerie premier
Luc 2:39;VGR;64-1221;15;5;eurent galilee nazareth retournerent sen
Luc 24:33;VGR;64-1221;15;3;retournerent sen trouverent
Luc 17:15;VGR;65-0426;25;3;revint voix voyant
Luc 17:33;VGR;65-0711;114;3;perdra quiconque sauver
Luc 17:29;VGR;65-0718M;185;3;lot sodome sortit
Luc 17:14;VGR;65-0801E;11;3;furent rendus sacrificateurs
Luc 24:9;VGR;65-0801E;11;3;onze retournerent sepulcre
Luc 24:12;VGR;65-0801E;11;4;courut linges sepulcre setant
Luc 24:13;VGR;65-0801E;11;7;chemin dentre eloigne emmaus jerusalem stades village
Luc 24:15;VGR;65-0801E;11;3;approche sentretenaient setant
Luc 24:20;VGR;65-0801E;11;4;crucifie lont principaux sacrificateurs
Luc 24:21;VGR;65-0801E;11;3;esperions israel troisieme
Luc 24:22;VGR;65-0801E;11;4;dentre etonnes fort sepulcre
Luc 24:23;VGR;65-0801E;11;3;nayant venues vivant
Luc 24:24;VGR;65-0801E;11;4;alles lont sepulcre uns
Luc 24:27;VGR;65-0801E;11;3;commencant expliquait prophetes
Luc 24:28;VGR;65-0801E;11;4;allaient fit loin village
Luc 24:31;VGR;65-0801E;11;3;disparut furent reconnurent
Luc 24:33;VGR;65-0801E;11;7;assembles jerusalem levant lheure onze retournerent trouverent
Luc 24:35;VGR;65-0801E;11;4;chemin pain raconterent setait
Luc 17:14;VGR;65-0801E;48;4;quen rendus sacrificateurs voyant
Luc 24:13;VGR;65-0801E;125;3;emmaus jerusalem stades
Luc 18:7;VGR;65-0822M;129;3;elus ferait use
Luc 7:44;VGR;65-1127E;183;4;cheveux essuyes larmes pieds
Luc 17:20;VGR;65-1204;156;3;attirer lattention viendrait
Luc 24:13;VGR;65-1206;16;6;dentre eloigne emmaus jerusalem stades village
Luc 24:20;VGR;65-1206;16;4;crucifie lont principaux sacrificateurs
Luc 24:21;VGR;65-1206;16;3;esperions israel troisieme
Luc 24:22;VGR;65-1206;16;4;dentre etonnes fort sepulcre
Luc 24:23;VGR;65-1206;16;3;nayant venues vivant
Luc 24:24;VGR;65-1206;16;4;alles lont sepulcre uns
